dgp,N,T,T_N,trial,method,precision,recall,f1,hub_recovery,net_density
gaussian,50,500,10.0,96,LASSO,0.8571428571428571,0.144,0.2465753424657534,0.2,0.008571428571428572
gaussian,50,500,10.0,97,OLS,0.3687150837988827,0.528,0.4342105263157895,0.4,0.07306122448979592
gaussian,50,500,10.0,97,LASSO,0.9047619047619048,0.152,0.2602739726027397,0.2,0.008571428571428572
gaussian,50,500,10.0,98,OLS,0.2994011976047904,0.4,0.3424657534246575,0.0,0.06816326530612245
gaussian,50,500,10.0,98,LASSO,0.75,0.072,0.13138686131386862,0.4,0.004897959183673469
gaussian,50,500,10.0,99,OLS,0.3670212765957447,0.552,0.44089456869009586,0.4,0.07673469387755102
gaussian,50,500,10.0,99,LASSO,0.9166666666666666,0.176,0.2953020134228188,0.0,0.009795918367346938
gaussian,100,60,0.6,0,OLS,0.09233791748526522,0.094,0.0931615460852329,0.0,0.05141414141414141
gaussian,100,60,0.6,0,LASSO,0.2,0.006,0.011650485436893204,0.4,0.0015151515151515152
gaussian,100,60,0.6,1,OLS,0.1102803738317757,0.118,0.11400966183574879,0.2,0.05404040404040404
gaussian,100,60,0.6,1,LASSO,0.2727272727272727,0.006,0.011741682974559686,0.0,0.0011111111111111111
gaussian,100,60,0.6,2,OLS,0.13276231263383298,0.124,0.1282316442605998,0.2,0.04717171717171717
gaussian,100,60,0.6,2,LASSO,0.21428571428571427,0.006,0.011673151750972763,0.0,0.0014141414141414141
gaussian,100,60,0.6,3,OLS,0.10325047801147227,0.108,0.10557184750733138,0.0,0.05282828282828283
gaussian,100,60,0.6,3,LASSO,0.15,0.006,0.011538461538461539,0.0,0.00202020202020202
gaussian,100,60,0.6,4,OLS,0.11382113821138211,0.112,0.11290322580645161,0.2,0.0496969696969697
gaussian,100,60,0.6,4,LASSO,0.0,0.0,0.0,0.2,0.0009090909090909091
gaussian,100,60,0.6,5,OLS,0.11444652908067542,0.122,0.1181026137463698,0.0,0.05383838383838384
gaussian,100,60,0.6,5,LASSO,0.07692307692307693,0.002,0.003898635477582846,0.2,0.0013131313131313131
gaussian,100,60,0.6,6,OLS,0.12433392539964476,0.14,0.1317027281279398,0.0,0.05686868686868687
gaussian,100,60,0.6,6,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.2,0.0013131313131313131
gaussian,100,60,0.6,7,OLS,0.09302325581395349,0.096,0.09448818897637795,0.0,0.052121212121212124
gaussian,100,60,0.6,7,LASSO,0.5,0.008,0.015748031496062992,0.0,0.0008080808080808081
gaussian,100,60,0.6,8,OLS,0.11787072243346007,0.124,0.12085769980506822,0.0,0.05313131313131313
gaussian,100,60,0.6,8,LASSO,0.25,0.006,0.01171875,0.2,0.0012121212121212121
gaussian,100,60,0.6,9,OLS,0.13346228239845262,0.138,0.13569321533923304,0.0,0.052222222222222225
gaussian,100,60,0.6,9,LASSO,0.375,0.012,0.023255813953488372,0.2,0.0016161616161616162
gaussian,100,60,0.6,10,OLS,0.08506616257088846,0.09,0.08746355685131195,0.0,0.05343434343434343
gaussian,100,60,0.6,10,LASSO,0.2,0.006,0.011650485436893204,0.0,0.0015151515151515152
gaussian,100,60,0.6,11,OLS,0.12476370510396975,0.132,0.1282798833819242,0.0,0.05343434343434343
gaussian,100,60,0.6,11,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.0,0.0013131313131313131
gaussian,100,60,0.6,12,OLS,0.10594795539033457,0.114,0.10982658959537572,0.0,0.054343434343434346
gaussian,100,60,0.6,12,LASSO,0.07692307692307693,0.002,0.003898635477582846,0.0,0.0013131313131313131
gaussian,100,60,0.6,13,OLS,0.12014787430683918,0.13,0.12487992315081652,0.2,0.054646464646464644
gaussian,100,60,0.6,13,LASSO,0.5,0.014,0.027237354085603113,0.0,0.0014141414141414141
gaussian,100,60,0.6,14,OLS,0.10196779964221825,0.114,0.10764872521246459,0.0,0.05646464646464647
gaussian,100,60,0.6,14,LASSO,0.047619047619047616,0.002,0.003838771593090211,0.0,0.0021212121212121214
gaussian,100,60,0.6,15,OLS,0.12746858168761221,0.142,0.13434247871333965,0.2,0.056262626262626264
gaussian,100,60,0.6,15,LASSO,0.15384615384615385,0.004,0.007797270955165692,0.0,0.0013131313131313131
gaussian,100,60,0.6,16,OLS,0.10746812386156648,0.118,0.1124880838894185,0.4,0.05545454545454546
gaussian,100,60,0.6,16,LASSO,0.2727272727272727,0.006,0.011741682974559686,0.0,0.0011111111111111111
gaussian,100,60,0.6,17,OLS,0.11632270168855535,0.124,0.12003872216844143,0.0,0.05383838383838384
gaussian,100,60,0.6,17,LASSO,0.1111111111111111,0.002,0.003929273084479371,0.0,0.0009090909090909091
gaussian,100,60,0.6,18,OLS,0.11023622047244094,0.112,0.1111111111111111,0.2,0.05131313131313131
gaussian,100,60,0.6,18,LASSO,0.26666666666666666,0.008,0.015533980582524271,0.2,0.0015151515151515152
gaussian,100,60,0.6,19,OLS,0.10666666666666667,0.128,0.11636363636363636,0.0,0.06060606060606061
gaussian,100,60,0.6,19,LASSO,0.3076923076923077,0.008,0.015594541910331383,0.2,0.0013131313131313131
gaussian,100,60,0.6,20,OLS,0.12208258527827648,0.136,0.12866603595080417,0.0,0.056262626262626264
gaussian,100,60,0.6,20,LASSO,0.2857142857142857,0.004,0.007889546351084813,0.2,0.0007070707070707071
gaussian,100,60,0.6,21,OLS,0.10516605166051661,0.114,0.10940499040307101,0.0,0.054747474747474746
gaussian,100,60,0.6,21,LASSO,0.16666666666666666,0.004,0.0078125,0.2,0.0012121212121212121
gaussian,100,60,0.6,22,OLS,0.10892857142857143,0.122,0.11509433962264151,0.0,0.05656565656565657
gaussian,100,60,0.6,22,LASSO,0.25,0.008,0.015503875968992248,0.2,0.0016161616161616162
gaussian,100,60,0.6,23,OLS,0.12427184466019417,0.128,0.12610837438423644,0.2,0.05202020202020202
gaussian,100,60,0.6,23,LASSO,0.17647058823529413,0.006,0.01160541586073501,0.0,0.0017171717171717172
gaussian,100,60,0.6,24,OLS,0.12090163934426229,0.118,0.1194331983805668,0.0,0.04929292929292929
gaussian,100,60,0.6,24,LASSO,0.375,0.012,0.023255813953488372,0.0,0.0016161616161616162
gaussian,100,60,0.6,25,OLS,0.10251450676982592,0.106,0.10422812192723697,0.2,0.052222222222222225
gaussian,100,60,0.6,25,LASSO,0.14285714285714285,0.004,0.007782101167315175,0.2,0.0014141414141414141
gaussian,100,60,0.6,26,OLS,0.12815533980582525,0.132,0.13004926108374384,0.0,0.05202020202020202
gaussian,100,60,0.6,26,LASSO,0.3333333333333333,0.008,0.015625,0.0,0.0012121212121212121
gaussian,100,60,0.6,27,OLS,0.11970534069981584,0.13,0.12464046021093,0.0,0.05484848484848485
gaussian,100,60,0.6,27,LASSO,0.35714285714285715,0.01,0.019455252918287938,0.0,0.0014141414141414141
gaussian,100,60,0.6,28,OLS,0.11302681992337164,0.118,0.11545988258317025,0.2,0.05272727272727273
gaussian,100,60,0.6,28,LASSO,0.23529411764705882,0.008,0.015473887814313346,0.0,0.0017171717171717172
gaussian,100,60,0.6,29,OLS,0.0962962962962963,0.104,0.1,0.0,0.05454545454545454
gaussian,100,60,0.6,29,LASSO,0.0625,0.002,0.003875968992248062,0.0,0.0016161616161616162
gaussian,100,60,0.6,30,OLS,0.109979633401222,0.108,0.10898082744702321,0.2,0.049595959595959596
gaussian,100,60,0.6,30,LASSO,0.2,0.004,0.00784313725490196,0.2,0.00101010101010101
gaussian,100,60,0.6,31,OLS,0.11559633027522936,0.126,0.12057416267942583,0.0,0.05505050505050505
gaussian,100,60,0.6,31,LASSO,0.13333333333333333,0.004,0.007766990291262136,0.0,0.0015151515151515152
gaussian,100,60,0.6,32,OLS,0.10594795539033457,0.114,0.10982658959537572,0.0,0.054343434343434346
gaussian,100,60,0.6,32,LASSO,0.4,0.012,0.02330097087378641,0.0,0.0015151515151515152
gaussian,100,60,0.6,33,OLS,0.12710280373831775,0.136,0.13140096618357489,0.0,0.05404040404040404
gaussian,100,60,0.6,33,LASSO,0.1875,0.006,0.011627906976744186,0.0,0.0016161616161616162
gaussian,100,60,0.6,34,OLS,0.10507246376811594,0.116,0.11026615969581749,0.0,0.055757575757575756
gaussian,100,60,0.6,34,LASSO,0.21428571428571427,0.006,0.011673151750972763,0.0,0.0014141414141414141
gaussian,100,60,0.6,35,OLS,0.12162162162162163,0.144,0.13186813186813187,0.0,0.0597979797979798
gaussian,100,60,0.6,35,LASSO,0.21052631578947367,0.008,0.015414258188824663,0.0,0.0019191919191919192
gaussian,100,60,0.6,36,OLS,0.11992619926199262,0.13,0.12476007677543186,0.0,0.054747474747474746
gaussian,100,60,0.6,36,LASSO,0.6153846153846154,0.016,0.031189083820662766,0.0,0.0013131313131313131
gaussian,100,60,0.6,37,OLS,0.10810810810810811,0.112,0.1100196463654224,0.0,0.05232323232323232
gaussian,100,60,0.6,37,LASSO,0.25,0.006,0.01171875,0.0,0.0012121212121212121
gaussian,100,60,0.6,38,OLS,0.11837455830388692,0.134,0.12570356472795496,0.0,0.05717171717171717
gaussian,100,60,0.6,38,LASSO,0.08333333333333333,0.002,0.00390625,0.2,0.0012121212121212121
gaussian,100,60,0.6,39,OLS,0.0975103734439834,0.094,0.09572301425661914,0.0,0.04868686868686869
gaussian,100,60,0.6,39,LASSO,0.2222222222222222,0.004,0.007858546168958742,0.2,0.0009090909090909091
gaussian,100,60,0.6,40,OLS,0.10786106032906764,0.118,0.11270296084049666,0.4,0.055252525252525254
gaussian,100,60,0.6,40,LASSO,0.0,0.0,0.0,0.0,0.0017171717171717172
gaussian,100,60,0.6,41,OLS,0.11188811188811189,0.128,0.11940298507462686,0.2,0.057777777777777775
gaussian,100,60,0.6,41,LASSO,0.23529411764705882,0.008,0.015473887814313346,0.0,0.0017171717171717172
gaussian,100,60,0.6,42,OLS,0.10778443113772455,0.108,0.10789210789210789,0.0,0.050606060606060606
gaussian,100,60,0.6,42,LASSO,0.26666666666666666,0.008,0.015533980582524271,0.0,0.0015151515151515152
gaussian,100,60,0.6,43,OLS,0.12177121771217712,0.132,0.12667946257197696,0.2,0.054747474747474746
gaussian,100,60,0.6,43,LASSO,0.21428571428571427,0.006,0.011673151750972763,0.0,0.0014141414141414141
gaussian,100,60,0.6,44,OLS,0.13027522935779817,0.142,0.13588516746411483,0.0,0.05505050505050505
gaussian,100,60,0.6,44,LASSO,0.0,0.0,0.0,0.0,0.0011111111111111111
gaussian,100,60,0.6,45,OLS,0.07750472589792061,0.082,0.07968901846452867,0.0,0.05343434343434343
gaussian,100,60,0.6,45,LASSO,0.08333333333333333,0.002,0.00390625,0.0,0.0012121212121212121
gaussian,100,60,0.6,46,OLS,0.12293577981651377,0.134,0.12822966507177033,0.0,0.05505050505050505
gaussian,100,60,0.6,46,LASSO,0.15384615384615385,0.004,0.007797270955165692,0.0,0.0013131313131313131
gaussian,100,60,0.6,47,OLS,0.11338289962825279,0.122,0.11753371868978806,0.0,0.054343434343434346
gaussian,100,60,0.6,47,LASSO,0.15384615384615385,0.004,0.007797270955165692,0.0,0.0013131313131313131
gaussian,100,60,0.6,48,OLS,0.12720156555772993,0.13,0.12858555885262116,0.0,0.051616161616161615
gaussian,100,60,0.6,48,LASSO,0.18181818181818182,0.008,0.01532567049808429,0.2,0.0022222222222222222
gaussian,100,60,0.6,49,OLS,0.10420475319926874,0.114,0.10888252148997135,0.0,0.055252525252525254
gaussian,100,60,0.6,49,LASSO,0.2222222222222222,0.004,0.007858546168958742,0.0,0.0009090909090909091
gaussian,100,60,0.6,50,OLS,0.1303501945525292,0.134,0.13214990138067062,0.2,0.05191919191919192
gaussian,100,60,0.6,50,LASSO,0.1875,0.006,0.011627906976744186,0.0,0.0016161616161616162
gaussian,100,60,0.6,51,OLS,0.10476190476190476,0.11,0.1073170731707317,0.0,0.05303030303030303
gaussian,100,60,0.6,51,LASSO,0.05,0.002,0.0038461538461538464,0.0,0.00202020202020202
gaussian,100,60,0.6,52,OLS,0.11235955056179775,0.12,0.11605415860735009,0.4,0.05393939393939394
gaussian,100,60,0.6,52,LASSO,0.6111111111111112,0.022,0.04247104247104247,0.0,0.0018181818181818182
gaussian,100,60,0.6,53,OLS,0.10594795539033457,0.114,0.10982658959537572,0.0,0.054343434343434346
gaussian,100,60,0.6,53,LASSO,0.23529411764705882,0.008,0.015473887814313346,0.0,0.0017171717171717172
gaussian,100,60,0.6,54,OLS,0.11172161172161173,0.122,0.11663479923518165,0.0,0.05515151515151515
gaussian,100,60,0.6,54,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.2,0.0013131313131313131
gaussian,100,60,0.6,55,OLS,0.10714285714285714,0.114,0.11046511627906977,0.0,0.053737373737373736
gaussian,100,60,0.6,55,LASSO,0.0,0.0,0.0,0.2,0.0014141414141414141
gaussian,100,60,0.6,56,OLS,0.10037878787878787,0.106,0.10311284046692606,0.0,0.05333333333333334
gaussian,100,60,0.6,56,LASSO,0.0,0.0,0.0,0.0,0.0013131313131313131
gaussian,100,60,0.6,57,OLS,0.1252336448598131,0.134,0.1294685990338164,0.0,0.05404040404040404
gaussian,100,60,0.6,57,LASSO,0.14285714285714285,0.004,0.007782101167315175,0.0,0.0014141414141414141
gaussian,100,60,0.6,58,OLS,0.12797074954296161,0.14,0.13371537726838587,0.0,0.055252525252525254
gaussian,100,60,0.6,58,LASSO,0.47368421052631576,0.018,0.03468208092485549,0.0,0.0019191919191919192
gaussian,100,60,0.6,59,OLS,0.12373225152129817,0.122,0.1228600201409869,0.0,0.0497979797979798
gaussian,100,60,0.6,59,LASSO,0.07142857142857142,0.002,0.0038910505836575876,0.2,0.0014141414141414141
gaussian,100,60,0.6,60,OLS,0.11992619926199262,0.13,0.12476007677543186,0.0,0.054747474747474746
gaussian,100,60,0.6,60,LASSO,0.16666666666666666,0.006,0.011583011583011582,0.2,0.0018181818181818182
gaussian,100,60,0.6,61,OLS,0.10968921389396709,0.12,0.11461318051575932,0.0,0.055252525252525254
gaussian,100,60,0.6,61,LASSO,0.2,0.006,0.011650485436893204,0.0,0.0015151515151515152
gaussian,100,60,0.6,62,OLS,0.13708260105448156,0.156,0.14593077642656688,0.0,0.05747474747474748
gaussian,100,60,0.6,62,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.2,0.0013131313131313131
gaussian,100,60,0.6,63,OLS,0.09576427255985268,0.104,0.09971236816874401,0.0,0.05484848484848485
gaussian,100,60,0.6,63,LASSO,0.3076923076923077,0.008,0.015594541910331383,0.0,0.0013131313131313131
gaussian,100,60,0.6,64,OLS,0.08741258741258741,0.1,0.09328358208955224,0.0,0.057777777777777775
gaussian,100,60,0.6,64,LASSO,0.058823529411764705,0.002,0.0038684719535783366,0.0,0.0017171717171717172
gaussian,100,60,0.6,65,OLS,0.11669658886894076,0.13,0.12298959318826869,0.0,0.056262626262626264
gaussian,100,60,0.6,65,LASSO,0.16666666666666666,0.002,0.003952569169960474,0.2,0.0006060606060606061
gaussian,100,60,0.6,66,OLS,0.10054844606946983,0.11,0.10506208213944604,0.0,0.055252525252525254
gaussian,100,60,0.6,66,LASSO,0.11764705882352941,0.004,0.007736943907156673,0.0,0.0017171717171717172
gaussian,100,60,0.6,67,OLS,0.102,0.102,0.102,0.2,0.050505050505050504
gaussian,100,60,0.6,67,LASSO,0.2857142857142857,0.004,0.007889546351084813,0.0,0.0007070707070707071
gaussian,100,60,0.6,68,OLS,0.12226277372262774,0.134,0.12786259541984732,0.0,0.055353535353535356
gaussian,100,60,0.6,68,LASSO,0.16666666666666666,0.004,0.0078125,0.2,0.0012121212121212121
gaussian,100,60,0.6,69,OLS,0.11046511627906977,0.114,0.11220472440944881,0.0,0.052121212121212124
gaussian,100,60,0.6,69,LASSO,0.25,0.008,0.015503875968992248,0.2,0.0016161616161616162
gaussian,100,60,0.6,70,OLS,0.10854092526690391,0.122,0.11487758945386065,0.4,0.056767676767676765
gaussian,100,60,0.6,70,LASSO,0.2777777777777778,0.01,0.019305019305019305,0.2,0.0018181818181818182
gaussian,100,60,0.6,71,OLS,0.0975609756097561,0.104,0.10067763794772508,0.0,0.05383838383838384
gaussian,100,60,0.6,71,LASSO,0.1875,0.006,0.011627906976744186,0.2,0.0016161616161616162
gaussian,100,60,0.6,72,OLS,0.11818181818181818,0.13,0.12380952380952381,0.2,0.05555555555555555
gaussian,100,60,0.6,72,LASSO,0.3,0.006,0.011764705882352941,0.0,0.00101010101010101
gaussian,100,60,0.6,73,OLS,0.14392523364485982,0.154,0.14879227053140096,0.0,0.05404040404040404
gaussian,100,60,0.6,73,LASSO,0.3076923076923077,0.008,0.015594541910331383,0.2,0.0013131313131313131
gaussian,100,60,0.6,74,OLS,0.11553030303030302,0.122,0.11867704280155641,0.0,0.05333333333333334
gaussian,100,60,0.6,74,LASSO,0.38461538461538464,0.01,0.01949317738791423,0.0,0.0013131313131313131
gaussian,100,60,0.6,75,OLS,0.11460258780036968,0.124,0.11911623439000961,0.2,0.054646464646464644
gaussian,100,60,0.6,75,LASSO,0.16666666666666666,0.006,0.011583011583011582,0.0,0.0018181818181818182
gaussian,100,60,0.6,76,OLS,0.08834586466165413,0.094,0.09108527131782945,0.0,0.053737373737373736
gaussian,100,60,0.6,76,LASSO,0.29411764705882354,0.01,0.019342359767891684,0.0,0.0017171717171717172
gaussian,100,60,0.6,77,OLS,0.09541984732824428,0.1,0.09765625,0.0,0.05292929292929293
gaussian,100,60,0.6,77,LASSO,0.07692307692307693,0.002,0.003898635477582846,0.0,0.0013131313131313131
gaussian,100,60,0.6,78,OLS,0.12287334593572778,0.13,0.12633624878522837,0.0,0.05343434343434343
gaussian,100,60,0.6,78,LASSO,0.26666666666666666,0.008,0.015533980582524271,0.0,0.0015151515151515152
gaussian,100,60,0.6,79,OLS,0.11683848797250859,0.136,0.1256931608133087,0.0,0.058787878787878785
gaussian,100,60,0.6,79,LASSO,0.15384615384615385,0.004,0.007797270955165692,0.0,0.0013131313131313131
gaussian,100,60,0.6,80,OLS,0.08468468468468468,0.094,0.08909952606635071,0.0,0.05606060606060606
gaussian,100,60,0.6,80,LASSO,0.25,0.006,0.01171875,0.2,0.0012121212121212121
gaussian,100,60,0.6,81,OLS,0.10995850622406639,0.106,0.1079429735234216,0.0,0.04868686868686869
gaussian,100,60,0.6,81,LASSO,0.5555555555555556,0.01,0.019646365422396856,0.2,0.0009090909090909091
gaussian,100,60,0.6,82,OLS,0.1062124248496994,0.106,0.1061061061061061,0.0,0.0504040404040404
gaussian,100,60,0.6,82,LASSO,0.25,0.008,0.015503875968992248,0.0,0.0016161616161616162
gaussian,100,60,0.6,83,OLS,0.12159709618874773,0.134,0.12749762131303521,0.0,0.055656565656565654
gaussian,100,60,0.6,83,LASSO,0.18181818181818182,0.004,0.007827788649706457,0.0,0.0011111111111111111
gaussian,100,60,0.6,84,OLS,0.11846689895470383,0.136,0.1266294227188082,0.0,0.05797979797979798
gaussian,100,60,0.6,84,LASSO,0.1111111111111111,0.004,0.007722007722007722,0.2,0.0018181818181818182
gaussian,100,60,0.6,85,OLS,0.1252371916508539,0.132,0.12852969814995133,0.0,0.053232323232323235
gaussian,100,60,0.6,85,LASSO,0.3,0.006,0.011764705882352941,0.0,0.00101010101010101
gaussian,100,60,0.6,86,OLS,0.120817843866171,0.13,0.1252408477842004,0.0,0.054343434343434346
gaussian,100,60,0.6,86,LASSO,0.4117647058823529,0.014,0.027079303675048357,0.0,0.0017171717171717172
gaussian,100,60,0.6,87,OLS,0.13001912045889102,0.136,0.13294232649071358,0.0,0.05282828282828283
gaussian,100,60,0.6,87,LASSO,0.2857142857142857,0.008,0.01556420233463035,0.2,0.0014141414141414141
gaussian,100,60,0.6,88,OLS,0.09734513274336283,0.11,0.10328638497652583,0.2,0.05707070707070707
gaussian,100,60,0.6,88,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.0,0.0013131313131313131
gaussian,100,60,0.6,89,OLS,0.1087378640776699,0.112,0.1103448275862069,0.0,0.05202020202020202
gaussian,100,60,0.6,89,LASSO,0.3333333333333333,0.012,0.023166023166023165,0.0,0.0018181818181818182
gaussian,100,60,0.6,90,OLS,0.09770114942528736,0.102,0.09980430528375733,0.0,0.05272727272727273
gaussian,100,60,0.6,90,LASSO,0.14285714285714285,0.004,0.007782101167315175,0.0,0.0014141414141414141
gaussian,100,60,0.6,91,OLS,0.10299625468164794,0.11,0.10638297872340426,0.2,0.05393939393939394
gaussian,100,60,0.6,91,LASSO,0.07142857142857142,0.002,0.0038910505836575876,0.2,0.0014141414141414141
gaussian,100,60,0.6,92,OLS,0.1276595744680851,0.12,0.12371134020618557,0.0,0.047474747474747475
gaussian,100,60,0.6,92,LASSO,0.21052631578947367,0.008,0.015414258188824663,0.2,0.0019191919191919192
gaussian,100,60,0.6,93,OLS,0.11806797853309481,0.132,0.12464589235127478,0.0,0.05646464646464647
gaussian,100,60,0.6,93,LASSO,0.25,0.006,0.01171875,0.0,0.0012121212121212121
gaussian,100,60,0.6,94,OLS,0.11498973305954825,0.112,0.11347517730496454,0.0,0.04919191919191919
gaussian,100,60,0.6,94,LASSO,0.2727272727272727,0.006,0.011741682974559686,0.0,0.0011111111111111111
gaussian,100,60,0.6,95,OLS,0.10337972166998012,0.104,0.1036889332003988,0.2,0.05080808080808081
gaussian,100,60,0.6,95,LASSO,0.1875,0.006,0.011627906976744186,0.0,0.0016161616161616162
gaussian,100,60,0.6,96,OLS,0.10836501901140684,0.114,0.1111111111111111,0.4,0.05313131313131313
gaussian,100,60,0.6,96,LASSO,0.2777777777777778,0.01,0.019305019305019305,0.0,0.0018181818181818182
gaussian,100,60,0.6,97,OLS,0.12355212355212356,0.128,0.12573673870333987,0.0,0.05232323232323232
gaussian,100,60,0.6,97,LASSO,0.4,0.012,0.02330097087378641,0.0,0.0015151515151515152
gaussian,100,60,0.6,98,OLS,0.12156862745098039,0.124,0.12277227722772277,0.2,0.051515151515151514
gaussian,100,60,0.6,98,LASSO,0.21052631578947367,0.008,0.015414258188824663,0.2,0.0019191919191919192
gaussian,100,60,0.6,99,OLS,0.09844559585492228,0.114,0.1056533827618165,0.0,0.05848484848484849
gaussian,100,60,0.6,99,LASSO,0.1,0.002,0.00392156862745098,0.0,0.00101010101010101
gaussian,100,120,1.2,0,OLS,0.14747474747474748,0.146,0.14673366834170853,0.0,0.05
gaussian,100,120,1.2,0,LASSO,0.23076923076923078,0.006,0.011695906432748537,0.0,0.0013131313131313131
gaussian,100,120,1.2,1,OLS,0.1813186813186813,0.198,0.18929254302103252,0.0,0.05515151515151515
gaussian,100,120,1.2,1,LASSO,0.35714285714285715,0.01,0.019455252918287938,0.0,0.0014141414141414141
gaussian,100,120,1.2,2,OLS,0.1834862385321101,0.2,0.19138755980861244,0.0,0.05505050505050505
gaussian,100,120,1.2,2,LASSO,0.5,0.014,0.027237354085603113,0.0,0.0014141414141414141
gaussian,100,120,1.2,3,OLS,0.17750439367311072,0.202,0.18896164639850327,0.0,0.05747474747474748
gaussian,100,120,1.2,3,LASSO,0.46153846153846156,0.012,0.023391812865497075,0.0,0.0013131313131313131
gaussian,100,120,1.2,4,OLS,0.17391304347826086,0.192,0.18250950570342206,0.0,0.055757575757575756
gaussian,100,120,1.2,4,LASSO,0.5454545454545454,0.024,0.04597701149425287,0.0,0.0022222222222222222
gaussian,100,120,1.2,5,OLS,0.1710758377425044,0.194,0.18181818181818182,0.0,0.057272727272727274
gaussian,100,120,1.2,5,LASSO,0.5,0.008,0.015748031496062992,0.0,0.0008080808080808081
gaussian,100,120,1.2,6,OLS,0.1675485008818342,0.19,0.1780693533270853,0.2,0.057272727272727274
gaussian,100,120,1.2,6,LASSO,0.5384615384615384,0.014,0.02729044834307992,0.2,0.0013131313131313131
gaussian,100,120,1.2,7,OLS,0.1906474820143885,0.212,0.20075757575757575,0.0,0.05616161616161616
gaussian,100,120,1.2,7,LASSO,0.7,0.014,0.027450980392156862,0.0,0.00101010101010101
gaussian,100,120,1.2,8,OLS,0.16958041958041958,0.194,0.18097014925373134,0.0,0.057777777777777775
gaussian,100,120,1.2,8,LASSO,0.6428571428571429,0.018,0.03501945525291829,0.2,0.0014141414141414141
gaussian,100,120,1.2,9,OLS,0.20036764705882354,0.218,0.20881226053639848,0.2,0.05494949494949495
gaussian,100,120,1.2,9,LASSO,0.6666666666666666,0.016,0.03125,0.0,0.0012121212121212121
gaussian,100,120,1.2,10,OLS,0.17889087656529518,0.2,0.18885741265344666,0.0,0.05646464646464647
gaussian,100,120,1.2,10,LASSO,0.5454545454545454,0.012,0.023483365949119372,0.4,0.0011111111111111111
gaussian,100,120,1.2,11,OLS,0.19144981412639406,0.206,0.19845857418111754,0.0,0.054343434343434346
gaussian,100,120,1.2,11,LASSO,0.5384615384615384,0.014,0.02729044834307992,0.2,0.0013131313131313131
gaussian,100,120,1.2,12,OLS,0.1645101663585952,0.178,0.17098943323727187,0.0,0.054646464646464644
gaussian,100,120,1.2,12,LASSO,0.5,0.014,0.027237354085603113,0.0,0.0014141414141414141
gaussian,100,120,1.2,13,OLS,0.18771929824561404,0.214,0.2,0.2,0.05757575757575758
gaussian,100,120,1.2,13,LASSO,0.45454545454545453,0.01,0.019569471624266144,0.0,0.0011111111111111111
gaussian,100,120,1.2,14,OLS,0.20315581854043394,0.206,0.20456802383316783,0.2,0.05121212121212121
gaussian,100,120,1.2,14,LASSO,0.3333333333333333,0.012,0.023166023166023165,0.0,0.0018181818181818182
gaussian,100,120,1.2,15,OLS,0.17184643510054845,0.188,0.17956064947468958,0.2,0.055252525252525254
gaussian,100,120,1.2,15,LASSO,0.47058823529411764,0.016,0.030947775628626693,0.0,0.0017171717171717172
gaussian,100,120,1.2,16,OLS,0.16998191681735986,0.188,0.1785375118708452,0.0,0.05585858585858586
gaussian,100,120,1.2,16,LASSO,0.4,0.008,0.01568627450980392,0.0,0.00101010101010101
gaussian,100,120,1.2,17,OLS,0.17615658362989323,0.198,0.1864406779661017,0.2,0.056767676767676765
gaussian,100,120,1.2,17,LASSO,0.4117647058823529,0.014,0.027079303675048357,0.0,0.0017171717171717172
gaussian,100,120,1.2,18,OLS,0.19056261343012704,0.21,0.19980970504281637,0.2,0.055656565656565654
gaussian,100,120,1.2,18,LASSO,0.5882352941176471,0.02,0.03868471953578337,0.0,0.0017171717171717172
gaussian,100,120,1.2,19,OLS,0.17823639774859287,0.19,0.18393030009680542,0.6,0.05383838383838384
gaussian,100,120,1.2,19,LASSO,0.45454545454545453,0.01,0.019569471624266144,0.0,0.0011111111111111111
gaussian,100,120,1.2,20,OLS,0.17297297297297298,0.192,0.1819905213270142,0.0,0.05606060606060606
gaussian,100,120,1.2,20,LASSO,0.23529411764705882,0.008,0.015473887814313346,0.0,0.0017171717171717172
gaussian,100,120,1.2,21,OLS,0.19659735349716445,0.208,0.2021379980563654,0.0,0.05343434343434343
gaussian,100,120,1.2,21,LASSO,0.75,0.03,0.057692307692307696,0.2,0.00202020202020202
gaussian,100,120,1.2,22,OLS,0.16730038022813687,0.176,0.17153996101364521,0.0,0.05313131313131313
gaussian,100,120,1.2,22,LASSO,0.4444444444444444,0.008,0.015717092337917484,0.0,0.0009090909090909091
gaussian,100,120,1.2,23,OLS,0.14664310954063603,0.166,0.15572232645403378,0.0,0.05717171717171717
gaussian,100,120,1.2,23,LASSO,0.25,0.008,0.015503875968992248,0.2,0.0016161616161616162
gaussian,100,120,1.2,24,OLS,0.16230366492146597,0.186,0.1733457595526561,0.2,0.05787878787878788
gaussian,100,120,1.2,24,LASSO,0.5333333333333333,0.016,0.031067961165048542,0.0,0.0015151515151515152
gaussian,100,120,1.2,25,OLS,0.20701754385964913,0.236,0.2205607476635514,0.2,0.05757575757575758
gaussian,100,120,1.2,25,LASSO,0.4375,0.014,0.027131782945736434,0.0,0.0016161616161616162
