dgp,N,T,T_N,trial,method,precision,recall,f1,hub_recovery,net_density
garch,50,250,5.0,68,LASSO,0.7567567567567568,0.224,0.345679012345679,0.4,0.015102040816326531
garch,50,250,5.0,69,OLS,0.14588235294117646,0.496,0.22545454545454546,0.4,0.17346938775510204
garch,50,250,5.0,69,LASSO,0.6756756756756757,0.2,0.30864197530864196,0.0,0.015102040816326531
garch,50,250,5.0,70,OLS,0.17473118279569894,0.52,0.26156941649899396,0.2,0.15183673469387754
garch,50,250,5.0,70,LASSO,0.8,0.256,0.3878787878787879,0.0,0.0163265306122449
garch,50,250,5.0,71,OLS,0.1794871794871795,0.392,0.24623115577889448,0.2,0.11142857142857143
garch,50,250,5.0,71,LASSO,0.7096774193548387,0.176,0.28205128205128205,0.0,0.012653061224489797
garch,50,250,5.0,72,OLS,0.13274336283185842,0.48,0.20797227036395147,0.2,0.18448979591836734
garch,50,250,5.0,72,LASSO,0.75,0.192,0.3057324840764331,0.0,0.013061224489795919
garch,50,250,5.0,73,OLS,0.1523545706371191,0.44,0.22633744855967078,0.2,0.1473469387755102
garch,50,250,5.0,73,LASSO,0.813953488372093,0.28,0.4166666666666667,0.4,0.017551020408163264
garch,50,250,5.0,74,OLS,0.15656565656565657,0.496,0.2380038387715931,0.2,0.16163265306122448
garch,50,250,5.0,74,LASSO,0.76,0.304,0.4342857142857143,0.2,0.02040816326530612
garch,50,250,5.0,75,OLS,0.13024282560706402,0.472,0.2041522491349481,0.0,0.18489795918367347
garch,50,250,5.0,75,LASSO,0.8043478260869565,0.296,0.4327485380116959,0.4,0.018775510204081632
garch,50,250,5.0,76,OLS,0.16752577319587628,0.52,0.253411306042885,0.2,0.15836734693877552
garch,50,250,5.0,76,LASSO,0.6571428571428571,0.184,0.2875,0.0,0.014285714285714285
garch,50,250,5.0,77,OLS,0.16353887399463807,0.488,0.24497991967871485,0.0,0.15224489795918367
garch,50,250,5.0,77,LASSO,0.7666666666666667,0.184,0.2967741935483871,0.2,0.012244897959183673
garch,50,250,5.0,78,OLS,0.17174515235457063,0.496,0.2551440329218107,0.4,0.1473469387755102
garch,50,250,5.0,78,LASSO,0.7575757575757576,0.2,0.31645569620253167,0.2,0.013469387755102041
garch,50,250,5.0,79,OLS,0.17964071856287425,0.48,0.26143790849673204,0.2,0.1363265306122449
garch,50,250,5.0,79,LASSO,0.8666666666666667,0.208,0.33548387096774196,0.4,0.012244897959183673
garch,50,250,5.0,80,OLS,0.17088607594936708,0.432,0.24489795918367346,0.2,0.12897959183673469
garch,50,250,5.0,80,LASSO,0.7142857142857143,0.2,0.3125,0.2,0.014285714285714285
garch,50,250,5.0,81,OLS,0.1724137931034483,0.48,0.2536997885835095,0.2,0.14204081632653062
garch,50,250,5.0,81,LASSO,0.7575757575757576,0.2,0.31645569620253167,0.4,0.013469387755102041
garch,50,250,5.0,82,OLS,0.19420289855072465,0.536,0.2851063829787234,0.0,0.14081632653061224
garch,50,250,5.0,82,LASSO,0.8,0.288,0.4235294117647059,0.2,0.018367346938775512
garch,50,250,5.0,83,OLS,0.1463963963963964,0.52,0.22847100175746923,0.4,0.18122448979591838
garch,50,250,5.0,83,LASSO,0.7884615384615384,0.328,0.4632768361581921,0.2,0.02122448979591837
garch,50,250,5.0,84,OLS,0.1834319526627219,0.496,0.2678185745140389,0.2,0.13795918367346938
garch,50,250,5.0,84,LASSO,0.8148148148148148,0.176,0.2894736842105263,0.0,0.011020408163265306
garch,50,250,5.0,85,OLS,0.20520231213872833,0.568,0.30148619957537154,0.0,0.14122448979591837
garch,50,250,5.0,85,LASSO,0.71875,0.184,0.2929936305732484,0.4,0.013061224489795919
garch,50,250,5.0,86,OLS,0.16138328530259366,0.448,0.23728813559322035,0.4,0.1416326530612245
garch,50,250,5.0,86,LASSO,0.8863636363636364,0.312,0.46153846153846156,0.2,0.017959183673469388
garch,50,250,5.0,87,OLS,0.20833333333333334,0.52,0.2974828375286041,0.4,0.1273469387755102
garch,50,250,5.0,87,LASSO,0.8157894736842105,0.248,0.3803680981595092,0.2,0.015510204081632653
garch,50,250,5.0,88,OLS,0.13761467889908258,0.48,0.21390374331550802,0.0,0.17795918367346938
garch,50,250,5.0,88,LASSO,0.7714285714285715,0.216,0.3375,0.0,0.014285714285714285
garch,50,250,5.0,89,OLS,0.12650602409638553,0.504,0.20224719101123595,0.0,0.20326530612244897
garch,50,250,5.0,89,LASSO,0.8780487804878049,0.288,0.43373493975903615,0.2,0.01673469387755102
garch,50,250,5.0,90,OLS,0.16332378223495703,0.456,0.24050632911392406,0.0,0.14244897959183672
garch,50,250,5.0,90,LASSO,0.8292682926829268,0.272,0.40963855421686746,0.4,0.01673469387755102
garch,50,250,5.0,91,OLS,0.1488673139158576,0.368,0.2119815668202765,0.2,0.12612244897959185
garch,50,250,5.0,91,LASSO,0.7931034482758621,0.184,0.2987012987012987,0.0,0.01183673469387755
garch,50,250,5.0,92,OLS,0.16467780429594273,0.552,0.2536764705882353,0.0,0.1710204081632653
garch,50,250,5.0,92,LASSO,0.75,0.336,0.46408839779005523,0.2,0.022857142857142857
garch,50,250,5.0,93,OLS,0.16138328530259366,0.448,0.23728813559322035,0.0,0.1416326530612245
garch,50,250,5.0,93,LASSO,0.7708333333333334,0.296,0.4277456647398844,0.0,0.019591836734693877
garch,50,250,5.0,94,OLS,0.21505376344086022,0.48,0.297029702970297,0.2,0.11387755102040817
garch,50,250,5.0,94,LASSO,0.8048780487804879,0.264,0.39759036144578314,0.2,0.01673469387755102
garch,50,250,5.0,95,OLS,0.1630170316301703,0.536,0.25,0.4,0.16775510204081634
garch,50,250,5.0,95,LASSO,0.725,0.232,0.3515151515151515,0.2,0.0163265306122449
garch,50,250,5.0,96,OLS,0.16666666666666666,0.44,0.24175824175824176,0.2,0.1346938775510204
garch,50,250,5.0,96,LASSO,0.7368421052631579,0.224,0.34355828220858897,0.2,0.015510204081632653
garch,50,250,5.0,97,OLS,0.1721311475409836,0.504,0.25661914460285135,0.2,0.1493877551020408
garch,50,250,5.0,97,LASSO,0.8085106382978723,0.304,0.4418604651162791,0.4,0.019183673469387756
garch,50,250,5.0,98,OLS,0.15451895043731778,0.424,0.2264957264957265,0.2,0.14
garch,50,250,5.0,98,LASSO,0.7647058823529411,0.208,0.3270440251572327,0.2,0.013877551020408163
garch,50,250,5.0,99,OLS,0.15176151761517614,0.448,0.22672064777327935,0.0,0.15061224489795919
garch,50,250,5.0,99,LASSO,0.7714285714285715,0.216,0.3375,0.6,0.014285714285714285
garch,50,500,10.0,0,OLS,0.13424124513618677,0.552,0.215962441314554,0.2,0.20979591836734693
garch,50,500,10.0,0,LASSO,0.8695652173913043,0.48,0.6185567010309279,0.4,0.02816326530612245
garch,50,500,10.0,1,OLS,0.12678571428571428,0.568,0.2072992700729927,0.2,0.22857142857142856
garch,50,500,10.0,1,LASSO,0.7671232876712328,0.448,0.5656565656565656,0.8,0.02979591836734694
garch,50,500,10.0,2,OLS,0.12857142857142856,0.576,0.21021897810218979,0.0,0.22857142857142856
garch,50,500,10.0,2,LASSO,0.8333333333333334,0.32,0.4624277456647399,0.4,0.019591836734693877
garch,50,500,10.0,3,OLS,0.14336917562724014,0.64,0.2342606149341142,0.4,0.22775510204081634
garch,50,500,10.0,3,LASSO,0.8305084745762712,0.392,0.532608695652174,0.2,0.024081632653061225
garch,50,500,10.0,4,OLS,0.12570356472795496,0.536,0.20364741641337386,0.2,0.21755102040816326
garch,50,500,10.0,4,LASSO,0.8166666666666667,0.392,0.5297297297297298,0.4,0.024489795918367346
garch,50,500,10.0,5,OLS,0.1266891891891892,0.6,0.20920502092050208,0.0,0.2416326530612245
garch,50,500,10.0,5,LASSO,0.8035714285714286,0.36,0.4972375690607735,0.2,0.022857142857142857
garch,50,500,10.0,6,OLS,0.1070528967254408,0.68,0.18498367791077258,0.2,0.3240816326530612
garch,50,500,10.0,6,LASSO,0.8452380952380952,0.568,0.6794258373205742,0.4,0.03428571428571429
garch,50,500,10.0,7,OLS,0.13240418118466898,0.608,0.21745350500715308,0.4,0.2342857142857143
garch,50,500,10.0,7,LASSO,0.859375,0.44,0.582010582010582,0.6,0.026122448979591838
garch,50,500,10.0,8,OLS,0.1528046421663443,0.632,0.24610591900311526,0.4,0.2110204081632653
garch,50,500,10.0,8,LASSO,0.8032786885245902,0.392,0.5268817204301075,0.6,0.02489795918367347
garch,50,500,10.0,9,OLS,0.13851992409867173,0.584,0.22392638036809817,0.2,0.21510204081632653
garch,50,500,10.0,9,LASSO,0.819672131147541,0.4,0.5376344086021505,0.2,0.02489795918367347
garch,50,500,10.0,10,OLS,0.1190893169877408,0.544,0.19540229885057472,0.2,0.2330612244897959
garch,50,500,10.0,10,LASSO,0.7164179104477612,0.384,0.5,0.4,0.027346938775510202
garch,50,500,10.0,11,OLS,0.15454545454545454,0.544,0.2407079646017699,0.4,0.17959183673469387
garch,50,500,10.0,11,LASSO,0.7966101694915254,0.376,0.5108695652173914,0.2,0.024081632653061225
garch,50,500,10.0,12,OLS,0.13287904599659284,0.624,0.21910112359550563,0.0,0.23959183673469386
garch,50,500,10.0,12,LASSO,0.7741935483870968,0.384,0.5133689839572193,0.4,0.025306122448979593
garch,50,500,10.0,13,OLS,0.10182370820668693,0.536,0.17113665389527458,0.4,0.26857142857142857
garch,50,500,10.0,13,LASSO,0.7121212121212122,0.376,0.49214659685863876,0.4,0.026938775510204082
garch,50,500,10.0,14,OLS,0.1267387944358578,0.656,0.21243523316062177,0.2,0.2640816326530612
garch,50,500,10.0,14,LASSO,0.7978723404255319,0.6,0.684931506849315,0.4,0.03836734693877551
garch,50,500,10.0,15,OLS,0.14516129032258066,0.576,0.2318840579710145,0.4,0.20244897959183675
garch,50,500,10.0,15,LASSO,0.803030303030303,0.424,0.5549738219895288,0.4,0.026938775510204082
garch,50,500,10.0,16,OLS,0.11485451761102604,0.6,0.1928020565552699,0.4,0.26653061224489794
garch,50,500,10.0,16,LASSO,0.7936507936507936,0.4,0.5319148936170213,0.6,0.025714285714285714
garch,50,500,10.0,17,OLS,0.1358695652173913,0.6,0.22156573116691286,0.2,0.2253061224489796
garch,50,500,10.0,17,LASSO,0.8245614035087719,0.376,0.5164835164835165,0.2,0.02326530612244898
garch,50,500,10.0,18,OLS,0.11428571428571428,0.608,0.19240506329113924,0.2,0.2714285714285714
garch,50,500,10.0,18,LASSO,0.6923076923076923,0.432,0.5320197044334976,0.2,0.03183673469387755
garch,50,500,10.0,19,OLS,0.14181818181818182,0.624,0.2311111111111111,0.4,0.22448979591836735
garch,50,500,10.0,19,LASSO,0.8333333333333334,0.36,0.5027932960893855,0.2,0.022040816326530613
garch,50,500,10.0,20,OLS,0.16587677725118483,0.56,0.25594149908592323,0.0,0.17224489795918368
garch,50,500,10.0,20,LASSO,0.875,0.392,0.5414364640883977,0.0,0.022857142857142857
garch,50,500,10.0,21,OLS,0.12859560067681894,0.608,0.2122905027932961,0.0,0.24122448979591837
garch,50,500,10.0,21,LASSO,0.8169014084507042,0.464,0.5918367346938775,0.6,0.028979591836734694
garch,50,500,10.0,22,OLS,0.10487444608567208,0.568,0.1770573566084788,0.0,0.2763265306122449
garch,50,500,10.0,22,LASSO,0.8245614035087719,0.376,0.5164835164835165,0.4,0.02326530612244898
garch,50,500,10.0,23,OLS,0.1232876712328767,0.504,0.19811320754716982,0.4,0.20857142857142857
garch,50,500,10.0,23,LASSO,0.7407407407407407,0.32,0.44692737430167595,0.2,0.022040816326530613
garch,50,500,10.0,24,OLS,0.13120567375886524,0.592,0.21480406386066764,0.2,0.23020408163265307
garch,50,500,10.0,24,LASSO,0.8032786885245902,0.392,0.5268817204301075,0.2,0.02489795918367347
garch,50,500,10.0,25,OLS,0.12232415902140673,0.64,0.20539152759948653,0.2,0.26693877551020406
garch,50,500,10.0,25,LASSO,0.8194444444444444,0.472,0.5989847715736041,0.4,0.029387755102040815
garch,50,500,10.0,26,OLS,0.10432569974554708,0.656,0.1800219538968167,0.0,0.32081632653061226
garch,50,500,10.0,26,LASSO,0.6236559139784946,0.464,0.5321100917431193,0.4,0.037959183673469385
garch,50,500,10.0,27,OLS,0.10330578512396695,0.6,0.1762632197414806,0.2,0.2963265306122449
garch,50,500,10.0,27,LASSO,0.7352941176470589,0.4,0.5181347150259067,0.4,0.027755102040816326
garch,50,500,10.0,28,OLS,0.150093808630394,0.64,0.24316109422492402,0.2,0.21755102040816326
garch,50,500,10.0,28,LASSO,0.8955223880597015,0.48,0.625,0.2,0.027346938775510202
garch,50,500,10.0,29,OLS,0.16,0.576,0.25043478260869567,0.2,0.1836734693877551
garch,50,500,10.0,29,LASSO,0.8793103448275862,0.408,0.5573770491803278,0.2,0.0236734693877551
garch,50,500,10.0,30,OLS,0.11731843575418995,0.672,0.19976218787158145,0.2,0.2922448979591837
garch,50,500,10.0,30,LASSO,0.7941176470588235,0.432,0.5595854922279793,0.2,0.027755102040816326
garch,50,500,10.0,31,OLS,0.15510204081632653,0.608,0.24715447154471545,0.2,0.2
garch,50,500,10.0,31,LASSO,0.7758620689655172,0.36,0.4918032786885246,0.4,0.0236734693877551
garch,50,500,10.0,32,OLS,0.12074303405572756,0.624,0.20233463035019456,0.2,0.2636734693877551
garch,50,500,10.0,32,LASSO,0.5233644859813084,0.448,0.4827586206896552,0.2,0.043673469387755105
garch,50,500,10.0,33,OLS,0.14917127071823205,0.648,0.24251497005988024,0.0,0.22163265306122448
garch,50,500,10.0,33,LASSO,0.8055555555555556,0.464,0.5888324873096447,0.2,0.029387755102040815
garch,50,500,10.0,34,OLS,0.1357142857142857,0.608,0.22189781021897811,0.2,0.22857142857142856
garch,50,500,10.0,34,LASSO,0.7272727272727273,0.384,0.5026178010471204,0.4,0.026938775510204082
garch,50,500,10.0,35,OLS,0.1463917525773196,0.568,0.23278688524590163,0.2,0.19795918367346937
garch,50,500,10.0,35,LASSO,0.8076923076923077,0.336,0.4745762711864407,0.0,0.02122448979591837
garch,50,500,10.0,36,OLS,0.1347517730496454,0.608,0.22060957910014514,0.0,0.23020408163265307
garch,50,500,10.0,36,LASSO,0.7692307692307693,0.4,0.5263157894736842,0.0,0.026530612244897958
garch,50,500,10.0,37,OLS,0.12792792792792793,0.568,0.2088235294117647,0.0,0.22653061224489796
garch,50,500,10.0,37,LASSO,0.782608695652174,0.432,0.5567010309278351,0.6,0.02816326530612245
garch,50,500,10.0,38,OLS,0.13785557986870897,0.504,0.21649484536082475,0.0,0.18653061224489795
garch,50,500,10.0,38,LASSO,0.8775510204081632,0.344,0.4942528735632184,0.2,0.02
garch,50,500,10.0,39,OLS,0.13572854291417166,0.544,0.21725239616613418,0.2,0.20448979591836736
garch,50,500,10.0,39,LASSO,0.8125,0.312,0.4508670520231214,0.2,0.019591836734693877
garch,50,500,10.0,40,OLS,0.12071535022354694,0.648,0.20351758793969849,0.2,0.27387755102040817
garch,50,500,10.0,40,LASSO,0.7837837837837838,0.464,0.5829145728643216,0.4,0.030204081632653063
garch,50,500,10.0,41,OLS,0.12420382165605096,0.624,0.20717131474103587,0.0,0.2563265306122449
garch,50,500,10.0,41,LASSO,0.684931506849315,0.4,0.5050505050505051,0.2,0.02979591836734694
garch,50,500,10.0,42,OLS,0.16400911161731208,0.576,0.2553191489361702,0.2,0.17918367346938777
garch,50,500,10.0,42,LASSO,0.8035714285714286,0.36,0.4972375690607735,0.4,0.022857142857142857
garch,50,500,10.0,43,OLS,0.1478405315614618,0.712,0.24484181568088034,0.0,0.24571428571428572
garch,50,500,10.0,43,LASSO,0.7662337662337663,0.472,0.5841584158415841,0.2,0.03142857142857143
garch,50,500,10.0,44,OLS,0.10087719298245613,0.552,0.17058096415327564,0.4,0.27918367346938777
garch,50,500,10.0,44,LASSO,0.7611940298507462,0.408,0.53125,0.4,0.027346938775510202
garch,50,500,10.0,45,OLS,0.0962566844919786,0.576,0.16494845360824742,0.2,0.3053061224489796
garch,50,500,10.0,45,LASSO,0.6410256410256411,0.4,0.49261083743842365,0.4,0.03183673469387755
garch,50,500,10.0,46,OLS,0.12283737024221453,0.568,0.2019914651493599,0.2,0.23591836734693877
garch,50,500,10.0,46,LASSO,0.7580645161290323,0.376,0.5026737967914439,0.4,0.025306122448979593
garch,50,500,10.0,47,OLS,0.14038461538461539,0.584,0.22635658914728682,0.2,0.21224489795918366
garch,50,500,10.0,47,LASSO,0.7945205479452054,0.464,0.5858585858585859,0.6,0.02979591836734694
garch,50,500,10.0,48,OLS,0.175704989154013,0.648,0.2764505119453925,0.2,0.18816326530612246
garch,50,500,10.0,48,LASSO,0.7647058823529411,0.312,0.4431818181818182,0.4,0.020816326530612245
garch,50,500,10.0,49,OLS,0.09618104667609619,0.544,0.16346153846153846,0.0,0.2885714285714286
garch,50,500,10.0,49,LASSO,0.7794117647058824,0.424,0.5492227979274611,0.6,0.027755102040816326
garch,50,500,10.0,50,OLS,0.11424541607898449,0.648,0.19424460431654678,0.2,0.2893877551020408
garch,50,500,10.0,50,LASSO,0.6813186813186813,0.496,0.5740740740740741,0.4,0.037142857142857144
garch,50,500,10.0,51,OLS,0.1254416961130742,0.568,0.20549927641099855,0.2,0.2310204081632653
garch,50,500,10.0,51,LASSO,0.8,0.288,0.4235294117647059,0.4,0.018367346938775512
garch,50,500,10.0,52,OLS,0.18309859154929578,0.624,0.2831215970961887,0.2,0.17387755102040817
garch,50,500,10.0,52,LASSO,0.7936507936507936,0.4,0.5319148936170213,0.6,0.025714285714285714
garch,50,500,10.0,53,OLS,0.1531322505800464,0.528,0.23741007194244604,0.2,0.17591836734693878
garch,50,500,10.0,53,LASSO,0.851063829787234,0.32,0.46511627906976744,0.0,0.019183673469387756
garch,50,500,10.0,54,OLS,0.09454061251664447,0.568,0.16210045662100456,0.0,0.30653061224489797
garch,50,500,10.0,54,LASSO,0.7301587301587301,0.368,0.48936170212765956,0.4,0.025714285714285714
garch,50,500,10.0,55,OLS,0.13728813559322034,0.648,0.22657342657342658,0.0,0.24081632653061225
garch,50,500,10.0,55,LASSO,0.75,0.384,0.5079365079365079,0.2,0.026122448979591838
garch,50,500,10.0,56,OLS,0.12206572769953052,0.624,0.20418848167539266,0.4,0.26081632653061226
garch,50,500,10.0,56,LASSO,0.8082191780821918,0.472,0.5959595959595959,0.4,0.02979591836734694
garch,50,500,10.0,57,OLS,0.16822429906542055,0.576,0.2603978300180832,0.2,0.17469387755102042
garch,50,500,10.0,57,LASSO,0.8333333333333334,0.24,0.37267080745341613,0.4,0.014693877551020407
garch,50,500,10.0,58,OLS,0.1422924901185771,0.576,0.22820919175911253,0.2,0.20653061224489797
garch,50,500,10.0,58,LASSO,0.8367346938775511,0.328,0.47126436781609193,0.2,0.02
garch,50,500,10.0,59,OLS,0.13214285714285715,0.592,0.21605839416058395,0.2,0.22857142857142856
garch,50,500,10.0,59,LASSO,0.8148148148148148,0.352,0.49162011173184356,0.2,0.022040816326530613
garch,50,500,10.0,60,OLS,0.146,0.584,0.2336,0.4,0.20408163265306123
garch,50,500,10.0,60,LASSO,0.8125,0.312,0.4508670520231214,0.2,0.019591836734693877
garch,50,500,10.0,61,OLS,0.14201183431952663,0.576,0.22784810126582278,0.2,0.2069387755102041
garch,50,500,10.0,61,LASSO,0.8095238095238095,0.408,0.5425531914893617,0.6,0.025714285714285714
garch,50,500,10.0,62,OLS,0.1493624772313297,0.656,0.2433234421364985,0.0,0.22408163265306122
garch,50,500,10.0,62,LASSO,0.873015873015873,0.44,0.5851063829787234,0.6,0.025714285714285714
garch,50,500,10.0,63,OLS,0.14056939501779359,0.632,0.22998544395924309,0.2,0.22938775510204082
garch,50,500,10.0,63,LASSO,0.8484848484848485,0.448,0.5863874345549738,0.6,0.026938775510204082
garch,50,500,10.0,64,OLS,0.12310606060606061,0.52,0.1990811638591118,0.4,0.21551020408163266
garch,50,500,10.0,64,LASSO,0.7704918032786885,0.376,0.5053763440860215,0.2,0.02489795918367347
garch,50,500,10.0,65,OLS,0.09399075500770417,0.488,0.15762273901808785,0.0,0.2648979591836735
garch,50,500,10.0,65,LASSO,0.7714285714285715,0.432,0.5538461538461539,0.6,0.02857142857142857
garch,50,500,10.0,66,OLS,0.11442006269592477,0.584,0.1913499344692005,0.0,0.26040816326530614
garch,50,500,10.0,66,LASSO,0.5670103092783505,0.44,0.4954954954954955,0.0,0.03959183673469388
garch,50,500,10.0,67,OLS,0.12037037037037036,0.624,0.2018111254851229,0.0,0.26448979591836735
garch,50,500,10.0,67,LASSO,0.75,0.312,0.4406779661016949,0.2,0.02122448979591837
garch,50,500,10.0,68,OLS,0.11251758087201125,0.64,0.19138755980861244,0.4,0.29020408163265304
garch,50,500,10.0,68,LASSO,0.7727272727272727,0.544,0.6384976525821596,0.2,0.035918367346938776
garch,50,500,10.0,69,OLS,0.10334788937409024,0.568,0.1748768472906404,0.2,0.2804081632653061
garch,50,500,10.0,69,LASSO,0.6949152542372882,0.328,0.44565217391304346,0.2,0.024081632653061225
garch,50,500,10.0,70,OLS,0.12943262411347517,0.584,0.21190130624092887,0.0,0.23020408163265307
garch,50,500,10.0,70,LASSO,0.6923076923076923,0.288,0.4067796610169492,0.0,0.02122448979591837
garch,50,500,10.0,71,OLS,0.16891891891891891,0.6,0.26362038664323373,0.2,0.18122448979591838
garch,50,500,10.0,71,LASSO,0.8360655737704918,0.408,0.5483870967741935,0.2,0.02489795918367347
garch,50,500,10.0,72,OLS,0.142578125,0.584,0.22919937205651492,0.2,0.2089795918367347
garch,50,500,10.0,72,LASSO,0.8166666666666667,0.392,0.5297297297297298,0.0,0.024489795918367346
garch,50,500,10.0,73,OLS,0.08913308913308914,0.584,0.15466101694915255,0.2,0.3342857142857143
garch,50,500,10.0,73,LASSO,0.56,0.448,0.49777777777777776,0.0,0.04081632653061224
garch,50,500,10.0,74,OLS,0.11826347305389222,0.632,0.19924337957124844,0.2,0.2726530612244898
garch,50,500,10.0,74,LASSO,0.8833333333333333,0.424,0.572972972972973,0.4,0.024489795918367346
garch,50,500,10.0,75,OLS,0.12439418416801293,0.616,0.20698924731182797,0.2,0.25265306122448977
garch,50,500,10.0,75,LASSO,0.620253164556962,0.392,0.4803921568627451,0.0,0.03224489795918367
garch,50,500,10.0,76,OLS,0.12106918238993711,0.616,0.202365308804205,0.2,0.2595918367346939
garch,50,500,10.0,76,LASSO,0.7121212121212122,0.376,0.49214659685863876,0.2,0.026938775510204082
garch,50,500,10.0,77,OLS,0.12307692307692308,0.512,0.19844961240310077,0.4,0.21224489795918366
garch,50,500,10.0,77,LASSO,0.7413793103448276,0.344,0.46994535519125685,0.4,0.0236734693877551
garch,50,500,10.0,78,OLS,0.11790393013100436,0.648,0.19950738916256158,0.2,0.2804081632653061
garch,50,500,10.0,78,LASSO,0.7014925373134329,0.376,0.4895833333333333,0.4,0.027346938775510202
garch,50,500,10.0,79,OLS,0.10773480662983426,0.624,0.18374558303886926,0.2,0.29551020408163264
garch,50,500,10.0,79,LASSO,0.8333333333333334,0.4,0.5405405405405406,0.2,0.024489795918367346
garch,50,500,10.0,80,OLS,0.12231404958677686,0.592,0.20273972602739726,0.2,0.24693877551020407
garch,50,500,10.0,80,LASSO,0.7435897435897436,0.464,0.5714285714285714,0.2,0.03183673469387755
garch,50,500,10.0,81,OLS,0.12206572769953052,0.624,0.20418848167539266,0.4,0.26081632653061226
garch,50,500,10.0,81,LASSO,0.7931034482758621,0.368,0.5027322404371585,0.2,0.0236734693877551
garch,50,500,10.0,82,OLS,0.13930348258706468,0.672,0.23076923076923078,0.2,0.24612244897959185
garch,50,500,10.0,82,LASSO,0.8939393939393939,0.472,0.6178010471204188,0.6,0.026938775510204082
garch,50,500,10.0,83,OLS,0.16052060737527116,0.592,0.2525597269624573,0.0,0.18816326530612246
garch,50,500,10.0,83,LASSO,0.8166666666666667,0.392,0.5297297297297298,0.4,0.024489795918367346
garch,50,500,10.0,84,OLS,0.14498933901918976,0.544,0.22895622895622897,0.2,0.19142857142857142
garch,50,500,10.0,84,LASSO,0.7674418604651163,0.264,0.39285714285714285,0.2,0.017551020408163264
garch,50,500,10.0,85,OLS,0.15187376725838264,0.616,0.24367088607594936,0.0,0.2069387755102041
garch,50,500,10.0,85,LASSO,0.896551724137931,0.416,0.5683060109289617,0.4,0.0236734693877551
garch,50,500,10.0,86,OLS,0.12284069097888675,0.512,0.19814241486068113,0.0,0.2126530612244898
garch,50,500,10.0,86,LASSO,0.7258064516129032,0.36,0.48128342245989303,0.6,0.025306122448979593
garch,50,500,10.0,87,OLS,0.12564543889845095,0.584,0.20679886685552407,0.2,0.23714285714285716
garch,50,500,10.0,87,LASSO,0.7066666666666667,0.424,0.53,0.4,0.030612244897959183
garch,50,500,10.0,88,OLS,0.15856236786469344,0.6,0.2508361204013378,0.4,0.19306122448979593
garch,50,500,10.0,88,LASSO,0.7843137254901961,0.32,0.45454545454545453,0.2,0.020816326530612245
garch,50,500,10.0,89,OLS,0.13654618473895583,0.544,0.21829855537720708,0.2,0.20326530612244897
garch,50,500,10.0,89,LASSO,0.746031746031746,0.376,0.5,0.2,0.025714285714285714
garch,50,500,10.0,90,OLS,0.16831683168316833,0.68,0.2698412698412698,0.2,0.20612244897959184
garch,50,500,10.0,90,LASSO,0.921875,0.472,0.6243386243386243,0.6,0.026122448979591838
garch,50,500,10.0,91,OLS,0.14154411764705882,0.616,0.23019431988041852,0.0,0.2220408163265306
garch,50,500,10.0,91,LASSO,0.8852459016393442,0.432,0.5806451612903226,0.6,0.02489795918367347
garch,50,500,10.0,92,OLS,0.13050314465408805,0.664,0.21813403416557162,0.4,0.2595918367346939
garch,50,500,10.0,92,LASSO,0.8461538461538461,0.44,0.5789473684210527,0.6,0.026530612244897958
garch,50,500,10.0,93,OLS,0.15550755939524838,0.576,0.24489795918367346,0.2,0.18897959183673468
garch,50,500,10.0,93,LASSO,0.8679245283018868,0.368,0.5168539325842697,0.2,0.02163265306122449
garch,50,500,10.0,94,OLS,0.1513859275053305,0.568,0.23905723905723905,0.0,0.19142857142857142
garch,50,500,10.0,94,LASSO,0.6896551724137931,0.32,0.4371584699453552,0.2,0.0236734693877551
garch,50,500,10.0,95,OLS,0.14754098360655737,0.648,0.2403560830860534,0.0,0.22408163265306122
garch,50,500,10.0,95,LASSO,0.8113207547169812,0.344,0.48314606741573035,0.4,0.02163265306122449
garch,50,500,10.0,96,OLS,0.12578616352201258,0.64,0.2102496714848883,0.0,0.2595918367346939
garch,50,500,10.0,96,LASSO,0.85,0.408,0.5513513513513514,0.6,0.024489795918367346
garch,50,500,10.0,97,OLS,0.13229571984435798,0.544,0.21283255086071987,0.2,0.20979591836734693
garch,50,500,10.0,97,LASSO,0.7058823529411765,0.384,0.49740932642487046,0.4,0.027755102040816326
garch,50,500,10.0,98,OLS,0.12179487179487179,0.608,0.20293724966622162,0.6,0.2546938775510204
garch,50,500,10.0,98,LASSO,0.8333333333333334,0.48,0.6091370558375635,0.0,0.029387755102040815
garch,50,500,10.0,99,OLS,0.12121212121212122,0.64,0.20382165605095542,0.2,0.2693877551020408
garch,50,500,10.0,99,LASSO,0.765625,0.392,0.5185185185185185,0.0,0.026122448979591838
garch,100,60,0.6,0,OLS,0.13284132841328414,0.216,0.16450875856816452,0.2,0.08212121212121212
garch,100,60,0.6,0,LASSO,0.55,0.022,0.04230769230769231,0.2,0.00202020202020202
garch,100,60,0.6,1,OLS,0.15176151761517614,0.224,0.18093699515347333,0.0,0.07454545454545454
garch,100,60,0.6,1,LASSO,0.18181818181818182,0.008,0.01532567049808429,0.0,0.0022222222222222222
garch,100,60,0.6,2,OLS,0.12087912087912088,0.198,0.15011372251705837,0.0,0.08272727272727273
garch,100,60,0.6,2,LASSO,0.5714285714285714,0.04,0.07476635514018691,0.2,0.0035353535353535356
