formation_date,pred_start,ticker,nio,te_out,te_in,fwd_ret_5d,net_density,mean_te,n_stocks
2021-04-30,2021-05-03,TWLO,0.0,0.0,0.0,-0.03548025146095472,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,NIO,0.0,0.0,0.0,-0.016194927591955777,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,EWZ,0.0,0.0,0.0,0.014482164509274687,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SPY,0.0,0.0,0.0,0.002439960269110264,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,CCL,0.0,0.0,0.0,-0.008164642012318101,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,MSFT,0.0,0.0,0.0,0.0003969486515200682,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,MRNA,0.0,0.0,0.0,-0.01770921689620264,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,WMT,0.0,0.0,0.0,0.0006294413041188385,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,CMCSA,0.0,0.0,0.0,0.006846363578091474,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SNAP,-0.0017402001830864365,0.0004189485491199172,0.0021591487322063538,-0.023582146065524688,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XLF,0.0,0.0,0.0,0.00813762505013953,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,LQD,0.0,0.0,0.0,0.0009136446542942656,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PTON,0.0003466571630133099,0.0003466571630133099,0.0,-0.02744311597757305,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TSM,0.0,0.0,0.0,-0.00023170240260019792,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,BABA,0.0,0.0,0.0,-0.004580246783297182,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,UNH,0.0,0.0,0.0,0.009527285239550265,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GLD,-0.0003124328583221531,0.0,0.0003124328583221531,0.00687665501812047,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GME,-0.0001779173841584006,0.000881871975243892,0.0010597893594022926,-0.016262191569047225,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,ADBE,0.0,0.0,0.0,-0.0077525574396533296,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AMC,0.0,0.0,0.0,-0.010730807192438952,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,DKNG,0.0009390486733546539,0.0009390486733546539,0.0,-0.029613422442631942,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PYPL,0.0,0.0,0.0,-0.007294192948187362,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PDD,0.0,0.0,0.0,-0.00021523518531296748,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,UBER,0.0005207060483095408,0.0005207060483095408,0.0,-0.028426632908401906,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,QCOM,3.9957179813526126e-05,3.9957179813526126e-05,0.0,-0.0013453068716829276,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TSLA,0.0,0.0,0.0,-0.011548853335600785,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AMAT,0.0,0.0,0.0,0.000587819441760562,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,BA,0.0002833456268775975,0.0002833456268775975,0.0,0.0016037779225601234,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,VIAC,0.0,0.0,0.0,-0.008112077066081014,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,V,0.0004708425746243741,0.0004708425746243741,0.0,-0.0012312831927828948,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,DIS,0.0,0.0,0.0,-0.0009132715265194324,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,VOO,0.0,0.0,0.0,0.0022896461853286532,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,ROKU,0.0005481584631925609,0.0005481584631925609,0.0,-0.01560118836146358,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XOM,-0.00034902960107060247,7.382967058259129e-05,0.00042285927165319374,0.01778860499283912,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SHOP,-0.00046898644728805204,0.0,0.00046898644728805204,-0.012862780190516964,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,MA,0.0,0.0,0.0,-0.0034651222515335923,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AVGO,0.0,0.0,0.0,-0.001703546808468781,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,CSCO,0.0,0.0,0.0,0.010419225542173605,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,NFLX,0.0,0.0,0.0,-0.004137400809396263,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,JNJ,-0.0004983310882027256,0.0,0.0004983310882027256,0.006538470951652409,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,MRK,0.0,0.0,0.0,0.009969440052542567,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,DIA,0.0005357685833758742,0.0005469821407603839,1.1213557384509674e-05,0.005553218915024205,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,EEM,0.0,0.0,0.0,0.00313505564571126,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,VZ,-0.0005207060483095408,0.0,0.0005207060483095408,0.003744017459520399,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,JNK,0.00027407384445099936,0.00027407384445099936,0.0,-0.00034629008621955837,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,CVX,-0.00016361422538595276,0.00042450141762013425,0.000588115643006087,0.013280032992368263,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AMD,0.00021597459148822717,0.00021597459148822717,0.0,-0.006266190150793216,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GM,0.0,0.0,0.0,0.006555592138205113,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,WFC,0.0,0.0,0.0,0.006538681147070191,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,IVV,0.0,0.0,0.0,0.0021544825424391735,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SLV,0.0,0.0,0.0,0.011321822280420512,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GE,-0.00023461863981127983,0.0,0.00023461863981127983,0.0029632925174468694,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AAL,0.0,0.0,0.0,0.0035473224246890477,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,COST,0.0,0.0,0.0,0.006273955805796372,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,EFA,0.0,0.0,0.0,0.0063575523485123854,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,JPM,0.0002594520415777039,0.0002594520415777039,0.0,0.00965039015255984,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PINS,-4.8726987066317666e-05,0.0,4.8726987066317666e-05,-0.021543500819081497,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GOOG,0.0,0.0,0.0,-0.0009491780083710211,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XLV,0.0,0.0,0.0,0.004059858132915007,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SE,0.0,0.0,0.0,-0.00958170933172573,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AAPL,0.0,0.0,0.0,-0.0014158344753123719,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TLRY,0.0,0.0,0.0,-0.013740362003304574,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,BAC,0.0,0.0,0.0,0.008026045976538665,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TWTR,0.00046898644728805204,0.00046898644728805204,0.0,-0.0054825663290339445,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,C,0.0,0.0,0.0,0.010386635706214698,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XLK,0.0,0.0,0.0,-0.0008599184321649966,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PLUG,0.0,0.0,0.0,-0.04202988392523614,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XLE,-0.0009278351159701442,1.1213557384509674e-05,0.0009390486733546539,0.016570591440711803,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XLI,-0.00027407384445099936,0.0,0.00027407384445099936,0.0069120925426884305,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TLT,0.0,0.0,0.0,0.0004015037753236195,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,AMZN,0.0,0.0,0.0,-0.010373769342027894,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,HYG,0.0,0.0,0.0,-0.0002734800559508699,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,T,0.0,0.0,0.0,0.005331428091317214,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,QQQ,0.0,0.0,0.0,-0.002090730390592732,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,MU,0.0,0.0,0.0,-0.0002501692767992392,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,FUTU,0.0,0.0,0.0,-0.026738384802316738,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,ABNB,0.0,0.0,0.0,-0.025505372586294085,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,INTC,-0.0016109338702770077,0.0,0.0016109338702770077,0.0008187047456490237,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PFE,0.0,0.0,0.0,0.004495458142817754,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,XBI,0.0007780108073164189,0.0007780108073164189,0.0,-0.013456056441690678,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,TQQQ,0.0,0.0,0.0,-0.006488540023741951,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SMH,0.0,0.0,0.0,-6.969379824588451e-05,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,JD,0.00038505451016427656,0.00038505451016427656,0.0,-0.004605729337112651,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,BIDU,-0.000973577967969544,0.0,0.000973577967969544,-0.018327991864195446,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SQ,0.0003124328583221531,0.0003124328583221531,0.0,-0.009176324255794533,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,FB,0.0,0.0,0.0,-0.0036059036443242707,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,CRM,0.0010597893594022926,0.0010597893594022926,0.0,-0.011945014935916265,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,HD,0.0,0.0,0.0,0.009782838342174815,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,ARKK,0.0,0.0,0.0,-0.017778160434274694,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,SNOW,0.00024186629479195767,0.00024186629479195767,0.0,-0.021935006478488405,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,ZM,0.0,0.0,0.0,-0.01559212824046725,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,GOOGL,0.0,0.0,0.0,-0.00037866043312555496,0.002712673611111111,0.03846573935707791,96
2021-04-30,2021-05-03,PG,0.00042285927165319374,0.00042285927165319374,0.0,0.0025064907244415346,0.002712673611111111,0.03846573935707791,96
