formation_date,ticker,nio,fwd_ret_5d
2021-10-20,PYPL,-0.0005547056954399095,-0.01873954521164529
2021-10-20,IVV,0.0010961995825268902,0.0014360574023905893
2021-10-20,WFC,-0.000900539137943434,0.00033254376912992265
2021-10-20,VOO,0.0008358591740838478,0.0013945199361182548
2021-10-20,CSCO,0.0015007368065707112,0.0008330207662407219
2021-10-20,VZ,0.0,-0.0030579673614569815
2021-10-20,PLTR,0.0,0.008703084771257964
2021-10-20,LQD,0.0,0.002626177436297139
2021-10-20,NIO,0.0,9.235079313318906e-05
2021-10-20,AFRM,0.0,0.010945198663858458
2021-10-20,HOOD,0.0,-0.03077734432134611
2021-10-20,ROKU,0.0,-0.011405784213942827
2021-10-20,XLI,0.0,-0.0020047062837675435
2021-10-20,AMZN,0.001224633194917402,2.6979409815708343e-05
2021-10-20,AMC,0.0,-0.030887489844877235
2021-10-20,IYR,-0.0030438663512871904,0.0005284606753575005
2021-10-20,CVX,0.0,-0.0017810016134879759
2021-10-20,UPST,0.0,-0.01623294374117601
2021-10-20,TSM,0.001155535429330292,-0.0026331989482045516
2021-10-20,SHOP,0.0,-0.017136395784881908
2021-10-20,CRWD,-0.004862298659595229,-0.0033809384263116414
2021-10-20,BABA,0.0,-0.0076718592143423915
2021-10-20,DIS,0.0,-0.0009154664031680859
2021-10-20,DIA,0.0,0.0001360648921722607
2021-10-20,FXI,-0.0015007368065707112,-0.004857830129544172
2021-10-20,XLV,0.0026836464976056924,0.0008469600751777496
2021-10-20,AMAT,0.0011047769741767068,0.0018704028928103744
2021-10-20,UNH,0.0012607589916249318,0.008132557502124183
2021-10-20,HYG,0.0,-0.0007330443339042869
2021-10-20,XLE,0.0,-0.0023611501956561478
2021-10-27,PYPL,-0.002596949915890879,-0.0031763959918421182
2021-10-27,IVV,0.0008531937258732536,0.004603484770095534
2021-10-27,WFC,-0.0006660840699297017,0.007256396719792657
2021-10-27,VOO,0.0008093894504252565,0.004614595888722839
2021-10-27,CSCO,0.001478319380297497,0.005213978445451217
2021-10-27,VZ,0.0007043463337554557,0.001074259602874128
2021-10-27,PLTR,-0.0012296036382659437,0.008621329946707501
2021-10-27,LQD,0.0002126893954256297,-0.0009687778361804789
2021-10-27,NIO,0.0012296036382659437,0.00967049212918547
2021-10-27,AFRM,0.0,0.009989899838012063
2021-10-27,HOOD,0.0,0.007777138593686228
2021-10-27,ROKU,0.0,-0.019468883812658676
2021-10-27,XLI,0.0009284738310122212,0.003665073087099535
2021-10-27,AMZN,0.0019203610556828908,-0.0007515903958394965
2021-10-27,AMC,0.0,0.031683637199800295
2021-10-27,IYR,-0.003230535865369722,0.0020919025967631065
2021-10-27,CVX,-0.00024044686897309732,0.0016321232703878196
2021-10-27,UPST,0.0,0.005158867858801597
2021-10-27,TSM,0.001036818314330726,0.0004642714738258613
2021-10-27,SHOP,0.0,0.0201359269439662
2021-10-27,CRWD,-0.003913983056540433,-0.004569312399074122
2021-10-27,BABA,0.0,-0.002679338984989976
2021-10-27,DIS,0.0,0.0006304482005622169
2021-10-27,DIA,0.0,0.0034858560812250695
2021-10-27,FXI,-0.0024067932113097184,-0.003223814132020819
2021-10-27,XLV,0.0028032752860169,0.0060364595935376245
2021-10-27,AMAT,0.001214581565911197,0.014919005622932247
