formation_date,ticker,nio,horizon,fwd_ret
2021-04-30,SHOP,-0.000468986447288,5,-0.06431390095258482
2021-04-30,SHOP,-0.000468986447288,21,0.06297192170372157
2021-04-30,MA,0.0,1,-0.007352171637886262
2021-04-30,MA,0.0,5,-0.01732561125766796
2021-04-30,MA,0.0,21,-0.05811144329490214
2021-04-30,AVGO,0.0,1,-0.01578255151249408
2021-04-30,AVGO,0.0,5,-0.008517734042343905
2021-04-30,AVGO,0.0,21,0.030268560749363238
2021-04-30,CSCO,0.0,1,0.007083825265643551
2021-04-30,CSCO,0.0,5,0.05209612771086802
2021-04-30,CSCO,0.0,21,0.038814645280940474
2021-04-30,NFLX,0.0,1,-0.009750875827170158
2021-04-30,NFLX,0.0,5,-0.020687004046981317
2021-04-30,NFLX,0.0,21,-0.026234668568317132
2021-04-30,JNJ,-0.0004983310882027,1,0.014003193710846462
2021-04-30,JNJ,-0.0004983310882027,5,0.03269235475826204
2021-04-30,JNJ,-0.0004983310882027,21,0.01640326796856595
2021-04-30,MRK,0.0,1,0.01770386266094448
2021-04-30,MRK,0.0,5,0.04984720026271283
2021-04-30,MRK,0.0,21,0.01032943411688414
2021-04-30,DIA,0.0005357685833758,1,0.0055458863093305055
2021-04-30,DIA,0.0005357685833758,5,0.027766094575121025
2021-04-30,DIA,0.0005357685833758,21,0.0203821793815806
2021-04-30,EEM,0.0,1,-0.0005557613931086447
2021-04-30,EEM,0.0,5,0.0156752782285563
2021-04-30,EEM,0.0,21,0.036336107953666485
2021-04-30,VZ,-0.0005207060483095,1,0.004159445407278639
2021-04-30,VZ,-0.0005207060483095,5,0.018720087297601995
2021-04-30,VZ,-0.0005207060483095,21,-0.0232124749807453
2021-04-30,JNK,0.0002740738444509,1,-0.0036626682538231092
2021-04-30,JNK,0.0002740738444509,5,-0.0017314504310977918
2021-04-30,JNK,0.0002740738444509,21,-0.0036141794643848035
2021-04-30,CVX,-0.0001636142253859,1,0.024314637217862645
2021-04-30,CVX,-0.0001636142253859,5,0.06640016496184131
2021-04-30,CVX,-0.0001636142253859,21,0.03940377957576091
2021-04-30,AMD,0.0002159745914882,1,-0.03796068796068819
2021-04-30,AMD,0.0002159745914882,5,-0.03133095075396608
2021-04-30,AMD,0.0002159745914882,21,-0.005288483282000711
2021-04-30,GM,0.0,1,-0.0015739769150040495
2021-04-30,GM,0.0,5,0.032777960691025565
2021-04-30,GM,0.0,21,0.0456098889020472
2021-04-30,WFC,0.0,1,0.008215316315205667
2021-04-30,WFC,0.0,5,0.032693405735350956
2021-04-30,WFC,0.0,21,0.04986126234004318
2021-04-30,IVV,0.0,1,-0.0006675408272733829
2021-04-30,IVV,0.0,5,0.010772412712195867
2021-04-30,IVV,0.0,21,0.003463074760053697
2021-04-30,SLV,0.0,1,0.036560033236393785
2021-04-30,SLV,0.0,5,0.05660911140210256
2021-04-30,SLV,0.0,21,0.07296973260561568
2021-04-30,GE,-0.0002346186398112,1,0.020956691950086093
2021-04-30,GE,-0.0002346186398112,5,0.014816462587234347
2021-04-30,GE,-0.0002346186398112,21,0.07918907625939708
2021-04-30,AAL,0.0,1,0.007359705611776457
2021-04-30,AAL,0.0,5,0.01773661212344524
2021-04-30,AAL,0.0,21,0.12568673169394307
2021-04-30,COST,0.0,1,0.017626700292436848
2021-04-30,COST,0.0,5,0.03136977902898186
2021-04-30,COST,0.0,21,0.015579484488547513
2021-04-30,EFA,0.0,1,0.010113941876839894
2021-04-30,EFA,0.0,5,0.031787761742561926
2021-04-30,EFA,0.0,21,0.03984722597802859
2021-04-30,JPM,0.0002594520415777,1,-0.0039625828244773675
2021-04-30,JPM,0.0002594520415777,5,0.0482519507627992
2021-04-30,JPM,0.0002594520415777,21,0.07803659123900542
2021-04-30,PINS,-4.872698706631767e-05,1,-0.04367469879518038
2021-04-30,PINS,-4.872698706631767e-05,5,-0.10771750409540748
2021-04-30,PINS,-4.872698706631767e-05,21,-0.02405163251958864
2021-04-30,GOOG,0.0,1,-0.0076630416763372455
2021-04-30,GOOG,0.0,5,-0.004745890041855105
2021-04-30,GOOG,0.0,21,0.007972824458045258
2021-04-30,XLV,0.0,1,0.011513157894736947
2021-04-30,XLV,0.0,5,0.02029929066457503
2021-04-30,XLV,0.0,21,-0.0009146884584890769
2021-04-30,SE,0.0,1,0.0037616313601269713
2021-04-30,SE,0.0,5,-0.04790854665862865
2021-04-30,SE,0.0,21,0.03596100133722013
2021-04-30,AAPL,0.0,1,0.006158759124088364
2021-04-30,AAPL,0.0,5,-0.00707917237656186
2021-04-30,AAPL,0.0,21,-0.05550385377346745
2021-04-30,TLRY,0.0,1,-0.06298342541436508
2021-04-30,TLRY,0.0,5,-0.06870181001652287
2021-04-30,TLRY,0.0,21,-0.014771284694828024
2021-04-30,BAC,0.0,1,0.002714708785784836
2021-04-30,BAC,0.0,5,0.040130229882693325
2021-04-30,BAC,0.0,21,0.05868558868967466
2021-04-30,TWTR,0.000468986447288,1,-0.006512301013024802
2021-04-30,TWTR,0.000468986447288,5,-0.027412831645169722
2021-04-30,TWTR,0.000468986447288,21,0.04186058418734684
2021-04-30,C,0.0,1,0.00308728599494823
2021-04-30,C,0.0,5,0.05193317853107349
2021-04-30,C,0.0,21,0.11621154155442903
2021-04-30,XLK,0.0,1,-0.0040085898353613425
2021-04-30,XLK,0.0,5,-0.004299592160824983
2021-04-30,XLK,0.0,21,-0.014463588061462085
2021-04-30,PLUG,0.0,1,-0.07867132867132953
2021-04-30,PLUG,0.0,5,-0.21014941962618072
2021-04-30,PLUG,0.0,21,0.12860786751007902
2021-04-30,XLE,-0.0009278351159701,1,0.027283751010509727
2021-04-30,XLE,-0.0009278351159701,5,0.08285295720355901
2021-04-30,XLE,-0.0009278351159701,21,0.10140797591412742
2021-04-30,XLI,-0.0002740738444509,1,0.010203080545473142
2021-04-30,XLI,-0.0002740738444509,5,0.03456046271344215
2021-04-30,XLI,-0.0002740738444509,21,0.035827011456362245
2021-04-30,TLT,0.0,1,-0.00036075036075056133
2021-04-30,TLT,0.0,5,0.0020075188766180974
2021-04-30,TLT,0.0,21,-0.0012709559633491407
2021-04-30,AMZN,0.0,1,-0.0252286963443189
2021-04-30,AMZN,0.0,5,-0.05186884671013947
2021-04-30,AMZN,0.0,21,-0.07290696824702769
2021-04-30,HYG,0.0,1,-0.0030874785591763487
2021-04-30,HYG,0.0,5,-0.0013674002797543494
2021-04-30,HYG,0.0,21,-0.003387923441113827
2021-04-30,T,0.0,1,0.009888357256778502
2021-04-30,T,0.0,5,0.02665714045658607
2021-04-30,T,0.0,21,-0.06374804759425501
2021-04-30,QQQ,0.0,1,-0.007275953859805062
2021-04-30,QQQ,0.0,5,-0.01045365195296366
2021-04-30,QQQ,0.0,21,-0.014972029596691971
2021-04-30,MU,0.0,1,-0.013356562137050054
2021-04-30,MU,0.0,5,-0.0012508463839961959
2021-04-30,MU,0.0,21,-0.0186720931605322
2021-04-30,FUTU,0.0,1,-0.01859060402684609
2021-04-30,FUTU,0.0,5,-0.1336919240115837
2021-04-30,FUTU,0.0,21,0.04012639072883384
2021-04-30,ABNB,0.0,1,-0.029236725024556764
2021-04-30,ABNB,0.0,5,-0.12752686293147042
2021-04-30,ABNB,0.0,21,-0.16829334466531154
2021-04-30,INTC,-0.001610933870277,1,-0.006084840055631702
2021-04-30,INTC,-0.001610933870277,5,0.004093523728245119
2021-04-30,INTC,-0.001610933870277,21,-0.009936800054465067
2021-04-30,PFE,0.0,1,0.034411384217335916
2021-04-30,PFE,0.0,5,0.02247729071408877
2021-04-30,PFE,0.0,21,-0.001102379879002524
2021-04-30,XBI,0.0007780108073164,1,-0.012426900584795564
2021-04-30,XBI,0.0007780108073164,5,-0.06728028220845339
2021-04-30,XBI,0.0007780108073164,21,-0.07491671008524459
2021-04-30,TQQQ,0.0,1,-0.022640809130556105
2021-04-30,TQQQ,0.0,5,-0.032442700118709755
2021-04-30,TQQQ,0.0,21,-0.0459695098369054
2021-04-30,SMH,0.0,1,-0.0143737166324438
2021-04-30,SMH,0.0,5,-0.00034846899122942254
2021-04-30,SMH,0.0,21,0.02225485375346148
2021-04-30,JD,0.0003850545101642,1,-0.008146902883745866
2021-04-30,JD,0.0003850545101642,5,-0.02302864668556326
2021-04-30,JD,0.0003850545101642,21,0.022541638763237226
2021-04-30,BIDU,-0.0009735779679695,1,-0.027032163048126168
2021-04-30,BIDU,-0.0009735779679695,5,-0.09163995932097724
2021-04-30,BIDU,-0.0009735779679695,21,-0.03858744157754279
2021-04-30,SQ,0.0003124328583221,1,-0.011471260613978074
2021-04-30,SQ,0.0003124328583221,5,-0.04588162127897266
2021-04-30,SQ,0.0003124328583221,21,-0.08624750748519028
2021-04-30,FB,0.0,1,-0.007573891625616058
2021-04-30,FB,0.0,5,-0.018029518221621355
2021-04-30,FB,0.0,21,0.01419097608245612
2021-04-30,CRM,0.0010597893594022,1,-0.030131990274400944
2021-04-30,CRM,0.0010597893594022,5,-0.059725074679581325
2021-04-30,CRM,0.0010597893594022,21,0.02542675157758667
2021-04-30,HD,0.0,1,0.021812443921909175
2021-04-30,HD,0.0,5,0.04891419171087408
2021-04-30,HD,0.0,21,-0.01914248002695762
2021-04-30,ARKK,0.0,1,-0.030597014925372923
2021-04-30,ARKK,0.0,5,-0.08889080217137346
2021-04-30,ARKK,0.0,21,-0.07438080625095433
2021-04-30,SNOW,0.0002418662947919,1,-0.031827459459459306
2021-04-30,SNOW,0.0002418662947919,5,-0.10967503239244203
2021-04-30,SNOW,0.0002418662947919,21,0.06154605176183792
2021-04-30,ZM,0.0,1,-0.019929916776171508
2021-04-30,ZM,0.0,5,-0.07796064120233626
2021-04-30,ZM,0.0,21,0.05317108170968898
2021-04-30,GOOGL,0.0,1,-0.006160608593454464
2021-04-30,GOOGL,0.0,5,-0.0018933021656277749
2021-04-30,GOOGL,0.0,21,0.0125865230606379
2021-04-30,PG,0.0004228592716531,1,0.011311708742226756
2021-04-30,PG,0.0004228592716531,5,0.012532453622207673
2021-04-30,PG,0.0004228592716531,21,-0.005277627751882785
2021-04-30,NVDA,0.0,1,-0.012542067908433485
2021-04-30,NVDA,0.0,5,-0.012320544364561536
2021-04-30,NVDA,0.0,21,0.08197598130706474
2021-04-30,PLTR,0.0001979999223524,1,-0.030909882455375626
2021-04-30,PLTR,0.0001979999223524,5,-0.14547853013671552
2021-04-30,PLTR,0.0001979999223524,21,0.032490733106159464
2021-04-30,IWM,0.0,1,0.0019547736460967524
2021-04-30,IWM,0.0,5,0.0016857693059048051
2021-04-30,IWM,0.0,21,0.014474723075786122
2021-05-28,NIO,0.0005513606287762,1,0.1010624514122831
2021-05-28,NIO,0.0005513606287762,5,0.12733139440742058
2021-05-28,NIO,0.0005513606287762,21,0.29309740958452346
2021-05-28,EWZ,-0.0002111559669556,1,0.036200256739410186
2021-05-28,EWZ,-0.0002111559669556,5,0.07293859244314582
2021-05-28,EWZ,-0.0002111559669556,21,0.0490358526791439
2021-05-28,SPY,0.00011605009885,1,-0.0017855442338829963
2021-05-28,SPY,0.00011605009885,5,0.0053914084086345015
2021-05-28,SPY,0.00011605009885,21,0.019919141176716226
2021-05-28,CCL,0.0009354980072313,1,0.014839797639122354
2021-05-28,CCL,0.0009354980072313,5,0.04374647052993286
2021-05-28,CCL,0.0009354980072313,21,-0.13423428839732643
2021-05-28,MSFT,0.0,1,-0.010402080416082482
2021-05-28,MSFT,0.0,5,0.020053437882430525
2021-05-28,MSFT,0.0,21,0.0837159448308692
2021-05-28,MRNA,0.0,1,-0.005945945945945108
2021-05-28,MRNA,0.0,5,0.17435975197554698
2021-05-28,MRNA,0.0,21,0.2617390995645209
2021-05-28,WMT,0.0,1,-0.003521953013848722
2021-05-28,WMT,0.0,5,-0.006904273864978272
2021-05-28,WMT,0.0,21,-0.030755620548722606
2021-05-28,BKNG,0.0,1,-0.013858534519271548
2021-05-28,BKNG,0.0,5,-0.02660227904746204
2021-05-28,BKNG,0.0,21,-0.08196918043255785
2021-05-28,CMCSA,0.0007992211123839,1,-0.016453065465881322
2021-05-28,CMCSA,0.0007992211123839,5,-0.017096972256736787
2021-05-28,CMCSA,0.0007992211123839,21,-0.018782779371798286
2021-05-28,SNAP,0.0,1,0.020309477756285776
2021-05-28,SNAP,0.0,5,-0.010186599673773222
2021-05-28,SNAP,0.0,21,0.09569925762532938
2021-05-28,XLF,0.0,1,0.007898894154818592
2021-05-28,XLF,0.0,5,0.00532542138228298
2021-05-28,XLF,0.0,21,-0.036480062493753906
2021-05-28,LQD,-9.709968496919954e-05,1,-0.002353655758863926
2021-05-28,LQD,-9.709968496919954e-05,5,0.002153678162318262
2021-05-28,LQD,-9.709968496919954e-05,21,0.01895028775737806
2021-05-28,ORCL,-0.0016349779733296,1,0.008491761723700364
2021-05-28,ORCL,-0.0016349779733296,5,0.06130269642560582
2021-05-28,ORCL,-0.0016349779733296,21,-0.006642999813844752
2021-05-28,PTON,-0.0007829409548895,1,-0.011354213120606027
2021-05-28,PTON,-0.0007829409548895,5,0.000761559138572343
2021-05-28,PTON,-0.0007829409548895,21,0.14591429022039692
2021-05-28,TSM,0.0,1,0.00774534002893823
2021-05-28,TSM,0.0,5,0.007496990095272493
2021-05-28,TSM,0.0,21,0.026662948719371693
2021-05-28,BABA,-0.0034321605835569,1,0.02691039058119893
2021-05-28,BABA,-0.0034321605835569,5,0.01472992059363476
2021-05-28,BABA,-0.0034321605835569,21,0.0733869080473547
2021-05-28,UNH,0.0014643172936616,1,-0.008909739755291857
2021-05-28,UNH,0.0014643172936616,5,-0.030183889516901208
2021-05-28,UNH,0.0014643172936616,21,-0.03298595590587605
2021-05-28,GLD,0.0005753221427674,1,-0.003028773346794744
2021-05-28,GLD,0.0005753221427674,5,-0.002642524808066149
2021-05-28,GLD,0.0005753221427674,21,-0.0774066130886738
2021-05-28,COIN,-0.0046809253639287,1,0.018401015228426854
2021-05-28,COIN,-0.0046809253639287,5,-0.03505735128888077
2021-05-28,COIN,-0.0046809253639287,21,0.08540659524077499
2021-05-28,GME,0.0010121602631494,1,0.15994562754870856
2021-05-28,GME,0.0010121602631494,5,0.2884302120468205
2021-05-28,GME,0.0010121602631494,21,0.021359284685852353
2021-05-28,ADBE,-0.0010121602631494,1,-0.020830042647290936
2021-05-28,ADBE,-0.0010121602631494,5,0.0064068579633755895
2021-05-28,ADBE,-0.0010121602631494,21,0.1593390238415665
2021-05-28,DKNG,0.0007440424531806,1,-0.011033099297894422
2021-05-28,DKNG,0.0007440424531806,5,0.07410247050624119
2021-05-28,DKNG,0.0007440424531806,21,0.05515259073674694
2021-05-28,PYPL,0.0,1,-0.004230769230769593
2021-05-28,PYPL,0.0,5,0.00402386783951858
2021-05-28,PYPL,0.0,21,0.12457215149058731
2021-05-28,PDD,-0.0005961245056312,1,0.11569255404323497
2021-05-28,PDD,-0.0005961245056312,5,0.03461463952710686
2021-05-28,PDD,-0.0005961245056312,21,0.07978594406933226
2021-05-28,UBER,0.0,1,0.006098760574464235
2021-05-28,UBER,0.0,5,0.000605971119042148
2021-05-28,UBER,0.0,21,0.0059099030766015526
2021-05-28,QCOM,0.0,1,-0.005426362352240921
2021-05-28,QCOM,0.0,5,-0.008708520179184887
2021-05-28,QCOM,0.0,21,0.06100387974410337
2021-05-28,TSLA,0.0,1,-0.004483906407701355
2021-05-28,TSLA,0.0,5,-0.037079155273861186
2021-05-28,TSLA,0.0,21,0.0920191869249043
2021-05-28,AMAT,0.0,1,-0.0014471780028949555
2021-05-28,AMAT,0.0,5,0.01015985418478449
2021-05-28,AMAT,0.0,21,0.03196704315061161
2021-05-28,BA,0.0,1,0.029959514170040613
2021-05-28,BA,0.0,5,0.02371716691621828
2021-05-28,BA,0.0,21,-0.041333708991510565
2021-05-28,VIAC,0.0002682408737226,1,0.0025949516395369354
2021-05-28,VIAC,0.0002682408737226,5,-0.0156069627283687
2021-05-28,VIAC,0.0002682408737226,21,0.053546104150903884
2021-05-28,V,0.0,1,-0.0026373626373628056
2021-05-28,V,0.0,5,0.015450736547720667
2021-05-28,V,0.0,21,0.039234125006258114
2021-05-28,DIS,0.0003173225677642,1,0.0002237136465326195
2021-05-28,DIS,0.0003173225677642,5,-0.0103185009862935
2021-05-28,DIS,0.0003173225677642,21,-0.026823811547411647
2021-05-28,VOO,7.709910159404135e-05,1,-0.0016320397906843809
2021-05-28,VOO,7.709910159404135e-05,5,0.00649957806193413
2021-05-28,VOO,7.709910159404135e-05,21,0.019969573983885436
2021-05-28,ROKU,0.0,1,0.00043227665706124796
2021-05-28,ROKU,0.0,5,-0.013279074015192793
2021-05-28,ROKU,0.0,21,0.25336882139550987
2021-05-28,XOM,0.0,1,0.03736075407026451
2021-05-28,XOM,0.0,5,0.045978417068899935
2021-05-28,XOM,0.0,21,0.07503068797927592
2021-05-28,SHOP,-0.0007003664678936,1,0.006471061093246577
2021-05-28,SHOP,-0.0007003664678936,5,-0.010062328575986212
2021-05-28,SHOP,-0.0007003664678936,21,0.18065384807095952
2021-05-28,MA,0.0,1,-0.0026323081185921637
2021-05-28,MA,0.0,5,0.009370541743980887
2021-05-28,MA,0.0,21,0.021362428588835414
2021-05-28,AVGO,-0.0003173225677642,1,-0.008045733643869846
2021-05-28,AVGO,-0.0003173225677642,5,-0.012781023922988188
2021-05-28,AVGO,-0.0003173225677642,21,0.012902250511976798
2021-05-28,CSCO,0.0,1,-0.006433301797539759
2021-05-28,CSCO,0.0,5,0.02047014787137158
2021-05-28,CSCO,0.0,21,0.0012205509568286033
2021-05-28,NFLX,-0.0002682408737226,1,-0.005118196482983062
2021-05-28,NFLX,-0.0002682408737226,5,-0.016823880030417793
2021-05-28,NFLX,-0.0002682408737226,21,0.06306673372198623
2021-05-28,JNJ,0.0,1,-0.024247787610618854
2021-05-28,JNJ,0.0,5,-0.02567879426914821
2021-05-28,JNJ,0.0,21,-0.031863979911825324
2021-05-28,GS,0.0,1,0.027535258562793485
2021-05-28,GS,0.0,5,0.04326343720658865
2021-05-28,GS,0.0,21,0.00447667025848697
2021-05-28,MRK,0.0,1,-0.009345720570985483
2021-05-28,MRK,0.0,5,-0.0402653882245243
2021-05-28,MRK,0.0,21,0.018547348562983124
2021-05-28,DIA,0.0,1,0.00043406545707203037
2021-05-28,DIA,0.0,5,0.002461754827979834
2021-05-28,DIA,0.0,21,-0.005846932776660152
2021-05-28,EEM,0.0,1,0.01710334788937362
2021-05-28,EEM,0.0,5,0.016859291235001073
2021-05-28,EEM,0.0,21,0.012055953150865162
2021-05-28,VZ,0.0,1,-0.0031864826610049635
2021-05-28,VZ,0.0,5,0.012540109841790992
2021-05-28,VZ,0.0,21,-0.01030567368183144
2021-05-28,JNK,0.0001779405080989,1,-0.0014682940258785582
2021-05-28,JNK,0.0001779405080989,5,0.001104518678133326
2021-05-28,JNK,0.0001779405080989,21,0.009244581941255436
2021-05-28,WFC,0.0,1,0.011981172443302768
2021-05-28,WFC,0.0,5,0.0078726169431792
2021-05-28,WFC,0.0,21,-0.03757191283604855
2021-05-28,AMD,0.0,1,0.006238303181534732
2021-05-28,AMD,0.0,5,0.014763028872780248
2021-05-28,AMD,0.0,21,0.11887911612258406
2021-05-28,GM,0.0009655161432973,1,0.004888739042481438
2021-05-28,GM,0.0009655161432973,5,0.06632790316953063
2021-05-28,GM,0.0009655161432973,21,-0.0035764378147021825
2021-05-28,CVX,0.0,1,0.029242016160061057
2021-05-28,CVX,0.0,5,0.03709193268218269
2021-05-28,CVX,0.0,21,0.0026632306722285115
2021-05-28,IVV,0.0002145669474089,1,-0.0026087368970262315
2021-05-28,IVV,0.0002145669474089,5,0.005970871656834964
2021-05-28,IVV,0.0002145669474089,21,0.019313943823815016
2021-05-28,GE,0.0,1,0.005689217903900756
2021-05-28,GE,0.0,5,-0.01066638310199064
2021-05-28,GE,0.0,21,-0.06394830350957703
2021-05-28,COST,0.0,1,-0.0017693506219137456
2021-05-28,COST,0.0,5,0.004802734361399774
2021-05-28,COST,0.0,21,0.05379410588061917
2021-05-28,EFA,0.0,1,0.003956478733926572
2021-05-28,EFA,0.0,5,0.015072833326257307
2021-05-28,EFA,0.0,21,-0.017136664432954918
2021-05-28,JPM,0.0,1,0.011380926297852367
2021-05-28,JPM,0.0,5,0.007894818117171187
2021-05-28,JPM,0.0,21,-0.06144853896806268
2021-05-28,PINS,0.0,1,-0.013954914890354053
2021-05-28,PINS,0.0,5,0.004175653170442439
2021-05-28,PINS,0.0,21,0.19371214032372264
2021-05-28,GOOG,0.0,1,0.005851927986472383
2021-05-28,GOOG,0.0,5,0.02253153133826591
2021-05-28,GOOG,0.0,21,0.04431050924712432
2021-05-28,XLV,0.0023977409325439,1,-0.01684210526315777
2021-05-28,XLV,0.0023977409325439,5,-0.00837309749554449
2021-05-28,XLV,0.0023977409325439,21,0.022368779572429
2021-05-28,SE,0.0,1,0.014378570021666093
2021-05-28,SE,0.0,5,0.017290302041214844
2021-05-28,SE,0.0,21,0.12926442712852404
2021-05-28,AAPL,0.0,1,-0.004413770965412178
2021-05-28,AAPL,0.0,5,0.011092667398548195
2021-05-28,AAPL,0.0,21,0.09192301603285646
2021-05-28,XLK,0.0,1,-0.007225433526011127
2021-05-28,XLK,0.0,5,0.013148466495952471
2021-05-28,XLK,0.0,21,0.067573390063837
2021-05-28,BAC,0.0,1,0.012264150943396501
2021-05-28,BAC,0.0,5,0.016246788020590208
2021-05-28,BAC,0.0,21,-0.03289284306372864
2021-05-28,TWTR,0.0007003664678936,1,-0.011206896551724022
2021-05-28,TWTR,0.0007003664678936,5,0.027846200735408666
2021-05-28,TWTR,0.0007003664678936,21,0.1810699640802046
2021-05-28,C,-0.0005784483390706,1,0.016660307770571148
2021-05-28,C,-0.0005784483390706,5,0.009135367902910696
2021-05-28,C,-0.0005784483390706,21,-0.11639344664592954
