precision,recall,f1,hub_recovery,kendall_tau,N,T,T_N,trial,dgp,method
0.19469026548672566,0.4888888888888889,0.27848101265822783,0.2,0.15677236033392408,30,250,8.33,6,linear,OLS
0.5,0.2222222222222222,0.3076923076923077,0.0,0.2815573955158077,30,250,8.33,6,linear,LASSO
0.46835443037974683,0.42045454545454547,0.4431137724550898,0.6,0.49057581833740477,30,250,8.33,6,threshold,OLS
0.8,0.13636363636363635,0.23300970873786409,0.2,0.09081031355795953,30,250,8.33,6,threshold,LASSO
0.17647058823529413,0.4,0.24489795918367346,0.2,0.07118838890648665,30,250,8.33,7,linear,OLS
0.6,0.2,0.3,0.2,0.15127892767838677,30,250,8.33,7,linear,LASSO
0.5441176470588235,0.4157303370786517,0.4713375796178344,0.2,0.2006134229052651,30,250,8.33,7,threshold,OLS
1.0,0.11235955056179775,0.20202020202020202,0.2,0.2370629249995805,30,250,8.33,7,threshold,LASSO
0.13450292397660818,0.5111111111111111,0.21296296296296297,0.4,0.5481439930212634,30,500,16.67,0,linear,OLS
0.5714285714285714,0.5333333333333333,0.5517241379310345,0.4,0.5443810807669202,30,500,16.67,0,linear,LASSO
0.43478260869565216,0.45977011494252873,0.44692737430167595,0.6,0.04121439069429485,30,500,16.67,0,threshold,OLS
0.9047619047619048,0.21839080459770116,0.35185185185185186,0.6,0.1567376183028886,30,500,16.67,0,threshold,LASSO
0.1511627906976744,0.5777777777777777,0.23963133640552994,0.2,0.38588883631553705,30,500,16.67,1,linear,OLS
0.6129032258064516,0.4222222222222222,0.5,0.6,0.4979659220719025,30,500,16.67,1,linear,LASSO
0.5125,0.47126436781609193,0.49101796407185627,0.6,0.28553411610138735,30,500,16.67,1,threshold,OLS
0.92,0.26436781609195403,0.4107142857142857,0.2,0.2450094779162119,30,500,16.67,1,threshold,LASSO
0.12077294685990338,0.5555555555555556,0.1984126984126984,0.2,0.29034425774155015,30,500,16.67,2,linear,OLS
0.6153846153846154,0.5333333333333333,0.5714285714285714,0.8,0.42154045700096915,30,500,16.67,2,linear,LASSO
0.45348837209302323,0.45348837209302323,0.45348837209302323,0.0,0.07849313448431118,30,500,16.67,2,threshold,OLS
1.0,0.29069767441860467,0.45045045045045046,0.4,0.4715591962950107,30,500,16.67,2,threshold,LASSO
0.14124293785310735,0.5555555555555556,0.22522522522522523,0.6,0.427616747901732,30,500,16.67,3,linear,OLS
0.7586206896551724,0.4888888888888889,0.5945945945945946,0.6,0.6425432272622738,30,500,16.67,3,linear,LASSO
0.578125,0.42528735632183906,0.4900662251655629,0.2,0.3149363539554769,30,500,16.67,3,threshold,OLS
0.9285714285714286,0.2988505747126437,0.45217391304347826,0.0,0.34533133169689895,30,500,16.67,3,threshold,LASSO
0.1643835616438356,0.5333333333333333,0.2513089005235602,0.6,0.3554073801829928,30,500,16.67,4,linear,OLS
0.6521739130434783,0.3333333333333333,0.4411764705882353,0.2,0.3168234930994686,30,500,16.67,4,linear,LASSO
0.4444444444444444,0.4090909090909091,0.4260355029585799,0.4,0.44891436237874055,30,500,16.67,4,threshold,OLS
0.8947368421052632,0.19318181818181818,0.3177570093457944,0.2,0.2866474631095156,30,500,16.67,4,threshold,LASSO
0.17751479289940827,0.6666666666666666,0.2803738317757009,0.0,-0.04725066868752952,30,500,16.67,5,linear,OLS
0.5925925925925926,0.35555555555555557,0.4444444444444444,0.2,0.02586924932274627,30,500,16.67,5,linear,LASSO
0.4605263157894737,0.3888888888888889,0.42168674698795183,0.2,0.24752532005459152,30,500,16.67,5,threshold,OLS
0.9285714285714286,0.28888888888888886,0.4406779661016949,0.2,0.4751909633114914,30,500,16.67,5,threshold,LASSO
0.1793103448275862,0.5777777777777777,0.2736842105263158,0.2,0.49170836043851074,30,500,16.67,6,linear,OLS
0.625,0.4444444444444444,0.5194805194805194,0.4,0.581352199799565,30,500,16.67,6,linear,LASSO
0.5340909090909091,0.5340909090909091,0.5340909090909091,0.4,0.5583660607623052,30,500,16.67,6,threshold,OLS
1.0,0.25,0.4,0.6,0.45569851129123534,30,500,16.67,6,threshold,LASSO
0.11397058823529412,0.6888888888888889,0.19558359621451105,0.4,0.2615142937604045,30,500,16.67,7,linear,OLS
0.4489795918367347,0.4888888888888889,0.46808510638297873,0.4,0.44155890127739067,30,500,16.67,7,linear,LASSO
0.47435897435897434,0.42528735632183906,0.4484848484848485,0.4,0.12156613477096614,30,500,16.67,7,threshold,OLS
1.0,0.19540229885057472,0.3269230769230769,0.0,0.2165437627607358,30,500,16.67,7,threshold,LASSO
0.1511627906976744,0.208,0.1750841750841751,0.2,0.1553205346898078,50,100,2.0,0,linear,OLS
0.4666666666666667,0.056,0.1,0.2,0.06502893864987104,50,100,2.0,0,linear,LASSO
0.3945578231292517,0.23673469387755103,0.29591836734693877,0.2,0.20504280357695043,50,100,2.0,0,threshold,OLS
0.6923076923076923,0.036734693877551024,0.06976744186046512,0.2,-0.24272512282742403,50,100,2.0,0,threshold,LASSO
0.1511111111111111,0.272,0.19428571428571428,0.0,0.0029220286388261527,50,100,2.0,1,linear,OLS
0.38095238095238093,0.064,0.1095890410958904,0.2,-0.03468111528861424,50,100,2.0,1,linear,LASSO
0.32142857142857145,0.18518518518518517,0.2349869451697128,0.4,0.09838563062549088,50,100,2.0,1,threshold,OLS
0.5789473684210527,0.04526748971193416,0.08396946564885496,0.4,0.129336544639752,50,100,2.0,1,threshold,LASSO
0.16589861751152074,0.288,0.21052631578947367,0.4,0.15430670982425956,50,100,2.0,2,linear,OLS
0.5925925925925926,0.128,0.21052631578947367,0.0,0.11831905367837962,50,100,2.0,2,linear,LASSO
0.34782608695652173,0.19753086419753085,0.25196850393700787,0.2,-0.08197571323511466,50,100,2.0,2,threshold,OLS
0.9166666666666666,0.04526748971193416,0.08627450980392157,0.2,0.2535228609794724,50,100,2.0,2,threshold,LASSO
0.1694915254237288,0.24,0.1986754966887417,0.2,0.28592621886628433,50,100,2.0,3,linear,OLS
0.45454545454545453,0.04,0.07352941176470588,0.2,0.0033069598556173824,50,100,2.0,3,linear,LASSO
0.25625,0.17083333333333334,0.205,0.4,-0.020028386852446678,50,100,2.0,3,threshold,OLS
0.8181818181818182,0.0375,0.07171314741035857,0.4,0.3880120427134032,50,100,2.0,3,threshold,LASSO
0.13302752293577982,0.232,0.16909620991253643,0.2,0.13943947121515388,50,100,2.0,4,linear,OLS
0.3157894736842105,0.048,0.08333333333333333,0.0,-0.1057344849697692,50,100,2.0,4,linear,LASSO
0.3473053892215569,0.23770491803278687,0.2822384428223844,0.0,-0.05806347691689301,50,100,2.0,4,threshold,OLS
0.5833333333333334,0.028688524590163935,0.0546875,0.2,0.043858116271425135,50,100,2.0,4,threshold,LASSO
0.14479638009049775,0.256,0.18497109826589594,0.0,-0.05578682165856615,50,100,2.0,5,linear,OLS
0.5,0.096,0.1610738255033557,0.0,0.10746934174690508,50,100,2.0,5,linear,LASSO
0.27647058823529413,0.1950207468879668,0.22871046228710462,0.0,-0.1392478251540598,50,100,2.0,5,threshold,OLS
0.7,0.029045643153526972,0.055776892430278883,0.0,0.05078846856124495,50,100,2.0,5,threshold,LASSO
0.16393442622950818,0.24,0.19480519480519481,0.4,0.21502949771920415,50,100,2.0,6,linear,OLS
0.47368421052631576,0.072,0.125,0.2,0.14844000964838472,50,100,2.0,6,linear,LASSO
0.30344827586206896,0.18333333333333332,0.22857142857142856,0.0,0.18598712942041234,50,100,2.0,6,threshold,OLS
1.0,0.029166666666666667,0.05668016194331984,0.2,0.14332261522443104,50,100,2.0,6,threshold,LASSO
0.13513513513513514,0.32,0.19002375296912113,0.4,0.14722550968294457,50,100,2.0,7,linear,OLS
0.4230769230769231,0.088,0.1456953642384106,0.0,0.044652135534719625,50,100,2.0,7,linear,LASSO
0.2692307692307692,0.17073170731707318,0.208955223880597,0.0,-0.05313382351488336,50,100,2.0,7,threshold,OLS
0.5454545454545454,0.024390243902439025,0.04669260700389105,0.4,0.31068182295516483,50,100,2.0,7,threshold,LASSO
0.192,0.384,0.256,0.4,0.3429174391595036,50,250,5.0,0,linear,OLS
0.68,0.136,0.22666666666666666,0.0,0.00487596439589892,50,250,5.0,0,linear,LASSO
0.45365853658536587,0.375,0.4105960264900662,0.0,0.17632621081432082,50,250,5.0,0,threshold,OLS
0.9,0.10887096774193548,0.19424460431654678,0.4,0.15342266714217911,50,250,5.0,0,threshold,LASSO
0.16184971098265896,0.448,0.23779193205944799,0.2,0.1355889281316112,50,250,5.0,1,linear,OLS
0.6046511627906976,0.208,0.30952380952380953,0.2,0.1884169366160272,50,250,5.0,1,linear,LASSO
0.45251396648044695,0.3360995850622407,0.38571428571428573,0.4,0.28000217704266667,50,250,5.0,1,threshold,OLS
0.8666666666666667,0.1078838174273859,0.1918819188191882,0.2,0.0663780914985829,50,250,5.0,1,threshold,LASSO
0.1440443213296399,0.416,0.2139917695473251,0.0,0.016101279007983273,50,250,5.0,2,linear,OLS
0.5897435897435898,0.184,0.2804878048780488,0.4,0.16867536271930522,50,250,5.0,2,linear,LASSO
0.4393939393939394,0.3551020408163265,0.3927765237020316,0.6,0.3292980653129548,50,250,5.0,2,threshold,OLS
0.8518518518518519,0.09387755102040816,0.16911764705882354,0.0,0.24188696937744583,50,250,5.0,2,threshold,LASSO
0.12883435582822086,0.504,0.20521172638436483,0.0,-0.07267599457537223,50,250,5.0,3,linear,OLS
0.7916666666666666,0.304,0.4393063583815029,0.2,0.19056426390365744,50,250,5.0,3,linear,LASSO
0.4340659340659341,0.3224489795918367,0.3700234192037471,0.0,0.32808113421860413,50,250,5.0,3,threshold,OLS
0.8,0.0653061224489796,0.12075471698113208,0.2,0.18369737991148888,50,250,5.0,3,threshold,LASSO
0.19254658385093168,0.496,0.27740492170022374,0.0,0.052178321396133154,50,250,5.0,4,linear,OLS
0.7894736842105263,0.24,0.36809815950920244,0.4,0.2731205123383965,50,250,5.0,4,linear,LASSO
0.4,0.3346938775510204,0.36444444444444446,0.4,0.277698557310693,50,250,5.0,4,threshold,OLS
0.875,0.11428571428571428,0.20216606498194944,0.2,0.1255511520123072,50,250,5.0,4,threshold,LASSO
0.16246498599439776,0.464,0.24066390041493776,0.4,0.41009459435983414,50,250,5.0,5,linear,OLS
0.8235294117647058,0.224,0.3522012578616352,0.4,0.19789444241484125,50,250,5.0,5,linear,LASSO
0.46524064171123,0.359504132231405,0.40559440559440557,0.4,0.3148738962405898,50,250,5.0,5,threshold,OLS
0.75,0.06198347107438017,0.11450381679389313,0.0,0.12556180058348065,50,250,5.0,5,threshold,LASSO
0.16831683168316833,0.544,0.2570888468809074,0.2,0.29063300638276485,50,250,5.0,6,linear,OLS
0.725,0.232,0.3515151515151515,0.2,0.2656177632542295,50,250,5.0,6,linear,LASSO
0.509090909090909,0.345679012345679,0.4117647058823529,0.2,0.26054644080741174,50,250,5.0,6,threshold,OLS
0.875,0.08641975308641975,0.15730337078651685,0.0,0.13437953286821155,50,250,5.0,6,threshold,LASSO
0.16470588235294117,0.448,0.24086021505376345,0.4,0.23815685331652156,50,250,5.0,7,linear,OLS
0.7837837837837838,0.232,0.35802469135802467,0.4,0.3412543896869851,50,250,5.0,7,linear,LASSO
0.41414141414141414,0.3416666666666667,0.3744292237442922,0.4,0.18541638413354988,50,250,5.0,7,threshold,OLS
1.0,0.08333333333333333,0.15384615384615385,0.4,0.015298731931101858,50,250,5.0,7,threshold,LASSO
0.16666666666666666,0.632,0.2637729549248748,0.2,0.3280661317456815,50,500,10.0,0,linear,OLS
0.8421052631578947,0.384,0.5274725274725275,0.2,0.35126606025520957,50,500,10.0,0,linear,LASSO
0.5595854922279793,0.44813278008298757,0.4976958525345622,0.2,0.32532361398744863,50,500,10.0,0,threshold,OLS
0.9387755102040817,0.1908713692946058,0.31724137931034485,0.2,0.08780852930672686,50,500,10.0,0,threshold,LASSO
0.12921348314606743,0.552,0.2094081942336874,0.4,0.26012274894574744,50,500,10.0,1,linear,OLS
0.7894736842105263,0.36,0.4945054945054945,0.4,0.4731950268018546,50,500,10.0,1,linear,LASSO
0.535,0.4385245901639344,0.481981981981982,0.4,0.22726041516269196,50,500,10.0,1,threshold,OLS
0.96,0.19672131147540983,0.32653061224489793,0.4,0.3424806715697131,50,500,10.0,1,threshold,LASSO
0.17391304347826086,0.608,0.2704626334519573,0.0,0.1274375046443202,50,500,10.0,2,linear,OLS
0.8627450980392157,0.352,0.5,0.2,0.3254840373780203,50,500,10.0,2,linear,LASSO
0.5148514851485149,0.42448979591836733,0.465324384787472,0.2,0.24879564456504447,50,500,10.0,2,threshold,OLS
0.9795918367346939,0.19591836734693877,0.32653061224489793,0.2,0.43442625506429144,50,500,10.0,2,threshold,LASSO
0.14366729678638943,0.608,0.2324159021406728,0.0,0.002768187375609523,50,500,10.0,3,linear,OLS
0.9215686274509803,0.376,0.5340909090909091,0.4,0.2875127096047394,50,500,10.0,3,linear,LASSO
0.5265700483091788,0.43951612903225806,0.47912087912087914,0.2,0.21908798835049134,50,500,10.0,3,threshold,OLS
0.9508196721311475,0.23387096774193547,0.37540453074433655,0.4,0.18701187811172076,50,500,10.0,3,threshold,LASSO
0.2,0.632,0.3038461538461538,0.0,0.24831556904420193,50,500,10.0,4,linear,OLS
0.8813559322033898,0.416,0.5652173913043478,0.4,0.4278968994682669,50,500,10.0,4,linear,LASSO
0.5321100917431193,0.47346938775510206,0.5010799136069114,0.2,0.47018230344215206,50,500,10.0,4,threshold,OLS
0.9622641509433962,0.20816326530612245,0.3422818791946309,0.2,0.3911003174744438,50,500,10.0,4,threshold,LASSO
0.11952861952861953,0.568,0.19749652294853964,0.2,0.1834364623214849,50,500,10.0,5,linear,OLS
0.8307692307692308,0.432,0.5684210526315789,0.4,0.38145442877151964,50,500,10.0,5,linear,LASSO
0.5288461538461539,0.44715447154471544,0.4845814977973568,0.2,0.3205576017156106,50,500,10.0,5,threshold,OLS
1.0,0.21138211382113822,0.348993288590604,0.2,0.31396760450365807,50,500,10.0,5,threshold,LASSO
0.1601642710472279,0.624,0.2549019607843137,0.6,0.13597244994559615,50,500,10.0,6,linear,OLS
0.8627450980392157,0.352,0.5,0.4,0.39635123508004183,50,500,10.0,6,linear,LASSO
0.5235849056603774,0.4605809128630705,0.4900662251655629,0.2,0.27494738170251315,50,500,10.0,6,threshold,OLS
0.9629629629629629,0.2157676348547718,0.3525423728813559,0.0,0.11331723003695211,50,500,10.0,6,threshold,LASSO
0.149812734082397,0.64,0.24279210925644917,0.6,0.182495683290474,50,500,10.0,7,linear,OLS
0.8846153846153846,0.368,0.519774011299435,0.4,0.4434952028285057,50,500,10.0,7,linear,LASSO
0.5226130653266332,0.4315352697095436,0.4727272727272727,0.0,0.35209728056222717,50,500,10.0,7,threshold,OLS
1.0,0.1991701244813278,0.33217993079584773,0.2,0.28659737826427917,50,500,10.0,7,threshold,LASSO
0.15360824742268042,0.298,0.20272108843537415,0.0,0.2402667818846251,100,120,1.2,0,linear,OLS
0.6666666666666666,0.056,0.1033210332103321,0.2,0.03434496504249713,100,120,1.2,0,linear,LASSO
0.32488822652757077,0.22404933196300103,0.26520681265206814,0.0,0.20061537163763113,100,120,1.2,0,threshold,OLS
0.9166666666666666,0.022610483042137718,0.044132397191574725,0.2,0.07614187765139749,100,120,1.2,0,threshold,LASSO
0.15821501014198783,0.312,0.20995962314939434,0.0,0.17469882891360164,100,120,1.2,1,linear,OLS
0.6666666666666666,0.044,0.0825515947467167,0.0,0.03710752528318615,100,120,1.2,1,linear,LASSO
0.3297045101088647,0.21699078812691913,0.2617283950617284,0.2,0.1794380954869172,100,120,1.2,1,threshold,OLS
0.6956521739130435,0.016376663254861822,0.032,0.2,0.01636252320901266,100,120,1.2,1,threshold,LASSO
0.1444043321299639,0.32,0.19900497512437812,0.0,0.13953558632733273,100,120,1.2,2,linear,OLS
0.68,0.068,0.12363636363636364,0.2,0.18990432859752435,100,120,1.2,2,linear,LASSO
0.3093841642228739,0.21685508735868447,0.25498489425981874,0.2,0.22801577028560294,100,120,1.2,2,threshold,OLS
0.9333333333333333,0.014388489208633094,0.02834008097165992,0.2,0.10050176277832762,100,120,1.2,2,threshold,LASSO
0.16877256317689532,0.374,0.2325870646766169,0.0,0.16015987566691864,100,120,1.2,3,linear,OLS
0.6976744186046512,0.06,0.11049723756906077,0.0,0.10950446551784397,100,120,1.2,3,linear,LASSO
0.32066869300911854,0.21707818930041153,0.2588957055214724,0.0,0.16186162549625246,100,120,1.2,3,threshold,OLS
0.7142857142857143,0.0102880658436214,0.02028397565922921,0.0,0.05132088341533693,100,120,1.2,3,threshold,LASSO
0.14338575393154487,0.31,0.19607843137254902,0.2,0.09675853931790883,100,120,1.2,4,linear,OLS
0.7272727272727273,0.064,0.11764705882352941,0.0,0.08429540997845256,100,120,1.2,4,linear,LASSO
0.3130434782608696,0.22199383350462487,0.2597714972940469,0.2,0.15578008732106935,100,120,1.2,4,threshold,OLS
0.72,0.018499486125385406,0.036072144288577156,0.0,-0.013448103392702892,100,120,1.2,4,threshold,LASSO
0.16596638655462184,0.316,0.21763085399449036,0.0,0.09936963689144851,100,120,1.2,5,linear,OLS
0.6470588235294118,0.044,0.08239700374531835,0.0,0.05168449880399991,100,120,1.2,5,linear,LASSO
0.2946859903381642,0.18635437881873726,0.2283218964441672,0.2,0.1581619588979204,100,120,1.2,5,threshold,OLS
0.7037037037037037,0.019348268839103868,0.03766105054509415,0.0,0.006530373426349359,100,120,1.2,5,threshold,LASSO
0.15704154002026344,0.31,0.20847343644922664,0.0,0.11994057268864029,100,120,1.2,6,linear,OLS
0.76,0.076,0.13818181818181818,0.0,0.2107941638928506,100,120,1.2,6,linear,LASSO
0.30895522388059704,0.21122448979591837,0.2509090909090909,0.4,0.19695137558189857,100,120,1.2,6,threshold,OLS
0.6785714285714286,0.019387755102040816,0.037698412698412696,0.0,-0.052402814005376004,100,120,1.2,6,threshold,LASSO
0.15779283639883834,0.326,0.2126549249836921,0.2,0.15886416113709936,100,120,1.2,7,linear,OLS
0.7222222222222222,0.052,0.09701492537313433,0.0,0.18713673088183205,100,120,1.2,7,linear,LASSO
0.3253731343283582,0.2235897435897436,0.2650455927051672,0.0,0.12861795139046842,100,120,1.2,7,threshold,OLS
0.88,0.022564102564102566,0.044,0.0,0.03325232051102442,100,120,1.2,7,threshold,LASSO
0.11095204008589836,0.62,0.18822100789313903,0.0,0.26280223597067986,100,500,5.0,0,linear,OLS
0.9567567567567568,0.354,0.5167883211678832,0.4,0.3070685330091675,100,500,5.0,0,linear,LASSO
0.49243306169965073,0.43119266055045874,0.4597826086956522,0.0,0.24674162910427763,100,500,5.0,0,threshold,OLS
1.0,0.09378185524974515,0.17148182665424044,0.0,-0.10618526241297442,100,500,5.0,0,threshold,LASSO
0.10723281756027347,0.596,0.18176273254040867,0.0,0.169437750683413,100,500,5.0,1,linear,OLS
0.9617224880382775,0.402,0.5669957686882934,0.2,0.22719136171454918,100,500,5.0,1,linear,LASSO
0.5,0.44,0.46808510638297873,0.0,0.2285201095233173,100,500,5.0,1,threshold,OLS
1.0,0.09333333333333334,0.17073170731707318,0.0,-0.052612775248564905,100,500,5.0,1,threshold,LASSO
0.10672853828306264,0.644,0.1831106056297981,0.0,0.07466173187525514,100,500,5.0,2,linear,OLS
0.91,0.364,0.52,0.0,0.2231897512420091,100,500,5.0,2,linear,LASSO
0.4943181818181818,0.4461538461538462,0.46900269541778977,0.0,0.21329530823035062,100,500,5.0,2,threshold,OLS
1.0,0.09333333333333334,0.17073170731707318,0.0,-0.019843462826816247,100,500,5.0,2,threshold,LASSO
0.12949328713728886,0.598,0.2128871484514062,0.0,0.17467518929863263,100,500,5.0,3,linear,OLS
0.9520958083832335,0.318,0.4767616191904048,0.2,0.19858783754605877,100,500,5.0,3,linear,LASSO
0.5309842041312273,0.4495884773662551,0.486908077994429,0.2,0.40972902061624966,100,500,5.0,3,threshold,OLS
0.9795918367346939,0.09876543209876543,0.17943925233644858,0.0,-0.19693069278704453,100,500,5.0,3,threshold,LASSO
0.11078177102630604,0.598,0.1869334166927165,0.2,0.08874799688698155,100,500,5.0,4,linear,OLS
0.9520958083832335,0.318,0.4767616191904048,0.0,0.2883242870805387,100,500,5.0,4,linear,LASSO
0.5017584994138335,0.438974358974359,0.4682713347921225,0.0,0.3882758057297587,100,500,5.0,4,threshold,OLS
0.975,0.08,0.14786729857819905,0.2,0.048089412754439786,100,500,5.0,4,threshold,LASSO
0.12787169484178587,0.59,0.2101888136800855,0.0,0.09678547692758438,100,500,5.0,5,linear,OLS
0.9490445859872612,0.298,0.4535768645357686,0.2,0.0675247452013254,100,500,5.0,5,linear,LASSO
0.5215252152521526,0.4322120285423038,0.47268673355629875,0.2,0.24593168600644036,100,500,5.0,5,threshold,OLS
0.9888888888888889,0.09072375127421,0.16619981325863678,0.0,-0.10208045440820558,100,500,5.0,5,threshold,LASSO
0.07726558407543216,0.59,0.13663733209819362,0.0,0.03902168829475016,100,500,5.0,6,linear,OLS
0.8433734939759037,0.42,0.5607476635514018,0.4,0.2834817986640489,100,500,5.0,6,linear,LASSO
0.5118203309692672,0.4413863404689093,0.47400109469074986,0.2,0.3190178394978607,100,500,5.0,6,threshold,OLS
1.0,0.0835881753312946,0.15428033866415805,0.0,-0.15428466319358658,100,500,5.0,6,threshold,LASSO
0.09752066115702479,0.59,0.1673758865248227,0.0,0.06681187656776191,100,500,5.0,7,linear,OLS
