N,T,T_N,trial,h,signal,t_stat,n_conn,n_isol
100,500,5.0,4,0,LASSO_NIO,-0.791750914664266,95,5
100,500,5.0,4,5,Oracle_NIO,1.8528725565133828,88,12
100,500,5.0,4,5,LASSO_NIO,0.5404555834500954,95,5
100,500,5.0,4,10,Oracle_NIO,-1.432735472468176,88,12
100,500,5.0,4,10,LASSO_NIO,-0.26761315449657613,95,5
100,500,5.0,4,15,Oracle_NIO,-1.4622731821260202,88,12
100,500,5.0,4,15,LASSO_NIO,0.7723562587113435,95,5
100,500,5.0,4,20,Oracle_NIO,1.4193702069338987,88,12
100,500,5.0,4,20,LASSO_NIO,2.4217850579655034,95,5
100,500,5.0,4,25,Oracle_NIO,-1.7201719741837314,88,12
100,500,5.0,4,25,LASSO_NIO,-1.9147433215209637,95,5
100,500,5.0,4,30,Oracle_NIO,-1.2958300126035338,88,12
100,500,5.0,4,30,LASSO_NIO,-2.4959326038508536,95,5
100,500,5.0,4,35,Oracle_NIO,-0.8064417322416286,88,12
100,500,5.0,4,35,LASSO_NIO,2.4639680520075715,95,5
100,500,5.0,4,40,Oracle_NIO,0.38552433443892525,88,12
100,500,5.0,4,40,LASSO_NIO,-0.4318546369490484,95,5
100,500,5.0,4,45,Oracle_NIO,-0.2552927855175174,88,12
100,500,5.0,4,45,LASSO_NIO,0.24821905225803362,95,5
100,500,5.0,4,50,Oracle_NIO,0.006073907114801611,88,12
100,500,5.0,4,50,LASSO_NIO,1.0429375639693854,95,5
100,500,5.0,4,55,Oracle_NIO,0.9685253401528918,88,12
100,500,5.0,4,55,LASSO_NIO,-2.127226577244992,95,5
100,500,5.0,4,60,Oracle_NIO,-0.3098290424930816,88,12
100,500,5.0,4,60,LASSO_NIO,4.530622951638784,95,5
100,500,5.0,4,65,Oracle_NIO,2.7086421643469896,88,12
100,500,5.0,4,65,LASSO_NIO,-1.2873261545215549,95,5
100,500,5.0,4,70,Oracle_NIO,-0.6004438795254843,88,12
100,500,5.0,4,70,LASSO_NIO,-1.6663677524487968,95,5
100,500,5.0,4,75,Oracle_NIO,0.4960274022437939,88,12
100,500,5.0,4,75,LASSO_NIO,-2.676496488605486,95,5
100,500,5.0,4,80,Oracle_NIO,0.42395295093842794,88,12
100,500,5.0,4,80,LASSO_NIO,3.0900403438548425,95,5
100,500,5.0,4,85,Oracle_NIO,-0.6292126208639975,88,12
100,500,5.0,4,85,LASSO_NIO,-1.4973984084493281,95,5
100,500,5.0,4,90,Oracle_NIO,0.7197383565497781,88,12
100,500,5.0,4,90,LASSO_NIO,-4.157788895077478,95,5
100,500,5.0,5,0,Oracle_NIO,0.3433280457136989,86,14
100,500,5.0,5,0,LASSO_NIO,0.27631408402975405,92,8
100,500,5.0,5,5,Oracle_NIO,-1.5640701516813096,86,14
100,500,5.0,5,5,LASSO_NIO,-1.9638092367247715,92,8
100,500,5.0,5,10,Oracle_NIO,0.8896953534497665,86,14
100,500,5.0,5,10,LASSO_NIO,1.3699303259250453,92,8
100,500,5.0,5,15,Oracle_NIO,0.8869604930845547,86,14
100,500,5.0,5,15,LASSO_NIO,-1.0426411566198308,92,8
100,500,5.0,5,20,Oracle_NIO,0.5659773808396086,86,14
100,500,5.0,5,20,LASSO_NIO,1.146643148149275,92,8
100,500,5.0,5,25,Oracle_NIO,2.0416790250261028,86,14
100,500,5.0,5,25,LASSO_NIO,-0.6892478230878443,92,8
100,500,5.0,5,30,Oracle_NIO,-0.234688118664872,86,14
100,500,5.0,5,30,LASSO_NIO,1.8745120153175991,92,8
100,500,5.0,5,35,Oracle_NIO,-1.1836893870891863,86,14
100,500,5.0,5,35,LASSO_NIO,-0.32968930248774414,92,8
100,500,5.0,5,40,Oracle_NIO,-1.0829379155734655,86,14
100,500,5.0,5,40,LASSO_NIO,-0.5140790507311082,92,8
100,500,5.0,5,45,Oracle_NIO,-0.25325560755585896,86,14
100,500,5.0,5,45,LASSO_NIO,-0.26653332967244026,92,8
100,500,5.0,5,50,Oracle_NIO,0.27433065411696184,86,14
100,500,5.0,5,50,LASSO_NIO,0.351954455555458,92,8
100,500,5.0,5,55,Oracle_NIO,-0.8234254384374295,86,14
100,500,5.0,5,55,LASSO_NIO,-3.3952715835045404,92,8
100,500,5.0,5,60,Oracle_NIO,0.09218296499769929,86,14
100,500,5.0,5,60,LASSO_NIO,0.8572542549330568,92,8
100,500,5.0,5,65,Oracle_NIO,0.2639697601476703,86,14
100,500,5.0,5,65,LASSO_NIO,-0.128781282813964,92,8
100,500,5.0,5,70,Oracle_NIO,0.14439267719647764,86,14
100,500,5.0,5,70,LASSO_NIO,-0.633680549623404,92,8
100,500,5.0,5,75,Oracle_NIO,0.22597872589929552,86,14
100,500,5.0,5,75,LASSO_NIO,0.5406191873870461,92,8
100,500,5.0,5,80,Oracle_NIO,-0.2852304495350235,86,14
100,500,5.0,5,80,LASSO_NIO,1.4736067235671644,92,8
100,500,5.0,5,85,Oracle_NIO,0.04582997111521036,86,14
100,500,5.0,5,85,LASSO_NIO,0.6345810360496102,92,8
100,500,5.0,5,90,Oracle_NIO,-0.0821402350269998,86,14
100,500,5.0,5,90,LASSO_NIO,0.2639193137716096,92,8
100,500,5.0,6,0,Oracle_NIO,1.7110905245421455,89,11
100,500,5.0,6,5,Oracle_NIO,-0.8423638292817909,89,11
100,500,5.0,6,10,Oracle_NIO,0.6514741302578261,89,11
100,500,5.0,6,15,Oracle_NIO,0.1849300547221459,89,11
100,500,5.0,6,20,Oracle_NIO,0.49432956598355277,89,11
100,500,5.0,6,25,Oracle_NIO,0.47275603410786343,89,11
100,500,5.0,6,30,Oracle_NIO,-1.553035887784284,89,11
100,500,5.0,6,35,Oracle_NIO,0.3734571271037071,89,11
100,500,5.0,6,40,Oracle_NIO,-0.41337835984142235,89,11
100,500,5.0,6,45,Oracle_NIO,-0.5436932720042995,89,11
100,500,5.0,6,50,Oracle_NIO,0.6336940406794309,89,11
100,500,5.0,6,55,Oracle_NIO,2.9318211778737404,89,11
100,500,5.0,6,60,Oracle_NIO,-2.607847148940115,89,11
100,500,5.0,6,65,Oracle_NIO,-2.366168621630347,89,11
100,500,5.0,6,70,Oracle_NIO,-1.8404284200551906,89,11
100,500,5.0,6,75,Oracle_NIO,0.20847483524747853,89,11
100,500,5.0,6,80,Oracle_NIO,2.1193595740077025,89,11
100,500,5.0,6,85,Oracle_NIO,-1.8156110573150315,89,11
100,500,5.0,6,90,Oracle_NIO,-0.45020739030915197,89,11
100,500,5.0,7,0,Oracle_NIO,-0.6068169817332296,94,6
100,500,5.0,7,0,LASSO_NIO,0.31198623459842784,96,4
100,500,5.0,7,5,Oracle_NIO,-0.025168460949854452,94,6
100,500,5.0,7,5,LASSO_NIO,-0.07463054307113934,96,4
100,500,5.0,7,10,Oracle_NIO,0.1961477432259838,94,6
100,500,5.0,7,10,LASSO_NIO,-0.9698981170315271,96,4
100,500,5.0,7,15,Oracle_NIO,0.4707844021965939,94,6
100,500,5.0,7,15,LASSO_NIO,1.1567155930092765,96,4
100,500,5.0,7,20,Oracle_NIO,-0.5369209374803853,94,6
100,500,5.0,7,20,LASSO_NIO,-0.9175737871784374,96,4
100,500,5.0,7,25,Oracle_NIO,1.1503377582322765,94,6
100,500,5.0,7,25,LASSO_NIO,-1.2594733952302597,96,4
100,500,5.0,7,30,Oracle_NIO,1.3321503501690892,94,6
100,500,5.0,7,30,LASSO_NIO,-1.0670920305023168,96,4
100,500,5.0,7,35,Oracle_NIO,0.8888963564610277,94,6
100,500,5.0,7,35,LASSO_NIO,-0.7609777240996024,96,4
100,500,5.0,7,40,Oracle_NIO,-0.29622621459000387,94,6
100,500,5.0,7,40,LASSO_NIO,2.9038159591403976,96,4
100,500,5.0,7,45,Oracle_NIO,-0.4324060786739437,94,6
100,500,5.0,7,45,LASSO_NIO,0.28227054855370926,96,4
100,500,5.0,7,50,Oracle_NIO,-0.16767128090622532,94,6
100,500,5.0,7,50,LASSO_NIO,-4.872684922140211,96,4
100,500,5.0,7,55,Oracle_NIO,0.5535058247037447,94,6
100,500,5.0,7,55,LASSO_NIO,-0.8661799902958313,96,4
100,500,5.0,7,60,Oracle_NIO,0.12815508969945824,94,6
100,500,5.0,7,60,LASSO_NIO,-0.18863785072706085,96,4
100,500,5.0,7,65,Oracle_NIO,-0.15716854741489603,94,6
100,500,5.0,7,65,LASSO_NIO,-0.601759850801513,96,4
100,500,5.0,7,70,Oracle_NIO,-0.15699282347988194,94,6
100,500,5.0,7,70,LASSO_NIO,2.3341148045500875,96,4
100,500,5.0,7,75,Oracle_NIO,0.47783612913749857,94,6
100,500,5.0,7,75,LASSO_NIO,2.1900149921782197,96,4
100,500,5.0,7,80,Oracle_NIO,-0.2525166600187332,94,6
100,500,5.0,7,80,LASSO_NIO,0.4848411681610294,96,4
100,500,5.0,7,85,Oracle_NIO,0.37829958939396924,94,6
100,500,5.0,7,85,LASSO_NIO,2.9191367042441754,96,4
100,500,5.0,7,90,Oracle_NIO,-0.6238831297076746,94,6
100,500,5.0,7,90,LASSO_NIO,3.0513079179990426,96,4
