formation_date,ticker,nio,fwd_ret_5d
2021-10-20,INTC,0.0,-0.027761925214200223
2021-10-20,NVAX,0.0,0.007634254594482815
2021-10-20,CMCSA,0.0,-0.007660767677113189
2021-10-20,LQD,0.00020073509506748802,0.002626177436297139
2021-10-20,PFE,0.0,0.00048010753999894185
2021-10-20,WMT,0.0008005825266569856,0.00241702719855339
2021-10-20,ABNB,0.0,0.0004556011637125712
2021-10-20,ABBV,0.0,0.0011339177637357922
2021-10-20,TLT,0.0,0.0070694850562067705
2021-10-20,FXI,0.0,-0.004857830129544172
2021-10-20,GOOG,0.0,0.006793789429077957
2021-10-20,JPM,-0.00020073509506748802,-0.0027845519423614017
2021-10-20,GM,0.0,-0.009058123671358631
2021-10-20,VTI,0.0,0.00039346885435134207
2021-10-20,NIO,0.0,9.235079313318906e-05
2021-10-20,NVDA,-0.002395812755439126,0.021527196059857933
2021-10-20,GOOGL,0.0,0.007407772647535049
2021-10-20,EWZ,0.0,-0.003820296314069438
2021-10-20,WFC,0.0,0.00033254376912992265
2021-10-20,NFLX,0.0,0.012707108635498888
2021-10-20,CRM,0.0,0.0032085056872825255
2021-10-20,F,0.0003915558117860601,0.009522346201567467
2021-10-20,PG,0.0,0.0010857269746602505
2021-10-20,MS,0.0,0.0034606244131684116
2021-10-20,V,0.0007745285112817951,-0.012448003189430245
2021-10-20,JNJ,0.0,-0.0010603307119685158
2021-10-20,XOM,0.0,0.0019457172601529348
2021-10-20,ADBE,0.0,0.002238642260128465
2021-10-20,AMZN,0.0,2.6979409815708343e-05
2021-10-20,MA,0.0,-0.010171663669008702
2021-10-20,COST,0.0,0.008889454101447036
2021-10-20,FB,0.0004708781499447667,-0.0158517701449987
2021-10-20,MRK,0.0,0.0009061810756329835
2021-10-20,SPY,0.00038335161899939464,0.0014476034613069455
2021-10-20,SE,0.0,-0.011467877748740274
2021-10-20,C,0.0,-0.0037239478217748977
2021-10-20,EFA,0.0,-0.0005882187538144956
2021-10-20,EEM,0.00038601261439164463,-0.002630900377466561
2021-10-20,T,0.0,-0.006688579107083714
2021-10-20,SMH,0.0,0.0021515266785538277
2021-10-20,AAPL,0.0,0.0002604394827129264
2021-10-20,MSFT,0.0,0.0106919805985487
2021-10-20,ADI,0.0,-0.006880598357668921
2021-10-20,IVV,0.0004261851896506257,0.0014360574023905893
2021-10-20,TSM,0.0,-0.0026331989482045516
2021-10-20,QCOM,-0.00038601261439164463,-0.0009059542713319546
2021-10-20,DIS,0.0001625437328879611,-0.0009154664031680859
2021-10-20,XLF,0.0,-0.0006142622263013209
2021-10-20,SNAP,-0.0005540995446740212,-0.06690431220335633
2021-10-20,GLD,0.0,0.0016416691066137412
2021-10-20,HYG,0.0,-0.0007330443339042869
2021-10-20,GS,0.0,0.0016062530460336122
2021-10-20,HD,0.0,0.007895002078592506
2021-10-20,TSLA,0.0,0.046016558946584074
2021-10-20,COIN,-0.0008005825266569856,0.0002620785495980549
2021-10-20,PYPL,0.0,-0.01873954521164529
2021-10-20,DIA,0.0,0.0001360648921722607
2021-10-20,BA,0.0,-0.008343172122669551
2021-10-20,BNTX,0.0,0.004352216909437967
2021-10-20,ORCL,0.0,-0.0006164445559099674
2021-10-20,SNOW,0.0,0.008009818257992385
2021-10-20,MU,0.0,0.0014915385737826136
2021-10-20,NKE,0.0,0.005259318143001579
2021-10-20,IEF,0.0,0.0015609924348288118
2021-10-20,VZ,0.0,-0.0030579673614569815
2021-10-20,BABA,0.0004443369154240228,-0.0076718592143423915
2021-10-20,MRNA,0.0,0.00341944467220181
2021-10-20,CSCO,0.0,0.0008330207662407219
2021-10-20,AFRM,0.0,0.010945198663858458
2021-10-20,XLI,0.0,-0.0020047062837675435
2021-10-20,XLV,0.0006023737984949384,0.0008469600751777496
2021-10-20,AMAT,0.00014279944461306315,0.0018704028928103744
2021-10-20,XLK,0.0,0.0016832826231182097
2021-10-20,XLE,-0.00037171946325986743,-0.0023611501956561478
2021-10-20,SQ,0.0,0.002180353392267342
2021-10-20,TQQQ,0.0,0.011263988465796192
2021-10-20,VOO,0.0004165666439048823,0.0013945199361182548
2021-10-20,IYR,-0.0006023737984949384,0.0005284606753575005
2021-10-20,GE,0.0,-0.003511934476677525
2021-10-20,HOOD,0.0,-0.03077734432134611
2021-10-20,QQQ,0.0,0.0037879333387943028
2021-10-20,CRWD,-0.00014279944461306315,-0.0033809384263116414
2021-10-20,XLU,0.0,-0.00011687382893397214
2021-10-20,XLY,0.0,0.009001649228571074
2021-10-20,PTON,0.0,-0.0027225771692560795
2021-10-20,ZM,0.0,-0.002060297401464828
2021-10-20,ROKU,0.0,-0.011405784213942827
2021-10-20,BAC,0.0,0.0006502879523818006
2021-10-20,IWM,0.0,-0.0022073942252064604
2021-10-20,PLTR,0.0,0.008703084771257964
2021-10-20,AMC,0.00039518079160242794,-0.030887489844877235
2021-10-20,UNH,0.0,0.008132557502124183
2021-10-20,SHOP,0.0,-0.017136395784881908
2021-10-20,UBER,-9.915868668489928e-05,-0.002845855112045914
2021-10-20,CVX,0.0,-0.0017810016134879759
2021-10-20,AMD,-0.0004443369154240228,0.011379549020094904
2021-10-20,UPST,0.0,-0.01623294374117601
