N,T,T/N,trial,method,precision,recall,f1,hub_recovery,density
20,100,5.0,30,OLS,,,,,
20,100,5.0,30,LASSO,0.45454545454545453,0.25,0.3225806451612903,0.4,0.02894736842105263
20,100,5.0,30,KNN,0.0,0.0,0.0,0.4,0.05
20,100,5.0,31,OLS,,,,,
20,100,5.0,31,LASSO,0.4444444444444444,0.2,0.27586206896551724,0.4,0.02368421052631579
20,100,5.0,31,KNN,0.05263157894736842,0.05,0.05128205128205128,0.2,0.05
20,100,5.0,32,OLS,,,,,
20,100,5.0,32,LASSO,0.7142857142857143,0.25,0.37037037037037035,0.4,0.018421052631578946
20,100,5.0,32,KNN,0.05263157894736842,0.05,0.05128205128205128,0.4,0.05
20,100,5.0,33,OLS,,,,,
20,100,5.0,33,LASSO,0.3333333333333333,0.15,0.20689655172413793,0.4,0.02368421052631579
20,100,5.0,33,KNN,0.05263157894736842,0.05,0.05128205128205128,0.0,0.05
20,100,5.0,34,OLS,,,,,
20,100,5.0,34,LASSO,0.2857142857142857,0.1,0.14814814814814814,0.2,0.018421052631578946
20,100,5.0,34,KNN,0.0,0.0,0.0,0.0,0.05
20,100,5.0,35,OLS,,,,,
20,100,5.0,35,LASSO,0.5,0.05,0.09090909090909091,0.4,0.005263157894736842
20,100,5.0,35,KNN,0.05263157894736842,0.05,0.05128205128205128,0.6,0.05
20,100,5.0,36,OLS,,,,,
20,100,5.0,36,LASSO,0.6,0.15,0.24,0.2,0.013157894736842105
20,100,5.0,36,KNN,0.10526315789473684,0.1,0.10256410256410256,0.0,0.05
20,100,5.0,37,OLS,,,,,
20,100,5.0,37,LASSO,0.0,0.0,0.0,0.0,0.02368421052631579
20,100,5.0,37,KNN,0.0,0.0,0.0,0.4,0.05
20,100,5.0,38,OLS,,,,,
20,100,5.0,38,LASSO,0.18181818181818182,0.1,0.12903225806451613,0.2,0.02894736842105263
20,100,5.0,38,KNN,0.10526315789473684,0.1,0.10256410256410256,0.2,0.05
20,100,5.0,39,OLS,,,,,
20,100,5.0,39,LASSO,0.2222222222222222,0.1,0.13793103448275862,0.6,0.02368421052631579
20,100,5.0,39,KNN,0.0,0.0,0.0,0.0,0.05
20,100,5.0,40,OLS,,,,,
20,100,5.0,40,LASSO,0.0,0.0,0.0,0.4,0.021052631578947368
20,100,5.0,40,KNN,0.10526315789473684,0.1,0.10256410256410256,0.0,0.05
20,100,5.0,41,OLS,,,,,
20,100,5.0,41,LASSO,0.0,0.0,0.0,0.4,0.010526315789473684
20,100,5.0,41,KNN,0.21052631578947367,0.2,0.20512820512820512,0.4,0.05
20,100,5.0,42,OLS,,,,,
20,100,5.0,42,LASSO,0.25,0.05,0.08333333333333333,0.4,0.010526315789473684
20,100,5.0,42,KNN,0.10526315789473684,0.1,0.10256410256410256,0.2,0.05
20,100,5.0,43,OLS,,,,,
20,100,5.0,43,LASSO,0.2727272727272727,0.15,0.1935483870967742,0.6,0.02894736842105263
20,100,5.0,43,KNN,0.0,0.0,0.0,0.2,0.05
20,100,5.0,44,OLS,,,,,
20,100,5.0,44,LASSO,0.375,0.15,0.21428571428571427,0.4,0.021052631578947368
20,100,5.0,44,KNN,0.0,0.0,0.0,0.0,0.05
20,100,5.0,45,OLS,,,,,
20,100,5.0,45,LASSO,0.1111111111111111,0.05,0.06896551724137931,0.2,0.02368421052631579
20,100,5.0,45,KNN,0.05263157894736842,0.05,0.05128205128205128,0.0,0.05
20,100,5.0,46,OLS,,,,,
20,100,5.0,46,LASSO,0.2,0.05,0.08,0.2,0.013157894736842105
20,100,5.0,46,KNN,0.10526315789473684,0.1,0.10256410256410256,0.2,0.05
20,100,5.0,47,OLS,,,,,
20,100,5.0,47,LASSO,0.0,0.0,0.0,0.4,0.015789473684210527
20,100,5.0,47,KNN,0.0,0.0,0.0,0.2,0.05
20,100,5.0,48,OLS,,,,,
20,100,5.0,48,LASSO,0.125,0.1,0.1111111111111111,0.2,0.042105263157894736
20,100,5.0,48,KNN,0.10526315789473684,0.1,0.10256410256410256,0.2,0.05
20,100,5.0,49,OLS,,,,,
20,100,5.0,49,LASSO,0.2727272727272727,0.15,0.1935483870967742,0.4,0.02894736842105263
20,100,5.0,49,KNN,0.10526315789473684,0.1,0.10256410256410256,0.2,0.05
50,30,0.6,0,OLS,,,,,
50,30,0.6,0,LASSO,0.0,0.0,0.0,0.0,0.004081632653061225
50,30,0.6,0,KNN,0.056910569105691054,0.056,0.056451612903225805,0.0,0.05020408163265306
50,30,0.6,1,OLS,,,,,
50,30,0.6,1,LASSO,0.058823529411764705,0.008,0.014084507042253521,0.0,0.0069387755102040816
50,30,0.6,1,KNN,0.04065040650406504,0.04,0.04032258064516129,0.2,0.05020408163265306
50,30,0.6,2,OLS,,,,,
50,30,0.6,2,LASSO,0.13636363636363635,0.024,0.04081632653061224,0.0,0.008979591836734694
50,30,0.6,2,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,3,OLS,,,,,
50,30,0.6,3,LASSO,0.047619047619047616,0.008,0.0136986301369863,0.0,0.008571428571428572
50,30,0.6,3,KNN,0.04065040650406504,0.04,0.04032258064516129,0.0,0.05020408163265306
50,30,0.6,4,OLS,,,,,
50,30,0.6,4,LASSO,0.11764705882352941,0.016,0.028169014084507043,0.0,0.0069387755102040816
50,30,0.6,4,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,30,0.6,5,OLS,,,,,
50,30,0.6,5,LASSO,0.1111111111111111,0.016,0.027972027972027972,0.0,0.007346938775510204
50,30,0.6,5,KNN,0.06504065040650407,0.064,0.06451612903225806,0.4,0.05020408163265306
50,30,0.6,6,OLS,,,,,
50,30,0.6,6,LASSO,0.07142857142857142,0.008,0.014388489208633094,0.2,0.005714285714285714
50,30,0.6,6,KNN,0.07317073170731707,0.072,0.07258064516129033,0.2,0.05020408163265306
50,30,0.6,7,OLS,,,,,
50,30,0.6,7,LASSO,0.18181818181818182,0.016,0.029411764705882353,0.2,0.004489795918367347
50,30,0.6,7,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,30,0.6,8,OLS,,,,,
50,30,0.6,8,LASSO,0.13333333333333333,0.016,0.02857142857142857,0.4,0.006122448979591836
50,30,0.6,8,KNN,0.056910569105691054,0.056,0.056451612903225805,0.0,0.05020408163265306
50,30,0.6,9,OLS,,,,,
50,30,0.6,9,LASSO,0.14285714285714285,0.016,0.02877697841726619,0.2,0.005714285714285714
50,30,0.6,9,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,30,0.6,10,OLS,,,,,
50,30,0.6,10,LASSO,0.5,0.048,0.08759124087591241,0.2,0.004897959183673469
50,30,0.6,10,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,30,0.6,11,OLS,,,,,
50,30,0.6,11,LASSO,0.10526315789473684,0.016,0.027777777777777776,0.0,0.007755102040816327
50,30,0.6,11,KNN,0.032520325203252036,0.032,0.03225806451612903,0.2,0.05020408163265306
50,30,0.6,12,OLS,,,,,
50,30,0.6,12,LASSO,0.0,0.0,0.0,0.0,0.004081632653061225
50,30,0.6,12,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,30,0.6,13,OLS,,,,,
50,30,0.6,13,LASSO,0.42857142857142855,0.024,0.045454545454545456,0.0,0.002857142857142857
50,30,0.6,13,KNN,0.07317073170731707,0.072,0.07258064516129033,0.2,0.05020408163265306
50,30,0.6,14,OLS,,,,,
50,30,0.6,14,LASSO,0.18181818181818182,0.016,0.029411764705882353,0.0,0.004489795918367347
50,30,0.6,14,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,30,0.6,15,OLS,,,,,
50,30,0.6,15,LASSO,0.21052631578947367,0.032,0.05555555555555555,0.2,0.007755102040816327
50,30,0.6,15,KNN,0.056910569105691054,0.056,0.056451612903225805,0.0,0.05020408163265306
50,30,0.6,16,OLS,,,,,
50,30,0.6,16,LASSO,0.0,0.0,0.0,0.2,0.004897959183673469
50,30,0.6,16,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,17,OLS,,,,,
50,30,0.6,17,LASSO,0.4,0.016,0.03076923076923077,0.0,0.0020408163265306124
50,30,0.6,17,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,18,OLS,,,,,
50,30,0.6,18,LASSO,0.3,0.048,0.08275862068965517,0.4,0.00816326530612245
50,30,0.6,18,KNN,0.04878048780487805,0.048,0.04838709677419355,0.2,0.05020408163265306
50,30,0.6,19,OLS,,,,,
50,30,0.6,19,LASSO,0.0,0.0,0.0,0.0,0.0032653061224489797
50,30,0.6,19,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,20,OLS,,,,,
50,30,0.6,20,LASSO,0.05263157894736842,0.008,0.013888888888888888,0.2,0.007755102040816327
50,30,0.6,20,KNN,0.08943089430894309,0.088,0.08870967741935484,0.2,0.05020408163265306
50,30,0.6,21,OLS,,,,,
50,30,0.6,21,LASSO,0.15384615384615385,0.016,0.028985507246376812,0.0,0.005306122448979592
50,30,0.6,21,KNN,0.06504065040650407,0.064,0.06451612903225806,0.4,0.05020408163265306
50,30,0.6,22,OLS,,,,,
50,30,0.6,22,LASSO,0.125,0.008,0.015037593984962405,0.0,0.0032653061224489797
50,30,0.6,22,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,30,0.6,23,OLS,,,,,
50,30,0.6,23,LASSO,0.18181818181818182,0.016,0.029411764705882353,0.4,0.004489795918367347
50,30,0.6,23,KNN,0.04065040650406504,0.04,0.04032258064516129,0.0,0.05020408163265306
50,30,0.6,24,OLS,,,,,
50,30,0.6,24,LASSO,0.125,0.024,0.040268456375838924,0.4,0.009795918367346938
50,30,0.6,24,KNN,0.016260162601626018,0.016,0.016129032258064516,0.0,0.05020408163265306
50,30,0.6,25,OLS,,,,,
50,30,0.6,25,LASSO,0.1,0.008,0.014814814814814815,0.0,0.004081632653061225
50,30,0.6,25,KNN,0.056910569105691054,0.056,0.056451612903225805,0.2,0.05020408163265306
50,30,0.6,26,OLS,,,,,
50,30,0.6,26,LASSO,0.043478260869565216,0.008,0.013513513513513514,0.4,0.009387755102040816
50,30,0.6,26,KNN,0.08130081300813008,0.08,0.08064516129032258,0.2,0.05020408163265306
50,30,0.6,27,OLS,,,,,
50,30,0.6,27,LASSO,0.07692307692307693,0.008,0.014492753623188406,0.2,0.005306122448979592
50,30,0.6,27,KNN,0.04878048780487805,0.048,0.04838709677419355,0.2,0.05020408163265306
50,30,0.6,28,OLS,,,,,
50,30,0.6,28,LASSO,0.17391304347826086,0.032,0.05405405405405406,0.0,0.009387755102040816
50,30,0.6,28,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,29,OLS,,,,,
50,30,0.6,29,LASSO,0.07142857142857142,0.008,0.014388489208633094,0.0,0.005714285714285714
50,30,0.6,29,KNN,0.07317073170731707,0.072,0.07258064516129033,0.4,0.05020408163265306
50,30,0.6,30,OLS,,,,,
50,30,0.6,30,LASSO,0.0,0.0,0.0,0.0,0.006530612244897959
50,30,0.6,30,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,31,OLS,,,,,
50,30,0.6,31,LASSO,0.17647058823529413,0.024,0.04225352112676056,0.0,0.0069387755102040816
50,30,0.6,31,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,32,OLS,,,,,
50,30,0.6,32,LASSO,0.25,0.016,0.03007518796992481,0.2,0.0032653061224489797
50,30,0.6,32,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,30,0.6,33,OLS,,,,,
50,30,0.6,33,LASSO,0.21428571428571427,0.024,0.04316546762589928,0.0,0.005714285714285714
50,30,0.6,33,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,34,OLS,,,,,
50,30,0.6,34,LASSO,0.10526315789473684,0.016,0.027777777777777776,0.2,0.007755102040816327
50,30,0.6,34,KNN,0.04065040650406504,0.04,0.04032258064516129,0.0,0.05020408163265306
50,30,0.6,35,OLS,,,,,
50,30,0.6,35,LASSO,0.13333333333333333,0.016,0.02857142857142857,0.2,0.006122448979591836
50,30,0.6,35,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,36,OLS,,,,,
50,30,0.6,36,LASSO,0.21428571428571427,0.024,0.04316546762589928,0.0,0.005714285714285714
50,30,0.6,36,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,30,0.6,37,OLS,,,,,
50,30,0.6,37,LASSO,0.0,0.0,0.0,0.2,0.0032653061224489797
50,30,0.6,37,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,38,OLS,,,,,
50,30,0.6,38,LASSO,0.08333333333333333,0.008,0.014598540145985401,0.0,0.004897959183673469
50,30,0.6,38,KNN,0.06504065040650407,0.064,0.06451612903225806,0.2,0.05020408163265306
50,30,0.6,39,OLS,,,,,
50,30,0.6,39,LASSO,0.125,0.008,0.015037593984962405,0.2,0.0032653061224489797
50,30,0.6,39,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,30,0.6,40,OLS,,,,,
50,30,0.6,40,LASSO,0.29411764705882354,0.04,0.07042253521126761,0.4,0.0069387755102040816
50,30,0.6,40,KNN,0.024390243902439025,0.024,0.024193548387096774,0.0,0.05020408163265306
50,30,0.6,41,OLS,,,,,
50,30,0.6,41,LASSO,0.23076923076923078,0.024,0.043478260869565216,0.4,0.005306122448979592
50,30,0.6,41,KNN,0.056910569105691054,0.056,0.056451612903225805,0.0,0.05020408163265306
50,30,0.6,42,OLS,,,,,
50,30,0.6,42,LASSO,0.0625,0.008,0.014184397163120567,0.2,0.006530612244897959
50,30,0.6,42,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,30,0.6,43,OLS,,,,,
50,30,0.6,43,LASSO,0.2,0.016,0.02962962962962963,0.2,0.004081632653061225
50,30,0.6,43,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,30,0.6,44,OLS,,,,,
50,30,0.6,44,LASSO,0.08333333333333333,0.008,0.014598540145985401,0.0,0.004897959183673469
50,30,0.6,44,KNN,0.07317073170731707,0.072,0.07258064516129033,0.2,0.05020408163265306
50,30,0.6,45,OLS,,,,,
50,30,0.6,45,LASSO,0.2,0.024,0.04285714285714286,0.0,0.006122448979591836
50,30,0.6,45,KNN,0.056910569105691054,0.056,0.056451612903225805,0.2,0.05020408163265306
50,30,0.6,46,OLS,,,,,
50,30,0.6,46,LASSO,0.125,0.016,0.028368794326241134,0.0,0.006530612244897959
50,30,0.6,46,KNN,0.024390243902439025,0.024,0.024193548387096774,0.0,0.05020408163265306
50,30,0.6,47,OLS,,,,,
50,30,0.6,47,LASSO,0.058823529411764705,0.008,0.014084507042253521,0.2,0.0069387755102040816
50,30,0.6,47,KNN,0.032520325203252036,0.032,0.03225806451612903,0.2,0.05020408163265306
50,30,0.6,48,OLS,,,,,
50,30,0.6,48,LASSO,0.07142857142857142,0.008,0.014388489208633094,0.2,0.005714285714285714
50,30,0.6,48,KNN,0.06504065040650407,0.064,0.06451612903225806,0.2,0.05020408163265306
50,30,0.6,49,OLS,,,,,
50,30,0.6,49,LASSO,0.1111111111111111,0.008,0.014925373134328358,0.0,0.003673469387755102
50,30,0.6,49,KNN,0.06504065040650407,0.064,0.06451612903225806,0.2,0.05020408163265306
50,125,2.5,0,OLS,,,,,
50,125,2.5,0,LASSO,0.5,0.064,0.11347517730496454,0.0,0.006530612244897959
50,125,2.5,0,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,125,2.5,1,OLS,,,,,
50,125,2.5,1,LASSO,0.631578947368421,0.096,0.16666666666666666,0.2,0.007755102040816327
50,125,2.5,1,KNN,0.08943089430894309,0.088,0.08870967741935484,0.2,0.05020408163265306
50,125,2.5,2,OLS,,,,,
50,125,2.5,2,LASSO,0.64,0.128,0.21333333333333335,0.0,0.01020408163265306
50,125,2.5,2,KNN,0.08130081300813008,0.08,0.08064516129032258,0.2,0.05020408163265306
50,125,2.5,3,OLS,,,,,
50,125,2.5,3,LASSO,0.4666666666666667,0.056,0.1,0.0,0.006122448979591836
50,125,2.5,3,KNN,0.032520325203252036,0.032,0.03225806451612903,0.2,0.05020408163265306
50,125,2.5,4,OLS,,,,,
50,125,2.5,4,LASSO,0.5833333333333334,0.056,0.10218978102189781,0.2,0.004897959183673469
50,125,2.5,4,KNN,0.056910569105691054,0.056,0.056451612903225805,0.2,0.05020408163265306
50,125,2.5,5,OLS,,,,,
50,125,2.5,5,LASSO,0.4583333333333333,0.088,0.1476510067114094,0.2,0.009795918367346938
50,125,2.5,5,KNN,0.0975609756097561,0.096,0.0967741935483871,0.0,0.05020408163265306
50,125,2.5,6,OLS,,,,,
50,125,2.5,6,LASSO,0.5833333333333334,0.056,0.10218978102189781,0.2,0.004897959183673469
50,125,2.5,6,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,125,2.5,7,OLS,,,,,
50,125,2.5,7,LASSO,0.5416666666666666,0.104,0.174496644295302,0.0,0.009795918367346938
50,125,2.5,7,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,125,2.5,8,OLS,,,,,
50,125,2.5,8,LASSO,0.52,0.104,0.17333333333333334,0.2,0.01020408163265306
50,125,2.5,8,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,125,2.5,9,OLS,,,,,
50,125,2.5,9,LASSO,0.47619047619047616,0.08,0.136986301369863,0.2,0.008571428571428572
50,125,2.5,9,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,10,OLS,,,,,
50,125,2.5,10,LASSO,0.5714285714285714,0.096,0.1643835616438356,0.2,0.008571428571428572
50,125,2.5,10,KNN,0.13008130081300814,0.128,0.12903225806451613,0.4,0.05020408163265306
50,125,2.5,11,OLS,,,,,
50,125,2.5,11,LASSO,0.6086956521739131,0.112,0.1891891891891892,0.2,0.009387755102040816
50,125,2.5,11,KNN,0.04878048780487805,0.048,0.04838709677419355,0.2,0.05020408163265306
50,125,2.5,12,OLS,,,,,
50,125,2.5,12,LASSO,0.4090909090909091,0.072,0.12244897959183673,0.2,0.008979591836734694
50,125,2.5,12,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,125,2.5,13,OLS,,,,,
50,125,2.5,13,LASSO,0.5,0.056,0.10071942446043165,0.2,0.005714285714285714
50,125,2.5,13,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,125,2.5,14,OLS,,,,,
50,125,2.5,14,LASSO,0.6666666666666666,0.128,0.21476510067114093,0.4,0.009795918367346938
50,125,2.5,14,KNN,0.07317073170731707,0.072,0.07258064516129033,0.4,0.05020408163265306
50,125,2.5,15,OLS,,,,,
50,125,2.5,15,LASSO,0.5789473684210527,0.088,0.1527777777777778,0.4,0.007755102040816327
50,125,2.5,15,KNN,0.04065040650406504,0.04,0.04032258064516129,0.2,0.05020408163265306
50,125,2.5,16,OLS,,,,,
50,125,2.5,16,LASSO,0.47368421052631576,0.072,0.125,0.2,0.007755102040816327
50,125,2.5,16,KNN,0.04878048780487805,0.048,0.04838709677419355,0.2,0.05020408163265306
50,125,2.5,17,OLS,,,,,
50,125,2.5,17,LASSO,0.5161290322580645,0.128,0.20512820512820512,0.0,0.012653061224489797
50,125,2.5,17,KNN,0.04065040650406504,0.04,0.04032258064516129,0.0,0.05020408163265306
50,125,2.5,18,OLS,,,,,
50,125,2.5,18,LASSO,0.7142857142857143,0.08,0.14388489208633093,0.2,0.005714285714285714
50,125,2.5,18,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,125,2.5,19,OLS,,,,,
50,125,2.5,19,LASSO,0.6666666666666666,0.144,0.23684210526315788,0.6,0.011020408163265306
50,125,2.5,19,KNN,0.0975609756097561,0.096,0.0967741935483871,0.0,0.05020408163265306
50,125,2.5,20,OLS,,,,,
50,125,2.5,20,LASSO,0.3888888888888889,0.056,0.0979020979020979,0.4,0.007346938775510204
50,125,2.5,20,KNN,0.08130081300813008,0.08,0.08064516129032258,0.4,0.05020408163265306
50,125,2.5,21,OLS,,,,,
50,125,2.5,21,LASSO,0.6538461538461539,0.136,0.2251655629139073,0.2,0.010612244897959184
50,125,2.5,21,KNN,0.06504065040650407,0.064,0.06451612903225806,0.2,0.05020408163265306
50,125,2.5,22,OLS,,,,,
50,125,2.5,22,LASSO,0.75,0.144,0.24161073825503357,0.2,0.009795918367346938
50,125,2.5,22,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,23,OLS,,,,,
50,125,2.5,23,LASSO,0.6086956521739131,0.112,0.1891891891891892,0.4,0.009387755102040816
50,125,2.5,23,KNN,0.024390243902439025,0.024,0.024193548387096774,0.0,0.05020408163265306
50,125,2.5,24,OLS,,,,,
50,125,2.5,24,LASSO,0.5263157894736842,0.08,0.1388888888888889,0.2,0.007755102040816327
50,125,2.5,24,KNN,0.04878048780487805,0.048,0.04838709677419355,0.2,0.05020408163265306
50,125,2.5,25,OLS,,,,,
50,125,2.5,25,LASSO,0.5416666666666666,0.104,0.174496644295302,0.2,0.009795918367346938
50,125,2.5,25,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,125,2.5,26,OLS,,,,,
50,125,2.5,26,LASSO,0.6296296296296297,0.136,0.2236842105263158,0.2,0.011020408163265306
50,125,2.5,26,KNN,0.08943089430894309,0.088,0.08870967741935484,0.0,0.05020408163265306
50,125,2.5,27,OLS,,,,,
50,125,2.5,27,LASSO,0.5833333333333334,0.056,0.10218978102189781,0.2,0.004897959183673469
50,125,2.5,27,KNN,0.06504065040650407,0.064,0.06451612903225806,0.2,0.05020408163265306
50,125,2.5,28,OLS,,,,,
50,125,2.5,28,LASSO,0.6551724137931034,0.152,0.24675324675324675,0.2,0.01183673469387755
50,125,2.5,28,KNN,0.12195121951219512,0.12,0.12096774193548387,0.4,0.05020408163265306
50,125,2.5,29,OLS,,,,,
50,125,2.5,29,LASSO,0.65625,0.168,0.267515923566879,0.2,0.013061224489795919
50,125,2.5,29,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,30,OLS,,,,,
50,125,2.5,30,LASSO,0.7647058823529411,0.104,0.18309859154929578,0.2,0.0069387755102040816
50,125,2.5,30,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,31,OLS,,,,,
50,125,2.5,31,LASSO,0.5833333333333334,0.112,0.18791946308724833,0.0,0.009795918367346938
50,125,2.5,31,KNN,0.07317073170731707,0.072,0.07258064516129033,0.2,0.05020408163265306
50,125,2.5,32,OLS,,,,,
50,125,2.5,32,LASSO,0.7714285714285715,0.216,0.3375,0.2,0.014285714285714285
50,125,2.5,32,KNN,0.10569105691056911,0.104,0.10483870967741936,0.0,0.05020408163265306
50,125,2.5,33,OLS,,,,,
50,125,2.5,33,LASSO,0.6666666666666666,0.128,0.21476510067114093,0.0,0.009795918367346938
50,125,2.5,33,KNN,0.07317073170731707,0.072,0.07258064516129033,0.2,0.05020408163265306
50,125,2.5,34,OLS,,,,,
50,125,2.5,34,LASSO,0.631578947368421,0.096,0.16666666666666666,0.0,0.007755102040816327
50,125,2.5,34,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,125,2.5,35,OLS,,,,,
50,125,2.5,35,LASSO,0.6,0.144,0.23225806451612904,0.2,0.012244897959183673
50,125,2.5,35,KNN,0.10569105691056911,0.104,0.10483870967741936,0.4,0.05020408163265306
50,125,2.5,36,OLS,,,,,
50,125,2.5,36,LASSO,0.5263157894736842,0.08,0.1388888888888889,0.6,0.007755102040816327
50,125,2.5,36,KNN,0.056910569105691054,0.056,0.056451612903225805,0.0,0.05020408163265306
50,125,2.5,37,OLS,,,,,
50,125,2.5,37,LASSO,0.34782608695652173,0.064,0.10810810810810811,0.0,0.009387755102040816
50,125,2.5,37,KNN,0.04065040650406504,0.04,0.04032258064516129,0.0,0.05020408163265306
50,125,2.5,38,OLS,,,,,
50,125,2.5,38,LASSO,0.5454545454545454,0.096,0.16326530612244897,0.2,0.008979591836734694
50,125,2.5,38,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,39,OLS,,,,,
50,125,2.5,39,LASSO,0.56,0.112,0.18666666666666668,0.4,0.01020408163265306
50,125,2.5,39,KNN,0.08943089430894309,0.088,0.08870967741935484,0.4,0.05020408163265306
50,125,2.5,40,OLS,,,,,
50,125,2.5,40,LASSO,0.35714285714285715,0.04,0.07194244604316546,0.2,0.005714285714285714
50,125,2.5,40,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,41,OLS,,,,,
50,125,2.5,41,LASSO,0.4444444444444444,0.064,0.11188811188811189,0.2,0.007346938775510204
50,125,2.5,41,KNN,0.0975609756097561,0.096,0.0967741935483871,0.4,0.05020408163265306
50,125,2.5,42,OLS,,,,,
50,125,2.5,42,LASSO,0.53125,0.136,0.21656050955414013,0.4,0.013061224489795919
50,125,2.5,42,KNN,0.08943089430894309,0.088,0.08870967741935484,0.0,0.05020408163265306
50,125,2.5,43,OLS,,,,,
50,125,2.5,43,LASSO,0.6,0.048,0.08888888888888889,0.0,0.004081632653061225
50,125,2.5,43,KNN,0.10569105691056911,0.104,0.10483870967741936,0.2,0.05020408163265306
50,125,2.5,44,OLS,,,,,
50,125,2.5,44,LASSO,0.5,0.08,0.13793103448275862,0.0,0.00816326530612245
50,125,2.5,44,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,125,2.5,45,OLS,,,,,
50,125,2.5,45,LASSO,0.6666666666666666,0.064,0.11678832116788321,0.0,0.004897959183673469
50,125,2.5,45,KNN,0.11382113821138211,0.112,0.11290322580645161,0.2,0.05020408163265306
50,125,2.5,46,OLS,,,,,
50,125,2.5,46,LASSO,0.6666666666666666,0.08,0.14285714285714285,0.2,0.006122448979591836
50,125,2.5,46,KNN,0.04878048780487805,0.048,0.04838709677419355,0.0,0.05020408163265306
50,125,2.5,47,OLS,,,,,
50,125,2.5,47,LASSO,0.6,0.12,0.2,0.2,0.01020408163265306
50,125,2.5,47,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,125,2.5,48,OLS,,,,,
50,125,2.5,48,LASSO,0.8,0.128,0.2206896551724138,0.0,0.00816326530612245
50,125,2.5,48,KNN,0.11382113821138211,0.112,0.11290322580645161,0.2,0.05020408163265306
50,125,2.5,49,OLS,,,,,
50,125,2.5,49,LASSO,0.47619047619047616,0.08,0.136986301369863,0.0,0.008571428571428572
50,125,2.5,49,KNN,0.032520325203252036,0.032,0.03225806451612903,0.0,0.05020408163265306
50,250,5.0,0,OLS,,,,,
50,250,5.0,0,LASSO,0.7586206896551724,0.176,0.2857142857142857,0.0,0.01183673469387755
50,250,5.0,0,KNN,0.11382113821138211,0.112,0.11290322580645161,0.2,0.05020408163265306
50,250,5.0,1,OLS,,,,,
50,250,5.0,1,LASSO,0.6923076923076923,0.216,0.32926829268292684,0.2,0.015918367346938776
50,250,5.0,1,KNN,0.14634146341463414,0.144,0.14516129032258066,0.2,0.05020408163265306
50,250,5.0,2,OLS,,,,,
