formation_date,pred_start,pred_end,mean_te,max_te,p75_te,density,n_stocks
2023-08-03,2023-08-04,2023-08-10,2.4575193015491003e-06,5.29487463732307e-05,3.2311878536429975e-06,0.2475,100
2023-08-10,2023-08-11,2023-08-17,2.617451101391434e-06,5.817775962224908e-05,3.4707249866718554e-06,0.2475,100
2023-08-17,2023-08-18,2023-08-24,2.5650194901377354e-06,6.24620660801213e-05,3.4070697114501784e-06,0.2475,100
2023-08-24,2023-08-25,2023-08-31,2.214359351146301e-06,5.062859859314295e-05,2.95596952855959e-06,0.2475,100
2023-08-31,2023-09-01,2023-09-08,2.4527147224081823e-06,4.8769744619617146e-05,3.2971504848607683e-06,0.2475,100
2023-09-08,2023-09-11,2023-09-15,2.391651553366438e-06,4.718149391240176e-05,3.2698333686721447e-06,0.2475,100
2023-09-15,2023-09-18,2023-09-22,2.2387948230220284e-06,4.458421364341069e-05,3.1088586033336788e-06,0.2475,100
2023-09-22,2023-09-25,2023-09-29,2.055491622215954e-06,4.037554836467311e-05,2.7983623433181935e-06,0.2475,100
2023-09-29,2023-10-02,2023-10-06,2.0867931562471285e-06,4.1479514847842826e-05,2.784020266485508e-06,0.2475,100
2023-10-06,2023-10-09,2023-10-13,1.9407246637820085e-06,4.9900358950780944e-05,2.5063514548433243e-06,0.2475,100
2023-10-13,2023-10-16,2023-10-20,2.044223183739563e-06,4.15686725150342e-05,2.77040461625947e-06,0.2475,100
2023-10-20,2023-10-23,2023-10-27,2.193777472564206e-06,4.1738115441617324e-05,2.882482817591343e-06,0.2475,100
2023-10-27,2023-10-30,2023-11-03,2.037265938751834e-06,4.5013489227360904e-05,2.5818766657883045e-06,0.2475,100
2023-11-03,2023-11-06,2023-11-10,2.360562209052851e-06,3.599802002686302e-05,2.9403184893498183e-06,0.2475,100
2023-11-10,2023-11-13,2023-11-17,2.1744043793529245e-06,3.056620675442215e-05,2.7306878638102434e-06,0.2475,100
2023-11-17,2023-11-20,2023-11-27,2.546687876348884e-06,3.378166532608415e-05,3.3367558740945456e-06,0.2475,100
2023-11-27,2023-11-28,2023-12-04,2.5188738901844483e-06,3.8269659993663924e-05,3.3231739193671623e-06,0.2475,100
2023-12-04,2023-12-05,2023-12-11,2.4189874273399582e-06,3.5196794512339606e-05,3.2762391941756867e-06,0.2475,100
2023-12-11,2023-12-12,2023-12-18,2.579310217785982e-06,3.2280231988050836e-05,3.42943528662082e-06,0.2475,100
2023-12-18,2023-12-19,2023-12-26,2.499163502130707e-06,3.395882442717705e-05,3.3327220370998013e-06,0.2475,100
2023-12-26,2023-12-27,2024-01-03,2.3417001572925135e-06,3.6733059158542176e-05,3.0131512628509706e-06,0.2475,100
2024-01-03,2024-01-04,2024-01-10,2.537304148836096e-06,4.255671562042126e-05,3.378909858075978e-06,0.2475,100
2024-01-10,2024-01-11,2024-01-18,2.7147694209342476e-06,3.647893492446576e-05,3.6364130844748743e-06,0.2475,100
2024-01-18,2024-01-19,2024-01-25,2.5757612010924004e-06,3.791453583706849e-05,3.4164414217616743e-06,0.2475,100
2024-01-25,2024-01-26,2024-02-01,2.2230389379193783e-06,3.691913793910626e-05,2.923780954383489e-06,0.2475,100
2024-02-01,2024-02-02,2024-02-08,2.5015162116108e-06,4.7691085624221256e-05,3.2322441307506083e-06,0.2475,100
2024-02-08,2024-02-09,2024-02-15,2.3596649279254563e-06,5.267805943010238e-05,2.973136139127291e-06,0.2475,100
2024-02-15,2024-02-16,2024-02-23,2.5844434121335294e-06,5.648963247330758e-05,3.370206374701664e-06,0.2475,100
2024-02-23,2024-02-26,2024-03-01,2.519710945500162e-06,5.6370551401911975e-05,3.3628207668375195e-06,0.2475,100
2024-03-01,2024-03-04,2024-03-08,2.4755710402150113e-06,6.316996455934069e-05,3.2596970136369476e-06,0.2475,100
2024-03-08,2024-03-11,2024-03-15,2.4201763305394897e-06,5.779603497812294e-05,3.0963362093210867e-06,0.2475,100
2024-03-15,2024-03-18,2024-03-22,2.5090181384770748e-06,5.752228096887953e-05,3.2693055850271817e-06,0.2475,100
2024-03-22,2024-03-25,2024-04-01,2.4323843004244503e-06,6.066400961842372e-05,3.0983535702038272e-06,0.2475,100
2024-04-01,2024-04-02,2024-04-08,2.4139176559248012e-06,5.7155815552493984e-05,3.1984624257920566e-06,0.2475,100
2024-04-08,2024-04-09,2024-04-15,2.4086959342566236e-06,5.3848303195712714e-05,3.1438293011909337e-06,0.2475,100
2024-04-15,2024-04-16,2024-04-22,2.297446281699972e-06,5.106698559625744e-05,3.075360866884924e-06,0.2475,100
2024-04-22,2024-04-23,2024-04-29,2.2715935734134375e-06,4.4527486424389146e-05,2.9826848771339137e-06,0.2475,100
2024-04-29,2024-04-30,2024-05-06,2.2142998600998004e-06,4.527453782078735e-05,2.8704123691913278e-06,0.2475,100
2024-05-06,2024-05-07,2024-05-13,2.340396133514553e-06,5.43288610105725e-05,3.0016219682222905e-06,0.2475,100
2024-05-13,2024-05-14,2024-05-20,2.6327785886999e-06,5.654810149266327e-05,3.46588748187266e-06,0.2475,100
2024-05-20,2024-05-21,2024-05-28,2.4728896077908134e-06,5.9285429699910405e-05,3.3579614375884923e-06,0.2475,100
2024-05-28,2024-05-29,2024-06-04,2.3620730906862354e-06,5.7470177311626316e-05,3.159629358859497e-06,0.2475,100
2024-06-04,2024-06-05,2024-06-11,2.571720793376018e-06,4.617704040031981e-05,3.5046051960455688e-06,0.2475,100
2024-06-11,2024-06-12,2024-06-18,2.5691981431325205e-06,4.227811746320207e-05,3.4378030689816253e-06,0.2475,100
2024-06-18,2024-06-20,2024-06-26,2.5326455562388944e-06,4.488695587540569e-05,3.4003988697348804e-06,0.2475,100
2024-06-26,2024-06-27,2024-07-03,2.415954282721454e-06,5.750844749722241e-05,3.217423480572909e-06,0.2475,100
2024-07-03,2024-07-05,2024-07-11,2.3727910742921073e-06,4.38288962897171e-05,3.178538428323775e-06,0.2475,100
2024-07-11,2024-07-12,2024-07-18,2.471229052633535e-06,4.370872362237212e-05,3.2307214991999557e-06,0.2475,100
2024-07-18,2024-07-19,2024-07-25,2.4298165033552167e-06,4.9055276516217066e-05,3.1902338860536607e-06,0.2475,100
2024-07-25,2024-07-26,2024-08-01,2.35419808964827e-06,4.915623104918e-05,3.0405178530066875e-06,0.2475,100
2024-08-01,2024-08-02,2024-08-08,2.2759928119454723e-06,3.766038223707171e-05,2.8841404169126586e-06,0.2475,100
2024-08-08,2024-08-09,2024-08-15,2.356327595637365e-06,3.6926068698488736e-05,3.0390475885004917e-06,0.2475,100
2024-08-15,2024-08-16,2024-08-22,2.2522367147399114e-06,3.60581221207534e-05,2.889570533518348e-06,0.2475,100
2024-08-22,2024-08-23,2024-08-29,2.276219508107527e-06,3.499178372773726e-05,2.928629376583622e-06,0.2475,100
2024-08-29,2024-08-30,2024-09-06,2.5134893867062963e-06,4.8764341571231236e-05,3.2328088529366204e-06,0.2475,100
2024-09-06,2024-09-09,2024-09-13,2.3807361448574025e-06,2.7568496501014907e-05,3.0181841429956403e-06,0.2475,100
2024-09-13,2024-09-16,2024-09-20,2.2016517881703223e-06,3.168544930183033e-05,2.789561984038354e-06,0.2475,100
2024-09-20,2024-09-23,2024-09-27,2.2340574488918034e-06,3.293973650352752e-05,2.9102573460097154e-06,0.2475,100
2024-09-27,2024-09-30,2024-10-04,2.187350625528811e-06,3.051512157780438e-05,2.7800725636150937e-06,0.2475,100
2024-10-04,2024-10-07,2024-10-11,2.3483678925764007e-06,3.44242530496314e-05,3.0124435760214476e-06,0.2475,100
2024-10-11,2024-10-14,2024-10-18,2.1941639555079893e-06,3.660561423692895e-05,2.8320465098588205e-06,0.2475,100
2024-10-18,2024-10-21,2024-10-25,2.4692623621008527e-06,3.7103537966272834e-05,3.190585590409461e-06,0.2475,100
2024-10-25,2024-10-28,2024-11-01,2.1967566352637955e-06,3.2541259334012156e-05,2.881964031667684e-06,0.2475,100
2024-11-01,2024-11-04,2024-11-08,2.033926134736052e-06,3.892995225109125e-05,2.5953635998636297e-06,0.2475,100
2024-11-08,2024-11-11,2024-11-15,1.9293687921534993e-06,4.7158019186644025e-05,2.42853745966189e-06,0.2475,100
2024-11-15,2024-11-18,2024-11-22,1.8912266104704922e-06,4.664775625980333e-05,2.3279044629110594e-06,0.2475,100
2024-11-22,2024-11-25,2024-12-02,1.8843693135678594e-06,3.8426352196473626e-05,2.476321622488264e-06,0.2475,100
2024-12-02,2024-12-03,2024-12-09,2.1082965352206017e-06,8.28014714697783e-05,2.577237616445587e-06,0.2475,100
2024-12-09,2024-12-10,2024-12-16,2.109684890008006e-06,7.940798071541167e-05,2.6626457849342127e-06,0.2475,100
2024-12-16,2024-12-17,2024-12-23,2.131547728474877e-06,8.046390277614707e-05,2.6756888163418415e-06,0.2475,100
2024-12-23,2024-12-24,2024-12-31,2.2692504255468484e-06,7.73234441707654e-05,2.9882706067522886e-06,0.2475,100
2024-12-31,2025-01-02,2025-01-08,2.4055648411708293e-06,7.973716312353723e-05,3.1303411085961744e-06,0.2475,100
2025-01-08,2025-01-10,2025-01-16,2.447519766372345e-06,8.625366059953729e-05,3.14630532810169e-06,0.2475,100
2025-01-16,2025-01-17,2025-01-24,2.584217199606553e-06,8.559753819509755e-05,3.312233213802507e-06,0.2475,100
2025-01-24,2025-01-27,2025-01-31,2.616067139980609e-06,9.088686182021213e-05,3.347739334615377e-06,0.2475,100
2025-01-31,2025-02-03,2025-02-07,2.4286045609176433e-06,7.985368948586204e-05,3.1000669666393345e-06,0.2475,100
2025-02-07,2025-02-10,2025-02-14,2.2522145596587233e-06,3.6262820520105046e-05,2.9964475768293423e-06,0.2475,100
2025-02-14,2025-02-18,2025-02-24,2.1426984383604924e-06,3.3864516963247756e-05,2.839633248788207e-06,0.2475,100
2025-02-24,2025-02-25,2025-03-03,2.2501503635236274e-06,3.4051627748356846e-05,3.040878637590539e-06,0.2475,100
2025-03-03,2025-03-04,2025-03-10,2.0873438575640723e-06,2.8744665182633894e-05,2.77774251611098e-06,0.2475,100
2025-03-10,2025-03-11,2025-03-17,2.0477548371255325e-06,2.9339099920467382e-05,2.692411857303586e-06,0.2475,100
2025-03-17,2025-03-18,2025-03-24,1.9950981255209876e-06,3.698569380614344e-05,2.6133259658154717e-06,0.2475,100
2025-03-24,2025-03-25,2025-03-31,2.0832498614521976e-06,3.242459107069243e-05,2.6987332824598893e-06,0.2475,100
2025-03-31,2025-04-01,2025-04-07,1.8660960882797231e-06,2.8031440972440858e-05,2.4694858125956535e-06,0.2475,100
2025-04-07,2025-04-08,2025-04-14,2.6645337526657777e-06,4.444226268681545e-05,3.33714246743641e-06,0.2475,100
2025-04-14,2025-04-15,2025-04-22,2.1194368165920406e-06,2.834795625352621e-05,2.8299708621795163e-06,0.2475,100
2025-04-22,2025-04-23,2025-04-29,2.2115867389653915e-06,2.874217285923329e-05,3.094472407507836e-06,0.2475,100
2025-04-29,2025-04-30,2025-05-06,1.9167679307914366e-06,2.352732499611233e-05,2.5837138151795364e-06,0.2475,100
2025-05-06,2025-05-07,2025-05-13,2.1459735981303906e-06,2.871418577425215e-05,3.0268090844775096e-06,0.2475,100
2025-05-13,2025-05-14,2025-05-20,2.0093528606386568e-06,2.9109575004516798e-05,2.6858271330257556e-06,0.2475,100
2025-05-20,2025-05-21,2025-05-28,1.850077652826279e-06,2.858812536362914e-05,2.510083428087936e-06,0.2475,100
2025-05-28,2025-05-29,2025-06-04,1.849611634801826e-06,2.7703642575427613e-05,2.543389479352888e-06,0.2475,100
2025-06-04,2025-06-05,2025-06-11,1.8428262318449985e-06,2.1691055851049252e-05,2.48559444115992e-06,0.2475,100
2025-06-11,2025-06-12,2025-06-18,1.977405448765851e-06,2.612927154444752e-05,2.6771346037299595e-06,0.2475,100
2025-06-18,2025-06-20,2025-06-26,1.96313283246551e-06,2.456273339450321e-05,2.6036897164824023e-06,0.2475,100
2025-06-26,2025-06-27,2025-07-03,2.029581536777571e-06,2.667612743157826e-05,2.761363623100891e-06,0.2475,100
2025-07-03,2025-07-07,2025-07-11,3.1531779066891823e-06,5.454024866380618e-05,4.142420483986502e-06,0.24752576267727783,99
2025-07-11,2025-07-14,2025-07-18,2.4624764877296817e-06,4.55830228211167e-05,2.904163574257159e-06,0.24752576267727783,99
2025-07-18,2025-07-21,2025-07-25,2.2903986996198703e-06,4.8831956017648984e-05,2.948356519475822e-06,0.24752576267727783,99
2025-07-25,2025-07-28,2025-08-01,2.258168474881695e-06,4.06845652859703e-05,2.9135203995637806e-06,0.2475,100
2025-08-01,2025-08-04,2025-08-08,2.4103370165536415e-06,5.1413040358853484e-05,3.2075151562977953e-06,0.2475,100
2025-08-08,2025-08-11,2025-08-15,2.3903194414789246e-06,5.2279503513165954e-05,3.159974499916472e-06,0.2475,100
2025-08-15,2025-08-18,2025-08-22,2.530118035175194e-06,4.595604967869147e-05,3.37335599660574e-06,0.2475,100
2025-08-22,2025-08-25,2025-08-29,2.275406755694351e-06,5.076773190580158e-05,3.021533105359956e-06,0.2475,100
2025-08-29,2025-09-02,2025-09-08,2.3551631593122547e-06,4.999773098440315e-05,3.128063025938269e-06,0.2475,100
2025-09-08,2025-09-09,2025-09-15,2.2365236863118803e-06,5.9653956317360465e-05,2.9065061422830353e-06,0.2475,100
2025-09-15,2025-09-16,2025-09-22,2.2799221664610584e-06,5.237568492368815e-05,3.0327123886512775e-06,0.2475,100
2025-09-22,2025-09-23,2025-09-29,2.324920060496742e-06,5.427259009332048e-05,3.0150359571497197e-06,0.2475,100
2025-09-29,2025-09-30,2025-10-06,2.156772994171038e-06,5.510447005001659e-05,2.7704440037908283e-06,0.2475,100
2025-10-06,2025-10-07,2025-10-13,2.3114205480669753e-06,7.133518243562754e-05,2.996107403802073e-06,0.2475,100
2025-10-13,2025-10-14,2025-10-20,2.3606982800093286e-06,7.47628678036159e-05,2.983894610046673e-06,0.2475,100
2025-10-20,2025-10-21,2025-10-27,2.2660229575808225e-06,7.310372769893207e-05,2.879466923388118e-06,0.2475,100
2025-10-27,2025-10-28,2025-11-03,2.197303734818637e-06,6.913304542451776e-05,2.7732395321787305e-06,0.2475,100
2025-11-03,2025-11-04,2025-11-10,2.209107913793487e-06,7.493535089305842e-05,2.75466606758964e-06,0.2475,100
2025-11-10,2025-11-11,2025-11-17,2.413744923993803e-06,7.058116669107047e-05,3.0588785221262065e-06,0.2475,100
2025-11-17,2025-11-18,2025-11-24,2.449864244682999e-06,7.285534382473163e-05,3.223917937133743e-06,0.2475,100
2025-11-24,2025-11-25,2025-12-02,2.51709250394947e-06,7.264940817895945e-05,3.3518245767481326e-06,0.2475,100
2025-12-02,2025-12-03,2025-12-09,2.4794876220563276e-06,6.942406121624741e-05,3.373296513841927e-06,0.2475,100
2025-12-09,2025-12-10,2025-12-16,2.565964615192591e-06,3.726977487169977e-05,3.6396813872645047e-06,0.2475,100
2025-12-16,2025-12-17,2025-12-23,2.299576071510751e-06,3.1984907864777256e-05,3.2312810533196216e-06,0.2475,100
