t,true_d,ols_d,las_d
475,0.12244897959183673,0.062040816326530614,0.022857142857142857
480,0.12244897959183673,0.0563265306122449,0.01020408163265306
485,0.12244897959183673,0.054693877551020405,0.002857142857142857
490,0.12244897959183673,0.05918367346938776,0.002857142857142857
495,0.12244897959183673,0.052244897959183675,0.011020408163265306
500,0.12244897959183673,0.053061224489795916,0.0016326530612244899
505,0.12244897959183673,0.05591836734693877,0.004897959183673469
510,0.12244897959183673,0.052653061224489796,0.01183673469387755
515,0.12244897959183673,0.04816326530612245,0.004081632653061225
520,0.12244897959183673,0.05959183673469388,0.0032653061224489797
525,0.12244897959183673,0.05673469387755102,0.008979591836734694
530,0.12244897959183673,0.0563265306122449,0.02163265306122449
535,0.12244897959183673,0.0563265306122449,0.00816326530612245
540,0.12244897959183673,0.06,0.0069387755102040816
545,0.12244897959183673,0.061224489795918366,0.026530612244897958
550,0.12244897959183673,0.06285714285714286,0.006530612244897959
555,0.12244897959183673,0.05877551020408163,0.007755102040816327
560,0.12244897959183673,0.06448979591836734,0.004081632653061225
565,0.12244897959183673,0.06326530612244897,0.007755102040816327
570,0.12244897959183673,0.060816326530612246,0.004081632653061225
575,0.12244897959183673,0.0636734693877551,0.008979591836734694
580,0.12244897959183673,0.05714285714285714,0.04326530612244898
585,0.12244897959183673,0.052653061224489796,0.013061224489795919
590,0.12244897959183673,0.04897959183673469,0.004897959183673469
595,0.12244897959183673,0.052244897959183675,0.0032653061224489797
600,0.030612244897959183,0.053061224489795916,0.018775510204081632
605,0.030612244897959183,0.053061224489795916,0.019591836734693877
610,0.030612244897959183,0.05102040816326531,0.004081632653061225
615,0.030612244897959183,0.053469387755102044,0.005714285714285714
620,0.030612244897959183,0.052653061224489796,0.005306122448979592
625,0.030612244897959183,0.053061224489795916,0.003673469387755102
630,0.030612244897959183,0.052653061224489796,0.0032653061224489797
635,0.030612244897959183,0.05551020408163265,0.002857142857142857
640,0.030612244897959183,0.0473469387755102,0.003673469387755102
645,0.030612244897959183,0.05102040816326531,0.011020408163265306
650,0.030612244897959183,0.05551020408163265,0.012653061224489797
655,0.030612244897959183,0.05551020408163265,0.0024489795918367346
660,0.030612244897959183,0.04938775510204082,0.004897959183673469
665,0.030612244897959183,0.045714285714285714,0.019591836734693877
670,0.030612244897959183,0.05836734693877551,0.004081632653061225
675,0.030612244897959183,0.05714285714285714,0.003673469387755102
680,0.030612244897959183,0.0563265306122449,0.012244897959183673
685,0.030612244897959183,0.061224489795918366,0.004489795918367347
690,0.030612244897959183,0.054693877551020405,0.006122448979591836
695,0.030612244897959183,0.05714285714285714,0.009387755102040816
700,0.030612244897959183,0.05918367346938776,0.03387755102040816
705,0.030612244897959183,0.05183673469387755,0.009387755102040816
710,0.030612244897959183,0.04897959183673469,0.004489795918367347
715,0.030612244897959183,0.05102040816326531,0.0236734693877551
720,0.030612244897959183,0.04653061224489796,0.029387755102040815
725,0.030612244897959183,0.046122448979591835,0.022857142857142857
730,0.030612244897959183,0.04693877551020408,0.004489795918367347
735,0.030612244897959183,0.044897959183673466,0.003673469387755102
740,0.030612244897959183,0.04163265306122449,0.0016326530612244899
745,0.030612244897959183,0.044081632653061226,0.0020408163265306124
750,0.030612244897959183,0.04163265306122449,0.0020408163265306124
755,0.030612244897959183,0.04653061224489796,0.003673469387755102
760,0.030612244897959183,0.04244897959183674,0.002857142857142857
765,0.030612244897959183,0.04653061224489796,0.009387755102040816
770,0.030612244897959183,0.03877551020408163,0.009387755102040816
775,0.030612244897959183,0.037142857142857144,0.0163265306122449
780,0.030612244897959183,0.04204081632653061,0.005306122448979592
785,0.030612244897959183,0.046122448979591835,0.010612244897959184
790,0.030612244897959183,0.04653061224489796,0.018775510204081632
795,0.030612244897959183,0.044489795918367346,0.004081632653061225
800,0.030612244897959183,0.05102040816326531,0.004489795918367347
805,0.030612244897959183,0.0473469387755102,0.005714285714285714
810,0.030612244897959183,0.05142857142857143,0.002857142857142857
815,0.030612244897959183,0.045306122448979594,0.0069387755102040816
820,0.030612244897959183,0.0473469387755102,0.004897959183673469
825,0.030612244897959183,0.04775510204081632,0.024081632653061225
830,0.030612244897959183,0.05102040816326531,0.005306122448979592
835,0.030612244897959183,0.04897959183673469,0.004081632653061225
840,0.030612244897959183,0.053061224489795916,0.004081632653061225
845,0.030612244897959183,0.04816326530612245,0.012653061224489797
850,0.030612244897959183,0.0473469387755102,0.0024489795918367346
855,0.030612244897959183,0.04204081632653061,0.002857142857142857
860,0.030612244897959183,0.04816326530612245,0.004081632653061225
865,0.030612244897959183,0.04938775510204082,0.004489795918367347
870,0.030612244897959183,0.0473469387755102,0.0020408163265306124
875,0.030612244897959183,0.04693877551020408,0.005306122448979592
880,0.030612244897959183,0.045714285714285714,0.0069387755102040816
885,0.030612244897959183,0.05591836734693877,0.028979591836734694
890,0.030612244897959183,0.054693877551020405,0.0024489795918367346
895,0.030612244897959183,0.0563265306122449,0.003673469387755102
900,0.030612244897959183,0.05836734693877551,0.002857142857142857
905,0.030612244897959183,0.05061224489795919,0.022040816326530613
910,0.030612244897959183,0.054285714285714284,0.027346938775510202
915,0.030612244897959183,0.053469387755102044,0.013469387755102041
920,0.030612244897959183,0.04857142857142857,0.003673469387755102
925,0.030612244897959183,0.052653061224489796,0.011428571428571429
930,0.030612244897959183,0.05061224489795919,0.009387755102040816
935,0.030612244897959183,0.052244897959183675,0.0163265306122449
940,0.030612244897959183,0.05795918367346939,0.007755102040816327
945,0.030612244897959183,0.05551020408163265,0.024081632653061225
950,0.030612244897959183,0.05918367346938776,0.002857142857142857
955,0.030612244897959183,0.05591836734693877,0.002857142857142857
960,0.030612244897959183,0.05755102040816327,0.011428571428571429
965,0.030612244897959183,0.052244897959183675,0.01020408163265306
