formation_date,pred_start,pred_end,mean_te,max_te,p75_te,density,n_stocks
2023-08-10,2023-08-11,2023-08-17,2.55351199286658e-06,5.321392580732325e-05,3.4463342338528143e-06,0.2475,100
2023-08-17,2023-08-18,2023-08-24,2.489490609966414e-06,5.426479694593676e-05,3.292301707502688e-06,0.2475,100
2023-08-24,2023-08-25,2023-08-31,2.361835022089358e-06,4.15872070009005e-05,3.146769213592427e-06,0.2475,100
2023-08-31,2023-09-01,2023-09-08,2.3977543109627573e-06,4.758307396952907e-05,3.232144927864795e-06,0.2475,100
2023-09-08,2023-09-11,2023-09-15,2.4310272710529138e-06,4.834301975921498e-05,3.1872453253988726e-06,0.2475,100
2023-09-15,2023-09-18,2023-09-22,2.4882302029593595e-06,5.2225828447804954e-05,3.3090549809620642e-06,0.2475,100
2023-09-22,2023-09-25,2023-09-29,2.4874818798391097e-06,4.914953520595485e-05,3.272428596155954e-06,0.2475,100
2023-09-29,2023-10-02,2023-10-06,2.4460418493308045e-06,4.81165689782093e-05,3.2204227827205806e-06,0.2475,100
2023-10-06,2023-10-09,2023-10-13,2.397749109324154e-06,5.596887802098281e-05,3.212761201298918e-06,0.2475,100
2023-10-13,2023-10-16,2023-10-20,2.4102588366833957e-06,5.710572574293738e-05,3.1912069416258325e-06,0.2475,100
2023-10-20,2023-10-23,2023-10-27,2.360434557059619e-06,5.4378975598239856e-05,3.1209218451171734e-06,0.2475,100
2023-10-27,2023-10-30,2023-11-03,2.3792121628309528e-06,5.0244825276642674e-05,3.160571657504707e-06,0.2475,100
2023-11-03,2023-11-06,2023-11-10,2.5226436915075082e-06,4.5993509896333284e-05,3.3662914683395427e-06,0.2475,100
2023-11-10,2023-11-13,2023-11-17,2.5073933654802633e-06,5.197777818158375e-05,3.361179911468503e-06,0.2475,100
2023-11-17,2023-11-20,2023-11-27,2.440170204451672e-06,4.4707184891162714e-05,3.2204627570269177e-06,0.2475,100
2023-11-27,2023-11-28,2023-12-04,2.4478097378421665e-06,3.863497233914133e-05,3.2725332822399397e-06,0.2475,100
2023-12-04,2023-12-05,2023-12-11,2.4157370474097486e-06,4.3152527382638146e-05,3.1893811695171124e-06,0.2475,100
2023-12-11,2023-12-12,2023-12-18,2.4335425350841e-06,4.120644340797057e-05,3.1877146800876652e-06,0.2475,100
2023-12-18,2023-12-19,2023-12-26,2.404697692503788e-06,4.093292931427292e-05,3.1494963483364584e-06,0.2475,100
2023-12-26,2023-12-27,2024-01-03,2.442380319406914e-06,4.820663049487714e-05,3.216689747454324e-06,0.2475,100
2024-01-03,2024-01-04,2024-01-10,2.4399786958955864e-06,4.8323124415413225e-05,3.218880728684376e-06,0.2475,100
2024-01-10,2024-01-11,2024-01-18,2.4066541080687487e-06,4.9981994978665595e-05,3.0739437081068325e-06,0.2475,100
2024-01-18,2024-01-19,2024-01-25,2.4483540250736416e-06,4.585968173258155e-05,3.237457248082219e-06,0.2475,100
2024-01-25,2024-01-26,2024-02-01,2.5385601039821656e-06,5.319201365507317e-05,3.391631603934541e-06,0.2475,100
2024-02-01,2024-02-02,2024-02-08,2.4469973722450833e-06,4.778391583548108e-05,3.1342835269972474e-06,0.2475,100
2024-02-08,2024-02-09,2024-02-15,2.460401407427947e-06,4.739021551541725e-05,3.2403097622429034e-06,0.2475,100
2024-02-15,2024-02-16,2024-02-23,2.509823918643072e-06,5.132995009313109e-05,3.298744124640217e-06,0.2475,100
2024-02-23,2024-02-26,2024-03-01,2.4989466672963234e-06,5.1285707308127854e-05,3.364822377552183e-06,0.2475,100
2024-03-01,2024-03-04,2024-03-08,2.4272067640106474e-06,5.573971944184065e-05,3.163375718553116e-06,0.2475,100
2024-03-08,2024-03-11,2024-03-15,2.416148307707964e-06,4.294958910742534e-05,3.182643040493079e-06,0.2475,100
2024-03-15,2024-03-18,2024-03-22,2.460151655401057e-06,4.964544960923322e-05,3.179967626621487e-06,0.2475,100
2024-03-22,2024-03-25,2024-04-01,2.471789189891169e-06,4.702088341882834e-05,3.173602214004584e-06,0.2475,100
2024-04-01,2024-04-02,2024-04-08,2.436822515165099e-06,4.573593728489643e-05,3.2093652009489506e-06,0.2475,100
2024-04-08,2024-04-09,2024-04-15,2.439224217831065e-06,5.5006667253290315e-05,3.196219600291102e-06,0.2475,100
2024-04-15,2024-04-16,2024-04-22,2.496028055658175e-06,5.5895282220116586e-05,3.3286761152089493e-06,0.2475,100
2024-04-22,2024-04-23,2024-04-29,2.4364242716609607e-06,4.362902492059834e-05,3.2182491023363995e-06,0.2475,100
2024-04-29,2024-04-30,2024-05-06,2.4218861802905513e-06,3.8753694318451494e-05,3.1330851733834146e-06,0.2475,100
2024-05-06,2024-05-07,2024-05-13,2.491873436561373e-06,6.118668601119043e-05,3.326339170631786e-06,0.2475,100
2024-05-13,2024-05-14,2024-05-20,2.5543559283734647e-06,5.815810730256765e-05,3.3930905452261795e-06,0.2475,100
2024-05-20,2024-05-21,2024-05-28,2.596215705969778e-06,5.526322417401564e-05,3.419312504411996e-06,0.2475,100
2024-05-28,2024-05-29,2024-06-04,2.470961655980209e-06,5.168227407756781e-05,3.195021072889384e-06,0.2475,100
2024-06-04,2024-06-05,2024-06-11,2.4881174147019356e-06,4.1561717376891435e-05,3.3522391057467245e-06,0.2475,100
2024-06-11,2024-06-12,2024-06-18,2.5363477618713395e-06,4.628892130655373e-05,3.287315881607133e-06,0.2475,100
2024-06-18,2024-06-20,2024-06-26,2.5411827408397904e-06,4.281758582477945e-05,3.3391799514371024e-06,0.2475,100
2024-06-26,2024-06-27,2024-07-03,2.504151526490622e-06,4.071159124747404e-05,3.3235170789878182e-06,0.2475,100
2024-07-03,2024-07-05,2024-07-11,2.5128902913954426e-06,4.046520069874022e-05,3.3149810428947566e-06,0.2475,100
2024-07-11,2024-07-12,2024-07-18,2.4496010763062917e-06,5.062080440154674e-05,3.263345612614782e-06,0.2475,100
2024-07-18,2024-07-19,2024-07-25,2.516290204358654e-06,4.3517357171805814e-05,3.369769797608022e-06,0.2475,100
2024-07-25,2024-07-26,2024-08-01,2.4387013271589545e-06,4.029337428081696e-05,3.3633151754985883e-06,0.2475,100
2024-08-01,2024-08-02,2024-08-08,2.3285457003576664e-06,4.4191005562698215e-05,3.073080113764283e-06,0.2475,100
2024-08-08,2024-08-09,2024-08-15,2.5458538366613132e-06,4.1914164964629365e-05,3.401642736267337e-06,0.2475,100
2024-08-15,2024-08-16,2024-08-22,2.559432113633446e-06,4.6185754526041784e-05,3.453491263409242e-06,0.2475,100
2024-08-22,2024-08-23,2024-08-29,2.5419723469039208e-06,4.2825609796374316e-05,3.4067721881651533e-06,0.2475,100
2024-08-29,2024-08-30,2024-09-06,2.4901853085448526e-06,3.6924242347993996e-05,3.3240812032761477e-06,0.2475,100
2024-09-06,2024-09-09,2024-09-13,2.438145982749418e-06,3.4911131188207885e-05,3.2752803853563935e-06,0.2475,100
2024-09-13,2024-09-16,2024-09-20,2.336414896813354e-06,3.4799746959512625e-05,3.1699513383226205e-06,0.2475,100
2024-09-20,2024-09-23,2024-09-27,2.2892990657479065e-06,3.6406069560376404e-05,3.043811371241769e-06,0.2475,100
2024-09-27,2024-09-30,2024-10-04,2.3097336502563583e-06,3.8598364836973145e-05,3.133955947839615e-06,0.2475,100
2024-10-04,2024-10-07,2024-10-11,2.2759763128832393e-06,2.9558260706423315e-05,3.0388507001833963e-06,0.2475,100
2024-10-11,2024-10-14,2024-10-18,2.3540526288464105e-06,4.323834333891542e-05,3.008807692003772e-06,0.2475,100
2024-10-18,2024-10-21,2024-10-25,2.4353435080625365e-06,3.622987644594121e-05,3.163592959584411e-06,0.2475,100
2024-10-25,2024-10-28,2024-11-01,2.3449826002165414e-06,3.797652326563461e-05,3.0255892545464236e-06,0.2475,100
2024-11-01,2024-11-04,2024-11-08,2.390096709806081e-06,3.928184711533027e-05,3.152889912059884e-06,0.2475,100
2024-11-08,2024-11-11,2024-11-15,2.401087572552452e-06,4.206294713037179e-05,3.1076386635253593e-06,0.2475,100
2024-11-15,2024-11-18,2024-11-22,2.2543981313515933e-06,3.7073966224819375e-05,2.962634642819127e-06,0.2475,100
2024-11-22,2024-11-25,2024-12-02,2.2441502877005554e-06,3.374048599210507e-05,2.95416170411522e-06,0.2475,100
2024-12-02,2024-12-03,2024-12-09,2.3025350071666266e-06,8.554464508594139e-05,3.109066145761755e-06,0.2475,100
2024-12-09,2024-12-10,2024-12-16,2.376529084676302e-06,8.346178882910632e-05,3.1779795584418116e-06,0.2475,100
2024-12-16,2024-12-17,2024-12-23,2.2845139946349258e-06,8.379799998490571e-05,3.030838571762387e-06,0.2475,100
2024-12-23,2024-12-24,2024-12-31,2.371641586181695e-06,8.003526355761756e-05,3.077096889899523e-06,0.2475,100
2024-12-31,2025-01-02,2025-01-08,2.448640256740881e-06,8.208444282979678e-05,3.2432887905021607e-06,0.2475,100
2025-01-08,2025-01-10,2025-01-16,2.483893196351053e-06,8.849413169406623e-05,3.2811675194050504e-06,0.2475,100
2025-01-16,2025-01-17,2025-01-24,2.495550265620614e-06,8.167527673559106e-05,3.3146136211690603e-06,0.2475,100
2025-01-24,2025-01-27,2025-01-31,2.5101689004817372e-06,8.539558956322855e-05,3.3605275482107188e-06,0.2475,100
2025-01-31,2025-02-03,2025-02-07,2.432147068245615e-06,8.09578286506665e-05,3.2493680467688667e-06,0.2475,100
2025-02-07,2025-02-10,2025-02-14,2.53819794222983e-06,4.412286543822277e-05,3.419205695174787e-06,0.2475,100
2025-02-14,2025-02-18,2025-02-24,2.535931986069353e-06,4.425171829652905e-05,3.3259778026662775e-06,0.2475,100
2025-02-24,2025-02-25,2025-03-03,2.648312355144812e-06,4.703645439156193e-05,3.500014183624812e-06,0.2475,100
2025-03-03,2025-03-04,2025-03-10,2.5285894691995695e-06,4.629368775507907e-05,3.314593259641846e-06,0.2475,100
2025-03-10,2025-03-11,2025-03-17,2.5030740392891963e-06,5.865486963520518e-05,3.301110109426474e-06,0.2475,100
2025-03-17,2025-03-18,2025-03-24,2.405925129668633e-06,4.6071362610567596e-05,3.1464122641657284e-06,0.2475,100
2025-03-24,2025-03-25,2025-03-31,2.4443483618692964e-06,4.580825311108752e-05,3.234015602807726e-06,0.2475,100
2025-03-31,2025-04-01,2025-04-07,2.3427558028965075e-06,3.7958945260549825e-05,3.076598280258589e-06,0.2475,100
2025-04-07,2025-04-08,2025-04-14,2.2329156303652774e-06,3.2564279152597856e-05,2.9948578623551827e-06,0.2475,100
2025-04-14,2025-04-15,2025-04-22,2.3851921016877044e-06,3.836115131757468e-05,3.1410271600150005e-06,0.2475,100
2025-04-22,2025-04-23,2025-04-29,2.4436390305282116e-06,4.581654120010304e-05,3.234743424183844e-06,0.2475,100
2025-04-29,2025-04-30,2025-05-06,2.6044573295927527e-06,3.700573779010833e-05,3.5283228781488325e-06,0.2475,100
2025-05-06,2025-05-07,2025-05-13,2.560945006390176e-06,6.310723447299978e-05,3.4852649889832824e-06,0.2475,100
2025-05-13,2025-05-14,2025-05-20,2.6205508415626177e-06,5.749889287396226e-05,3.570122592204875e-06,0.2475,100
2025-05-20,2025-05-21,2025-05-28,2.529712341896092e-06,5.4478090243658774e-05,3.439614954496775e-06,0.2475,100
2025-05-28,2025-05-29,2025-06-04,2.4818707015782455e-06,4.760851610551527e-05,3.3355280494557707e-06,0.2475,100
2025-06-04,2025-06-05,2025-06-11,2.510859894295059e-06,3.49912875109718e-05,3.363385111914895e-06,0.2475,100
2025-06-11,2025-06-12,2025-06-18,2.5768261700153604e-06,4.124837839282013e-05,3.487341182466677e-06,0.2475,100
2025-06-18,2025-06-20,2025-06-26,2.600083750458487e-06,4.183910441729799e-05,3.5175487163235635e-06,0.2475,100
2025-06-26,2025-06-27,2025-07-03,2.5931548812272184e-06,3.781766884043654e-05,3.5141273474445866e-06,0.2475,100
2025-07-03,2025-07-07,2025-07-11,2.6482042998441348e-06,4.901522507584988e-05,3.548358699564665e-06,0.24752576267727783,99
2025-07-11,2025-07-14,2025-07-18,2.500567185332234e-06,4.1914635719446105e-05,3.4722394368709776e-06,0.24752576267727783,99
2025-07-18,2025-07-21,2025-07-25,2.5584163771470288e-06,4.708970862941655e-05,3.458257947192988e-06,0.24752576267727783,99
2025-07-25,2025-07-28,2025-08-01,2.481234263004749e-06,4.541426507953201e-05,3.30658588670466e-06,0.2475,100
2025-08-01,2025-08-04,2025-08-08,2.4996232015125913e-06,4.371182174728442e-05,3.340072713039815e-06,0.2475,100
2025-08-08,2025-08-11,2025-08-15,2.484110056736257e-06,4.5724073984940446e-05,3.322029675809927e-06,0.2475,100
2025-08-15,2025-08-18,2025-08-22,2.478355074911663e-06,4.1271184552052126e-05,3.2395867741900835e-06,0.2475,100
2025-08-22,2025-08-25,2025-08-29,2.32482623365201e-06,4.320612343910549e-05,3.1037681533471876e-06,0.2475,100
2025-08-29,2025-09-02,2025-09-08,2.2596146831421943e-06,4.0750640268037456e-05,2.9679836032721196e-06,0.2475,100
2025-09-08,2025-09-09,2025-09-15,2.1884517776487647e-06,4.350051040557861e-05,2.8619185142462915e-06,0.2475,100
2025-09-15,2025-09-16,2025-09-22,2.1609221746718052e-06,4.4672806793592805e-05,2.8080100253815607e-06,0.2475,100
2025-09-22,2025-09-23,2025-09-29,2.2103890623377196e-06,4.456972027562139e-05,2.882635236132037e-06,0.2475,100
2025-09-29,2025-09-30,2025-10-06,2.256213474417363e-06,3.7137113131963996e-05,2.9317367765785098e-06,0.2475,100
2025-10-06,2025-10-07,2025-10-13,2.413618191461411e-06,6.834336540150852e-05,3.208525929045214e-06,0.2475,100
2025-10-13,2025-10-14,2025-10-20,2.4071827779139148e-06,7.195097051542477e-05,3.2847160990002958e-06,0.2475,100
2025-10-20,2025-10-21,2025-10-27,2.430171897884624e-06,7.172449324479342e-05,3.2731339151625816e-06,0.2475,100
2025-10-27,2025-10-28,2025-11-03,2.4553790785650776e-06,6.155305243331779e-05,3.2228660190166956e-06,0.2475,100
2025-11-03,2025-11-04,2025-11-10,2.4412185497932657e-06,8.38033938424317e-05,3.175092733516111e-06,0.2475,100
2025-11-10,2025-11-11,2025-11-17,2.4777944285381526e-06,8.270016919488315e-05,3.180628833294936e-06,0.2475,100
2025-11-17,2025-11-18,2025-11-24,2.517209274945862e-06,8.167120744739224e-05,3.240244662172811e-06,0.2475,100
2025-11-24,2025-11-25,2025-12-02,2.4372998022557255e-06,7.624901869447969e-05,3.1384959910558115e-06,0.2475,100
2025-12-02,2025-12-03,2025-12-09,2.344920492498335e-06,6.899709677729317e-05,3.0604337905509394e-06,0.2475,100
2025-12-09,2025-12-10,2025-12-16,2.259877943715635e-06,3.701071505594397e-05,2.914504833562249e-06,0.2475,100
2025-12-16,2025-12-17,2025-12-23,2.303918589607243e-06,3.636358957828601e-05,2.9945045007151335e-06,0.2475,100
